masterid,inj,fat,total_entrances,degree,total_racks,stwidth,max_stwidth,aadt2,total_stations,avg_facilfar,factryarea,garagearea,avg_numfloors,total_area,avg_builtfar,avg_assessland,avg_bldgdepth,lotarea,avg_lotdepth,min_numfloors,avg_lotfront,resarea,max_numfloors,comarea,strgearea,unitsres,officearea,avg_residfar,retailarea,bldgarea,avg_assesstot,avg_commfar,avg_bldgfront,unitstotal,x,y
5990,11,0,"",4,"","","","","",4.3,0,12425,3.5,1550.76884775867,1.88666666666667,127975.5,83.0083333333333,312776,127.637916666667,1,97.0370833333333,543827,20,132670,0,582,6367,1.92375,13893,676497,800122.125,0.208333333333333,62.0904166666667,605,-73.8655041110304,40.8632028218186
5993,15,0,"",4,2,108.608672921619,58.6354494215923,40732,"",6.375,33000,15000,4.625,1149.32725846469,3.43288461538462,694234.846153846,76.0176923076923,384115,104.451923076923,0,45.0426923076923,324909,8,606835,64925,457,51767,5.90423076923077,28805,931744,1910662.11538462,0,33.7019230769231,734,-73.9922440277655,40.7640567786973
6018,30,0,"",4,"",129.201851985124,66.7511503097386,26277,"",3.25454545454545,0,0,3.22727272727273,1564.24762643023,1.14636363636364,161264.136363636,49,1070600,177.727272727273,0,85.9090909090909,1608819,24,40300,0,1872,0,2.93136363636364,11800,1649119,1443394.04545455,0,23.0831818181818,1923,-73.9407062511488,40.6963530543019
6026,17,0,1,4,1,92.3323344613561,66.3470587528555,16887,"",3.93658536585366,0,0,2.67073170731707,1765.18530385697,1.46024390243902,45967.4634146341,59.0224390243902,245943,103.860731707317,1,56.7878048780488,348115,6,74394,0,409,17224,2.08024390243902,44870,422509,269705.585365854,0,48.6895121951219,463,-73.8569561942009,40.8941679373056
6027,24,0,"",4,6,121.606499745506,79.3970589927445,41068,"",5.54647887323944,0,30000,3.69718309859155,24.0067564659798,2.99,348771.873239437,56.4832394366197,196330,80.2602816901408,0,38.0759154929577,498608,17,135824,626,712,1839,2.87943661971831,100359,634432,1224780.92957746,1.11549295774648,29.2371830985916,797,-74.0023910692841,40.7343398115545
6056,12,0,"",4,"",204.122869923521,75.5966553127805,55854,"",1.94,1860,6000,1.575,41.5271243208234,0.822,31286.85,38.675,118443,118.922,0,45.7555,47104,3,28776,4120,57,1568,0.765,15228,75880,60610.475,0.1,20.44575,69,-73.9199785223892,40.645032376201
6100,13,0,"",3,1,117.506613724483,71.390757605299,29698,"",1,0,13254,1.9344262295082,651.153220848087,1.02885245901639,39476.606557377,55.3250819672131,223234,101.124754098361,1,36.5067213114754,183470,6,113013,0,159,14187,0.6,73572,296483,178601.491803279,0,29.2272131147541,209,-73.9335370569061,40.6195716813741
6104,17,0,"",4,"",89.3749073950812,54.103884186009,12243,"",2,0,0,2.125,2449.07178038089,1.16888888888889,22864.9583333333,67.2847222222222,249108,124.425277777778,2,27.9072222222222,339035,4,4998,0,296,0,0.9,0,344033,74716.5277777778,0,23.9816666666667,300,-73.9341382176883,40.6662761108456
6109,13,0,"",3,"",145.033792686715,79.0784668904139,13572,"",2,0,0,3.37179487179487,1194.7639200351,1.72897435897436,246023.333333333,57.1687179487179,1569762,132.797435897436,0,102.771282051282,1967507,20,161120,0,1639,0,1.25,67330,2128627,1463225.12820513,0,34.6192307692308,1653,-73.8876754448838,40.6491940969851
6110,24,1,"",4,2,98.4011628921225,64.4117626230043,43977,"",12.8571428571429,0,0,41.4285714285714,48806.2627133959,16.7071428571429,109838635.714286,347.582857142857,650855,467.142857142857,31,200.592857142857,0,47,10507579,117724,0,9216742,10,621323,10507579,320538085.714286,12.8571428571429,188.725714285714,851,-73.9795131912239,40.7611485613343
6120,13,0,7,4,4,109.612268289591,60.4742405376313,22390,2,14.8333333333333,0,42758,21.6666666666667,1211.44303714984,15.3811111111111,15184946.3333333,114.416111111111,270010,134.342222222222,0,86.7038888888889,0,48,5432084,30543,0,5053743,10,302667,5584770,62678367.6666667,14.8333333333333,84.315,1047,-73.9866391258129,40.7550345223625
6134,42,0,"",4,6,130.527143244819,49.7587285852182,49512,"",13.44,0,0,15.32,1562.97655338749,10.5176,5667531.68,116.2336,246628,127.328,0,71.254,26026,38,3297684,30,24,2974781,10,266812,3323710,21288582.04,13.44,65.7164,435,-73.9799364720373,40.7547825430815
6141,31,0,"",4,12,131.893532125346,70.5122311482105,47963,"",5.97435897435897,0,35502,6.76282051282051,1168.57741816254,4.43179487179487,768500.435897436,89.75,369364,111.690256410256,0,67.3012820512821,1209665,32,590026,6916,1769,40522,5.97435897435897,411763,1799691,3997693.48717949,0.871794871794872,53.6276923076923,1829,-73.9862126720117,40.7346176912215
6147,15,0,1,3,"",115.847362693564,78.7181340487403,20423,"",6.19047619047619,0,23900,4.28571428571429,3396.57828480083,3.01761904761905,291278.571428571,79.7857142857143,299932,117.896666666667,0,120.492380952381,623100,10,92958,0,740,11600,3.27619047619048,49418,716058,1235400,0,86.8571428571429,787,-73.9327605005703,40.8565030922644
6150,17,0,"",4,1,111.242069474847,61.9404124893182,23126,"",4.8,0,55000,2.44642857142857,1997.15395471903,1.3975,58813.875,64.9046428571429,333550,133.243571428571,0,37.3682142857143,293474,4,193996,0,305,14576,2.34321428571429,3697,487470,253572.053571429,0.0714285714285714,31.2992857142857,312,-73.9559068290718,40.6683597627503
6164,18,0,2,4,2,95.1318958760501,53.7596959967659,23415,"",14.0769230769231,0,6510,19.1153846153846,1721.19858267528,12.03,8552925,113.150769230769,307417,115.051923076923,1,74.5803846153846,2500,43,5039241,2750,1,4832155,10,197284,5041741,46614063.4615385,14.0769230769231,76.8492307692308,319,-73.9742233372106,40.7597397952112
6175,23,0,"",4,"",132.893734103401,69.3853273431314,23713,"",5.36666666666667,0,602000,5.83333333333333,15046.56522915,2.23166666666667,7464075,170.083333333333,709895,354.723333333333,0,368.748333333333,301138,21,2509864,0,312,212060,3.795,1695774,2811002,36015150,2.26666666666667,156.083333333333,329,-73.863423943936,40.7319506256692
6204,21,0,"",3,"",106.643881211916,69.3465093447931,22079,"",4.59130434782609,0,17475,4.10130434782609,2206.72329784722,2.32695652173913,390685.913043478,76.7573913043478,429086,157.891304347826,0,104.788260869565,1098101,8,91102,10482,1118,14298,2.76347826086957,947,1189203,1635997.08695652,0,60.4491304347826,1134,-73.8257737987282,40.7563580589959
6209,14,0,"",4,4,117.963214970923,76.139065974467,30075,"",6.66666666666667,0,68589,10.0769230769231,2050.37906140177,5.01025641025641,1582298.69230769,82.0084615384615,466867,115.819230769231,0,53.5102564102564,2887013,45,251445,33508,3025,34410,6.66666666666667,111338,3138458,7625320.82051282,0.923076923076923,36.2769230769231,3093,-73.9489617709156,40.7816888774782
6215,29,0,"",4,7,113.178434088892,59.4187380921256,36926,"",8.11111111111111,0,0,7.16666666666667,1432.60691206698,5.51407407407407,1513810.98148148,77.8087037037037,247536,97.6996296296296,2,46.3537037037037,1512840,19,287379,0,571,59613,8.11111111111111,152490,1800219,4603207.44444444,1.62962962962963,42.7268518518519,649,-73.9654356532954,40.7717817514243
6235,16,0,"",4,4,106.226231446017,53.7596959967659,24521,"",13.68,0,10,14.12,1667.24015123688,9.1336,8009856,119.2,324291,131.202,0,79.4668,34200,52,4465251,10,35,4124577,10,166297,4499451,36982962,13.68,70.3132,268,-73.9769604964602,40.755980109505
6255,43,0,"",6,4,229.465544926568,79.3970589927445,75818,"",6.19272727272727,0,0,3.65454545454545,38.5692308957231,3.05454545454545,711606.490909091,47.5710909090909,218220,72.168,0,40.5761818181818,951372,17,124548,0,560,14865,3.34072727272727,69827,1075920,1856654.32727273,1.52727272727273,31.7823636363636,617,-74.0010950051342,40.7365632390055
6265,19,0,3,4,1,112.67548914873,69.3657113576836,50001,2,5.725,0,0,4.10294117647059,26.0935303308265,3.04102941176471,398223.441176471,64.1323529411765,230062,87.9511764705882,0,35.7955882352941,535809,16,231238,365,628,40823,2.97955882352941,140316,767047,1522079.47058824,0.85,30.2717647058824,696,-74.0000665770402,40.7329292355314
6274,17,0,"",4,1,110.702266544708,67.1233616308505,22605,"",6.64,0,57859,4.24,1548.5911762072,2.588,300331.76,68.56,293258,118.4244,0,72.8664,663900,19,271737,0,710,8272,3.9088,72703,935637,1773849.88,0.136,38.3732,770,-73.9470345114139,40.815829903994
6293,32,0,"",4,3,136.128594943504,89.7692696451424,31310,"",4.8,0,0,2.1123595505618,1217.82583707989,1.20022471910112,18214.2584269663,60.4578651685393,298019,98.6966292134831,1,26.8279775280899,265543,4,54235,0,314,49410,2.43,4825,319778,76062.4943820225,0,23.0326966292135,319,-73.8916491995513,40.6599325760873
