masterid,inj,fat,total_entrances,degree,total_racks,stwidth,max_stwidth,aadt2,total_stations,avg_facilfar,factryarea,garagearea,avg_numfloors,total_area,avg_builtfar,avg_assessland,avg_bldgdepth,lotarea,avg_lotdepth,min_numfloors,avg_lotfront,resarea,max_numfloors,comarea,strgearea,unitsres,officearea,avg_residfar,retailarea,bldgarea,avg_assesstot,avg_commfar,avg_bldgfront,unitstotal,x,y
148,11,0,"",4,"",191.135872113731,71.0832061059724,21898,"",1.74358974358974,0,0,2.47435897435897,1223.15999355322,0.988461538461539,84583.2307692308,46.7007692307692,1051826,116.480769230769,1,54.0246153846154,1062509,6,35220,0,1254,6460,1.08333333333333,12132,1097729,419790,0,29.6402564102564,1270,-73.9228324925003,40.6355429940135
164,11,0,1,3,"",135.317578651617,69.8889131953531,15715,1,6.5,0,0,3.15151515151515,219.198547183285,2.10212121212121,180102.060606061,69.030303030303,231175,111.58696969697,0,62.51,442248,6,110075,0,521,600,3.44,82233,552323,772294.393939394,0,46.3339393939394,561,-73.9399498133835,40.8360774876099
185,11,0,"",4,"",110.436326310843,63.6308304959299,19003,"",2.24545454545455,4000,15000,2.22727272727273,142.307184854133,1.45836363636364,66930.2181818182,57.8727272727273,283654,98.7443636363636,0,40.8632727272727,263796,6,350150,121560,357,14730,1.26363636363636,17288,613946,622553.872727273,0.109090909090909,37.4243636363636,382,-73.926550276407,40.7420198243831
191,14,0,"",4,"",64.1898604520015,64.1898604520015,7181,"",4.755,0,1688,2.5,1211.30942871642,1.549,34721.05,65.3665,215841,118.28125,0,45.17425,283306,5,91348,0,303,0,1.4115,32840,374654,267769.525,0.85,34.91225,330,-73.9226336506144,40.6683548110636
202,19,0,"",4,"",101.247635274782,51.1548794239177,17724,"",2.01230769230769,0,0,2.16153846153846,1037.0572569235,1.27030769230769,35710.3076923077,55.2384615384615,204949,93.4552307692308,0,30.3946153846154,173503,4,111664,0,144,0,1.21153846153846,12018,285167,248220.476923077,0.0307692307692308,22.3230769230769,150,-73.9894886820342,40.62336951022
203,12,0,"",4,"",98.8431349209629,61.2075389722802,14707,"",2,5000,0,2.29577464788732,1708.9992378917,1.4569014084507,24176,65.4366197183099,227322,99.8388732394366,1,29.8683098591549,369439,6,37914,0,347,3220,1.25,23261,407353,89976.676056338,0,25.1195774647887,373,-73.8694219244434,40.8325626430882
209,17,0,"",4,3,93.1217972313914,53.7596959967659,23891,"",13.7,0,105257,18.6666666666667,1863.49235529863,12.2293333333333,10020696.5666667,118.6,369508,119.487666666667,4,90.6753333333333,98540,43,6553420,9339,89,5772238,10,355901,6651960,56817278.6666667,13.7,74.7753333333333,459,-73.9733088700816,40.76098886518
222,13,0,1,3,"",123.135601396512,73.0448376098604,32477,"",2.66666666666667,0,3520,2.51851851851852,1168.423658282,1.73740740740741,57928.0185185185,55.0755555555556,182828,97.2562962962963,0,41.2977777777778,301342,6,87560,2180,343,35167,2.42592592592593,45418,388902,218403.12962963,1.66666666666667,35.5811111111111,392,-73.9820610627113,40.6132384184757
230,31,0,"",4,"",125.813034509423,86.7674145951146,17297,"",3.6,0,0,3.17361111111111,2209.79949557943,1.90388888888889,65054.3055555556,52.6436111111111,424511,107.948333333333,0,121.983888888889,589031,6,11978,0,577,2300,2.51888888888889,5397,601009,324731.388888889,0,45.0741666666667,585,-73.9077733071513,40.8596075436714
234,11,0,"",4,"",84.0127436281344,48.8191915714501,9691,"",2.03428571428571,14850,16431,1.95714285714286,1151.04536321907,1.31328571428571,30328.9,45.4071428571429,262499,103.971428571429,0,35.3088571428571,199976,4,120425,78739,223,9905,1.14285714285714,500,320401,106019.828571429,0.0857142857142857,31.0908571428571,232,-73.9942935103824,40.6225973649087
242,11,0,"",4,4,182.057825067122,89.9254720749119,34018,"",1,940,2800,1.7877358490566,119.738797183123,0.906415094339623,37912.9433962264,51.5598113207547,179227,94.0237735849057,0,36.3175471698113,55548,3,88912,2992,42,18085,0.6,63895,144460,131338.169811321,0,25.6633962264151,80,-73.9317317930031,40.6179269207967
248,15,0,"",4,"",113.370243985339,75.1344576991308,31397,"",2.26666666666667,0,1375,2.6547619047619,1817.23323950033,1.44214285714286,229158.80952381,63.4285714285714,666513,165.162619047619,0,54.9345238095238,1250660,6,219565,380,1215,7832,1.2752380952381,98052,1470225,1069332.47619048,0,40.7261904761905,1246,-73.8788605251234,40.7562414675269
279,15,1,"",3,3,124.538021629321,82.1570688428783,18050,"",6.45918367346939,10171,0,4.58163265306122,611.98749298832,3.73183673469388,327654.530612245,81.404693877551,207820,100.304081632653,1,33.6677551020408,223915,8,295230,21542,284,93233,5.28163265306122,92064,519145,956465.918367347,5.59183673469388,30.8673469387755,409,-73.993359153764,40.7190705718144
