Z	walk_base	walk_1ft	walk_2ft	walk_3ft	walk_4ft	walk_5ft	walk_6ft
62	0.001816042	0.001544899	0.001536862	0.001521288	0.001366789	0.000151601	0.000000000
63	0.001616939	0.001591805	0.001582764	0.001557553	0.001416872	0.000087800	0.000000000
64	0.001361126	0.001349910	0.001344673	0.001318688	0.001222022	0.000068300	0.000000000
65	0.001434751	0.001422236	0.001414262	0.001361144	0.001293608	0.000338952	0.000000000
66	0.001349753	0.001290449	0.001286500	0.001270881	0.001072096	0.000030300	0.000000000
67	0.001697118	0.001684996	0.001680505	0.001659532	0.001544897	0.000102975	0.000000000
68	0.001682361	0.001672409	0.001668214	0.001642932	0.001561455	0.000224120	0.000000000
69	0.000321261	0.000316506	0.000276017	0.000186969	0.000011400	0.000007010	0.000000451
70	0.000700121	0.000692575	0.000552933	0.000462574	0.000171978	0.000000000	0.000000000
71	0.000853117	0.000837562	0.000667316	0.000585212	0.000355871	0.000213047	0.000179929
72	0.001147199	0.001130477	0.000708979	0.000636225	0.000470329	0.000331779	0.000241080
73	0.000685497	0.000673271	0.000549832	0.000439491	0.000310401	0.000187781	0.000135229
74	0.000424200	0.000415427	0.000385314	0.000333416	0.000079800	0.000002540	0.000000257
75	0.000707281	0.000697323	0.000633826	0.000484475	0.000214727	0.000180002	0.000006950
76	0.000092400	0.000090800	0.000085300	0.000069900	0.000025500	0.000002180	0.000000497
77	0.000157949	0.000155279	0.000138973	0.000091700	0.000030100	0.000002220	0.000001300
78	0.000293965	0.000270056	0.000250536	0.000204131	0.000155493	0.000047300	0.000000000
79	0.000227448	0.000207706	0.000202648	0.000113706	0.000089000	0.000004940	0.000000000
80	0.000023100	0.000007790	0.000003930	0.000000000	0.000000000	0.000000000	0.000000000
81	0.000388379	0.000371857	0.000359694	0.000273753	0.000136232	0.000063600	0.000000000
82	0.000818597	0.000778107	0.000752063	0.000542479	0.000338114	0.000115924	0.000064200
83	0.000417279	0.000391986	0.000378821	0.000321790	0.000246944	0.000125851	0.000085700
84	0.000603059	0.000547323	0.000521062	0.000464966	0.000356344	0.000085800	0.000043100
85	0.000237846	0.000215142	0.000207711	0.000171738	0.000148263	0.000033700	0.000015900
86	0.000827921	0.000743749	0.000709170	0.000673751	0.000585782	0.000131041	0.000095000
87	0.001032509	0.000996791	0.000971027	0.000391563	0.000000000	0.000000000	0.000000000
88	0.000817792	0.000721600	0.000666143	0.000531559	0.000349498	0.000235088	0.000157771
89	0.001046243	0.001029662	0.001019926	0.000943747	0.000868877	0.000648317	0.000080100
90	0.001143380	0.001118017	0.001101908	0.000945925	0.000867179	0.000565884	0.000042400
91	0.000847233	0.000838664	0.000822992	0.000563624	0.000268690	0.000023100	0.000000000
92	0.000942735	0.000894677	0.000864885	0.000607553	0.000291802	0.000000000	0.000000000
93	0.000921307	0.000907705	0.000901241	0.000842208	0.000769549	0.000643488	0.000489812
94	0.000951994	0.000919495	0.000906070	0.000786289	0.000640323	0.000453115	0.000409973
95	0.000998379	0.000981721	0.000974276	0.000917036	0.000862267	0.000749019	0.000658026
96	0.000972869	0.000955939	0.000948510	0.000899024	0.000865247	0.000774440	0.000710482
97	0.000963565	0.000941372	0.000931676	0.000861434	0.000811216	0.000706097	0.000648333
98	0.000923754	0.000896972	0.000884086	0.000819819	0.000769929	0.000676657	0.000629050
99	0.000702172	0.000693048	0.000688740	0.000662579	0.000641094	0.000579857	0.000524065
100	0.000726623	0.000720406	0.000717407	0.000703075	0.000692390	0.000658196	0.000629273
101	0.000974078	0.000883404	0.000818154	0.000777420	0.000721666	0.000673539	0.000658051
102	0.000605952	0.000363498	0.000036000	0.000000000	0.000000000	0.000000000	0.000000000
103	0.000815173	0.000286714	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
104	0.000770693	0.000597181	0.000462120	0.000456531	0.000449996	0.000426340	0.000405987
105	0.001019499	0.000934443	0.000870045	0.000857327	0.000840480	0.000794873	0.000770390
106	0.001249581	0.001197353	0.001157576	0.001146352	0.001133990	0.001105733	0.001089921
107	0.000658059	0.000549654	0.000430378	0.000428986	0.000427359	0.000413898	0.000392328
108	0.000654835	0.000580910	0.000526944	0.000520633	0.000513094	0.000499243	0.000482780
109	0.001028015	0.000985001	0.000952157	0.000947034	0.000941733	0.000927148	0.000915970
110	0.000748248	0.000728222	0.000713097	0.000709174	0.000705124	0.000695627	0.000689530
111	0.000620524	0.000600729	0.000585939	0.000583637	0.000581190	0.000575844	0.000571099
112	0.000389809	0.000343943	0.000317871	0.000316466	0.000313544	0.000310594	0.000306823
113	0.000337411	0.000317425	0.000303767	0.000301915	0.000299925	0.000297054	0.000294001
114	0.000286164	0.000280086	0.000275590	0.000274586	0.000273551	0.000271616	0.000270078
115	0.001243095	0.001231729	0.001229440	0.001218292	0.001101280	0.000715228	0.000562732
116	0.001337765	0.001332332	0.001329130	0.001310078	0.001256174	0.000965347	0.000842613
117	0.001121038	0.001114508	0.001110789	0.001083839	0.001033547	0.000786365	0.000664549
118	0.000834883	0.000831225	0.000829284	0.000813685	0.000794082	0.000717249	0.000657440
119	0.001437920	0.001433336	0.001431919	0.001426180	0.001383466	0.001198664	0.001081508
120	0.001531635	0.001525456	0.001523737	0.001514611	0.001477239	0.001263891	0.001155274
121	0.001298686	0.001296342	0.001295016	0.001292395	0.001268131	0.001193099	0.001145399
122	0.001233186	0.001230377	0.001229317	0.001225402	0.001206551	0.001111658	0.001054056
123	0.000983403	0.000981814	0.000980863	0.000976000	0.000963363	0.000889395	0.000851941
124	0.000829554	0.000827526	0.000826435	0.000818450	0.000807863	0.000767447	0.000736435
125	0.000823919	0.000822479	0.000821291	0.000819985	0.000810024	0.000779595	0.000757360
126	0.001007797	0.001006684	0.001005736	0.001003538	0.000995074	0.000954801	0.000931517
127	0.000848354	0.000847431	0.000846501	0.000845053	0.000839807	0.000818068	0.000803797
128	0.000858819	0.000857777	0.000857087	0.000854248	0.000848162	0.000816814	0.000798857
129	0.000787315	0.000785924	0.000784386	0.000783498	0.000777275	0.000761528	0.000746789
130	0.000255744	0.000255381	0.000254990	0.000254701	0.000254074	0.000252268	0.000250514
131	0.000749562	0.000746509	0.000744947	0.000736029	0.000728989	0.000699683	0.000673270
132	0.000692658	0.000688499	0.000686485	0.000677529	0.000670856	0.000650594	0.000636039
133	0.000765850	0.000765096	0.000764602	0.000762220	0.000758743	0.000744443	0.000733813
134	0.000727441	0.000726556	0.000726059	0.000723319	0.000720224	0.000707033	0.000696806
135	0.000773461	0.000771751	0.000770857	0.000765744	0.000761387	0.000742094	0.000725454
136	0.000702569	0.000701426	0.000700818	0.000698043	0.000695587	0.000685429	0.000677586
137	0.000420787	0.000419358	0.000418628	0.000415937	0.000413838	0.000407193	0.000402526
138	0.000174184	0.000173870	0.000173697	0.000173159	0.000172748	0.000171460	0.000170574
139	0.000562830	0.000562322	0.000561983	0.000560875	0.000559529	0.000552989	0.000548567
140	0.000504660	0.000504199	0.000503903	0.000503188	0.000502437	0.000499512	0.000497719
141	0.000363254	0.000362949	0.000362726	0.000362335	0.000361890	0.000360045	0.000358843
142	0.001078408	0.001070372	0.000628315	0.000623793	0.000352613	0.000006760	0.000000000
143	0.001229401	0.001218109	0.000638839	0.000634097	0.000231188	0.000004180	0.000000000
144	0.001060216	0.001053140	0.000772277	0.000768472	0.000570428	0.000033700	0.000000000
145	0.000478500	0.000475222	0.000341854	0.000340273	0.000257757	0.000000777	0.000000000
146	0.001507021	0.001487374	0.001088515	0.001082739	0.000179934	0.000000000	0.000000000
147	0.001391616	0.001385416	0.001129012	0.001124131	0.000820361	0.000065200	0.000000000
148	0.001462321	0.001457686	0.001348675	0.001345297	0.001166925	0.000189286	0.000000000
149	0.000356004	0.000352156	0.000319498	0.000317230	0.000196479	0.000000000	0.000000000
150	0.001443061	0.001421284	0.001399872	0.001394142	0.000462270	0.000000000	0.000000000
151	0.001188094	0.001167672	0.001130855	0.001125619	0.000735607	0.000254385	0.000223999
152	0.001598617	0.001585927	0.001573304	0.001565532	0.001340925	0.000844491	0.000731065
153	0.001032352	0.001023010	0.000992007	0.000988290	0.000816972	0.000474034	0.000393439
154	0.001068982	0.001060932	0.001041439	0.001029866	0.000923083	0.000676398	0.000617305
155	0.000475717	0.000473838	0.000446052	0.000442581	0.000396575	0.000301657	0.000278534
156	0.000965238	0.000954418	0.000946201	0.000943630	0.000791726	0.000089700	0.000000000
157	0.001330641	0.001324212	0.001318521	0.001314816	0.001112620	0.000886035	0.000157458
158	0.001345220	0.001338668	0.001332839	0.001328311	0.001151467	0.000910805	0.000707510
159	0.001539372	0.001536650	0.001534436	0.001530998	0.001477676	0.001349798	0.001253165
160	0.001588986	0.001585384	0.001581908	0.001578756	0.001518718	0.001400983	0.001292595
161	0.001417625	0.001414285	0.001410477	0.001408194	0.001377882	0.001317631	0.001256613
162	0.001234602	0.001230160	0.001226020	0.001221767	0.001157679	0.001036045	0.000942952
163	0.000856798	0.000851384	0.000845461	0.000830518	0.000806030	0.000757137	0.000698576
164	0.000888767	0.000886585	0.000854623	0.000597982	0.000578167	0.000538717	0.000507084
165	0.000437078	0.000320978	0.000314392	0.000309285	0.000289798	0.000012200	0.000000000
166	0.001030158	0.001027817	0.001024939	0.001023466	0.001007752	0.000974144	0.000940109
167	0.001113679	0.001109373	0.001103817	0.001101625	0.001091064	0.001066648	0.001022784
168	0.000912621	0.000910177	0.000907198	0.000905997	0.000900719	0.000887430	0.000868679
169	0.000941369	0.000938033	0.000933718	0.000932341	0.000926485	0.000914137	0.000887238
170	0.000584080	0.000582371	0.000580403	0.000579703	0.000577192	0.000570582	0.000562425
171	0.000783671	0.000778367	0.000771883	0.000769931	0.000764954	0.000755535	0.000722983
172	0.000696584	0.000684713	0.000670071	0.000666101	0.000656515	0.000639495	0.000595275
173	0.000471568	0.000469027	0.000466102	0.000465568	0.000464293	0.000461368	0.000455973
174	0.000571754	0.000563850	0.000554580	0.000553207	0.000551337	0.000548398	0.000538763
175	0.000693993	0.000685116	0.000674140	0.000671307	0.000667192	0.000661098	0.000638850
176	0.000654106	0.000637095	0.000615745	0.000609535	0.000601757	0.000591586	0.000547347
177	0.000549200	0.000531819	0.000485555	0.000483458	0.000479532	0.000473803	0.000444847
178	0.000311887	0.000294553	0.000263439	0.000262136	0.000259841	0.000256098	0.000233425
179	0.000254114	0.000253972	0.000253845	0.000253750	0.000253657	0.000253376	0.000253183
180	0.000353700	0.000353237	0.000352762	0.000352592	0.000352368	0.000351916	0.000351558
181	0.000296450	0.000295710	0.000294940	0.000294748	0.000294413	0.000293862	0.000293289
182	0.000288764	0.000288461	0.000288167	0.000288126	0.000288045	0.000287928	0.000287849
183	0.000410341	0.000409535	0.000408740	0.000408669	0.000408311	0.000408121	0.000407959
184	0.000162716	0.000162693	0.000162673	0.000162664	0.000162656	0.000162637	0.000162623
185	0.000234084	0.000234027	0.000233973	0.000233959	0.000233944	0.000233906	0.000233879
186	0.000289434	0.000289306	0.000289202	0.000289186	0.000289162	0.000289127	0.000289103
187	0.000173684	0.000173646	0.000173618	0.000173614	0.000173607	0.000173600	0.000173596
188	0.000201521	0.000201326	0.000201181	0.000201167	0.000201132	0.000201109	0.000201093
189	0.000234975	0.000232686	0.000230748	0.000230626	0.000229713	0.000229600	0.000229514
190	0.000276733	0.000273965	0.000271525	0.000270940	0.000270137	0.000269924	0.000269679
191	0.000249436	0.000246892	0.000245514	0.000245362	0.000245091	0.000244982	0.000244910
192	0.000211238	0.000204744	0.000191697	0.000188504	0.000182772	0.000182724	0.000182662
193	0.000377110	0.000371978	0.000366327	0.000365488	0.000364357	0.000364162	0.000363890
194	0.000130407	0.000129607	0.000129576	0.000120457	0.000103676	0.000103648	0.000103629
195	0.000288661	0.000204634	0.000028900	0.000028300	0.000027100	0.000027100	0.000027100
196	0.000288811	0.000285621	0.000281364	0.000281061	0.000280629	0.000280226	0.000279497
197	0.000412427	0.000409043	0.000405492	0.000405100	0.000404419	0.000403147	0.000400830
198	0.000220129	0.000214005	0.000204453	0.000203915	0.000203366	0.000202834	0.000201437
199	0.000329127	0.000313258	0.000284826	0.000282643	0.000280547	0.000278538	0.000272461
200	0.000019000	0.000000535	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
201	0.000027100	0.000001080	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
202	0.000029900	0.000011000	0.000009260	0.000008420	0.000004880	0.000004380	0.000002910
203	0.000102698	0.000052200	0.000050700	0.000042700	0.000017100	0.000010100	0.000007500
204	0.000808796	0.000791475	0.000772156	0.000609431	0.000310523	0.000256853	0.000240338
205	0.000994802	0.000982144	0.000811320	0.000668164	0.000160156	0.000099300	0.000093500
206	0.000785851	0.000768961	0.000693796	0.000520671	0.000070000	0.000000000	0.000000000
207	0.000504349	0.000488805	0.000452233	0.000286381	0.000000000	0.000000000	0.000000000
208	0.000609505	0.000594143	0.000568349	0.000491924	0.000243510	0.000226006	0.000217676
209	0.000373928	0.000323313	0.000316736	0.000271148	0.000046900	0.000005400	0.000000000
210	0.000329909	0.000274872	0.000260901	0.000227743	0.000165150	0.000156763	0.000129262
211	0.000531128	0.000460156	0.000434706	0.000392733	0.000237675	0.000213665	0.000179436
212	0.000357861	0.000325215	0.000311452	0.000291707	0.000225741	0.000215032	0.000193447
213	0.000122766	0.000023500	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
214	0.000187425	0.000057700	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
215	0.000084300	0.000002590	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
216	0.000531536	0.000523768	0.000503294	0.000209183	0.000061600	0.000000000	0.000000000
217	0.000811219	0.000800782	0.000779775	0.000744183	0.000414785	0.000379201	0.000367989
218	0.000576790	0.000565369	0.000552942	0.000520525	0.000342748	0.000275964	0.000262325
219	0.000591464	0.000580694	0.000558449	0.000496754	0.000372257	0.000026500	0.000000000
220	0.000686055	0.000661922	0.000650314	0.000616323	0.000482415	0.000343954	0.000309630
221	0.000399837	0.000389924	0.000382805	0.000368385	0.000299129	0.000281654	0.000271227
222	0.000569781	0.000560879	0.000555252	0.000541591	0.000467558	0.000423684	0.000391405
223	0.000144378	0.000125004	0.000121316	0.000109575	0.000102613	0.000097800	0.000095700
224	0.000298119	0.000290053	0.000287921	0.000282845	0.000258394	0.000243395	0.000232601
225	0.000477302	0.000456667	0.000450417	0.000436139	0.000325906	0.000265275	0.000210029
226	0.000626065	0.000485967	0.000424531	0.000416073	0.000158434	0.000000000	0.000000000
227	0.000577262	0.000460123	0.000411800	0.000385777	0.000289718	0.000189825	0.000140602
228	0.000248088	0.000244785	0.000243575	0.000239618	0.000229636	0.000222323	0.000215380
229	0.000303861	0.000301207	0.000298355	0.000293311	0.000265200	0.000243314	0.000169546
230	0.000304360	0.000288284	0.000281403	0.000275208	0.000259116	0.000227898	0.000198267
231	0.000816037	0.000771271	0.000719656	0.000595541	0.000353359	0.000021200	0.000000000
232	0.000644516	0.000621302	0.000541956	0.000354027	0.000039900	0.000000000	0.000000000
233	0.000357797	0.000316647	0.000260775	0.000238540	0.000197954	0.000123044	0.000109334
234	0.000290948	0.000264384	0.000219069	0.000211123	0.000196486	0.000158234	0.000141170
235	0.000172106	0.000162153	0.000149134	0.000145963	0.000138553	0.000126348	0.000118965
236	0.000095600	0.000085900	0.000067100	0.000066000	0.000064200	0.000060400	0.000058500
237	0.000517025	0.000501193	0.000389447	0.000366777	0.000359395	0.000060100	0.000000000
238	0.000648457	0.000609113	0.000541991	0.000530602	0.000523874	0.000371503	0.000354562
239	0.000357821	0.000314956	0.000252904	0.000247831	0.000244994	0.000183595	0.000179105
240	0.000311705	0.000198444	0.000034400	0.000031300	0.000029000	0.000028000	0.000027400
241	0.000108649	0.000079400	0.000042400	0.000040400	0.000038300	0.000036600	0.000035100
242	0.000669228	0.000648450	0.000639391	0.000620950	0.000570104	0.000047500	0.000000000
243	0.000897938	0.000868049	0.000856807	0.000816551	0.000767197	0.000325458	0.000274332
244	0.000568755	0.000543065	0.000538494	0.000442849	0.000411094	0.000021700	0.000000000
245	0.001056503	0.001034950	0.001025645	0.000996243	0.000946330	0.000547528	0.000487518
246	0.000898647	0.000880374	0.000871930	0.000835102	0.000807875	0.000560803	0.000516520
247	0.000757146	0.000739755	0.000731893	0.000660630	0.000636810	0.000362704	0.000333084
248	0.000953496	0.000925040	0.000908379	0.000885762	0.000817856	0.000501419	0.000423604
249	0.000950981	0.000935951	0.000924923	0.000907793	0.000882740	0.000693851	0.000656638
250	0.000685638	0.000670779	0.000648131	0.000632933	0.000621444	0.000487488	0.000469503
251	0.000793792	0.000775335	0.000756093	0.000742455	0.000725219	0.000640423	0.000614728
252	0.000960362	0.000931148	0.000890182	0.000870905	0.000854413	0.000790612	0.000770512
253	0.000767205	0.000744609	0.000702924	0.000687355	0.000677737	0.000595002	0.000581455
254	0.000926058	0.000880800	0.000807421	0.000781397	0.000766457	0.000700879	0.000683747
255	0.000866491	0.000823247	0.000752547	0.000736997	0.000727464	0.000658660	0.000644665
256	0.000535720	0.000472371	0.000355563	0.000346613	0.000341625	0.000311412	0.000300908
257	0.000870589	0.000794214	0.000772318	0.000720330	0.000574669	0.000033400	0.000000000
258	0.001070874	0.000918053	0.000894682	0.000643512	0.000073900	0.000000000	0.000000000
259	0.000915849	0.000857994	0.000840467	0.000705062	0.000196347	0.000000000	0.000000000
260	0.001024549	0.000966745	0.000939255	0.000697209	0.000020800	0.000000000	0.000000000
261	0.001036292	0.000990047	0.000944016	0.000679797	0.000010800	0.000000000	0.000000000
262	0.000479383	0.000404624	0.000350512	0.000198445	0.000005090	0.000000000	0.000000000
263	0.001095042	0.001061341	0.001043871	0.000987283	0.000396525	0.000070900	0.000000000
264	0.001245347	0.001207185	0.001184279	0.001127369	0.000788168	0.000415251	0.000300517
265	0.001212398	0.001158768	0.001129383	0.000990360	0.000195088	0.000000000	0.000000000
266	0.001120528	0.001062000	0.001021955	0.000899715	0.000259474	0.000000000	0.000000000
267	0.000904235	0.000825794	0.000768563	0.000674844	0.000153526	0.000000000	0.000000000
268	0.000790236	0.000615035	0.000469064	0.000422558	0.000133620	0.000000000	0.000000000
269	0.001290648	0.001243516	0.001214349	0.001176750	0.000989212	0.000692665	0.000604683
270	0.001241563	0.001193022	0.001165355	0.001139282	0.001034074	0.000858970	0.000779258
271	0.001201786	0.001126977	0.001076472	0.001007748	0.000718192	0.000489775	0.000401296
272	0.001177437	0.001096629	0.001050491	0.001005658	0.000842657	0.000687799	0.000600335
273	0.000984190	0.000835988	0.000724816	0.000678799	0.000521617	0.000384797	0.000195641
274	0.001057329	0.000889948	0.000782918	0.000723430	0.000430285	0.000065600	0.000000000
275	0.000897632	0.000866357	0.000844473	0.000825560	0.000786904	0.000683160	0.000637692
276	0.001012770	0.000953171	0.000914228	0.000892169	0.000841917	0.000742623	0.000686718
277	0.001379836	0.001275831	0.001217080	0.001183766	0.001079898	0.000946570	0.000848881
278	0.001125165	0.000987150	0.000910944	0.000870799	0.000747909	0.000637693	0.000492061
279	0.000933402	0.000901416	0.000869567	0.000841494	0.000815804	0.000751923	0.000720856
280	0.000756575	0.000718744	0.000689922	0.000658718	0.000627070	0.000573414	0.000532545
281	0.001031789	0.000930323	0.000869449	0.000836102	0.000760664	0.000666872	0.000571205
282	0.000886399	0.000765106	0.000679081	0.000639121	0.000367297	0.000000000	0.000000000
283	0.000847161	0.000749383	0.000701003	0.000661573	0.000592868	0.000540638	0.000463756
284	0.000513117	0.000427675	0.000388545	0.000284077	0.000264241	0.000247579	0.000208575
285	0.000577540	0.000543630	0.000515370	0.000426823	0.000399637	0.000311298	0.000273917
286	0.000366732	0.000336989	0.000318947	0.000201208	0.000183508	0.000173844	0.000039700
287	0.000662751	0.000625280	0.000562643	0.000529342	0.000517935	0.000482401	0.000448622
288	0.000734147	0.000679991	0.000634522	0.000546282	0.000522634	0.000400203	0.000347469
289	0.000544664	0.000101368	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
290	0.000326227	0.000262478	0.000252073	0.000088600	0.000006520	0.000000000	0.000000000
291	0.000894638	0.000824587	0.000784095	0.000713824	0.000611482	0.000515815	0.000495401
292	0.000889612	0.000841520	0.000807096	0.000778830	0.000747572	0.000702524	0.000684602
293	0.000953327	0.000921367	0.000897177	0.000885547	0.000873512	0.000848743	0.000836270
294	0.000660984	0.000646931	0.000637221	0.000630569	0.000623849	0.000610839	0.000604307
295	0.000820874	0.000796998	0.000782608	0.000758562	0.000731488	0.000684742	0.000664231
296	0.000718709	0.000704925	0.000697543	0.000677222	0.000658377	0.000620114	0.000599529
297	0.000600494	0.000591581	0.000585768	0.000579731	0.000574037	0.000562652	0.000556645
298	0.000568404	0.000559134	0.000553417	0.000545044	0.000537121	0.000518930	0.000508493
299	0.000233074	0.000229419	0.000226786	0.000225624	0.000224542	0.000221749	0.000219819
300	0.000186194	0.000184378	0.000183314	0.000181104	0.000179510	0.000175183	0.000172255
301	0.000059000	0.000058800	0.000058700	0.000058700	0.000058600	0.000058400	0.000058300
302	0.000000570	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
303	0.000347006	0.000337428	0.000335815	0.000331469	0.000015900	0.000000000	0.000000000
304	0.000434336	0.000431655	0.000430712	0.000428710	0.000381409	0.000376547	0.000374492
305	0.000434445	0.000432827	0.000431125	0.000429354	0.000407289	0.000401449	0.000396283
306	0.000549707	0.000505739	0.000499159	0.000477149	0.000095000	0.000000000	0.000000000
307	0.000695368	0.000676337	0.000671955	0.000655257	0.000350987	0.000316653	0.000309246
308	0.000543691	0.000538921	0.000537512	0.000533365	0.000482486	0.000470853	0.000465317
309	0.000451974	0.000450270	0.000449206	0.000447666	0.000428532	0.000423999	0.000421330
310	0.000314896	0.000314113	0.000312342	0.000310932	0.000303589	0.000301617	0.000299756
311	0.000462921	0.000436485	0.000431155	0.000429914	0.000270412	0.000230555	0.000227088
312	0.000317476	0.000308750	0.000306192	0.000300687	0.000267817	0.000259265	0.000255383
313	0.000656845	0.000649136	0.000646905	0.000639895	0.000579763	0.000565197	0.000558853
314	0.000310026	0.000308113	0.000307437	0.000306087	0.000294256	0.000291213	0.000289851
315	0.000251695	0.000250985	0.000250486	0.000249981	0.000245499	0.000244144	0.000243213
316	0.000182554	0.000053300	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
317	0.000026200	0.000026100	0.000026000	0.000025900	0.000025200	0.000025000	0.000024900
