masterid,total,inj,fat,x,y
21428,11,13,0,-73.8164947280181,40.7259187511374
21433,12,16,0,-73.7909527872122,40.6773137581508
21435,13,15,0,-73.7517107911724,40.6945767180433
21437,17,17,0,-73.9352007021535,40.6515027407426
21442,46,50,1,-73.9844307023749,40.7287587225923
21451,24,25,0,-73.9611346837766,40.7075107889971
21456,26,27,0,-73.9843397594351,40.7458497182521
21487,19,26,0,-73.8952606732044,40.8567347684558
21488,22,22,0,-73.9108137014205,40.6775017551858
21489,30,31,1,-74.027783742106,40.6314497370144
21496,20,21,0,-73.8449337699712,40.8454047061865
21513,9,12,0,-73.8828947562515,40.7471747094545
21517,12,12,0,-73.9677856814457,40.6879747404003
21524,13,16,0,-74.028655726913,40.6365377516956
21529,42,44,0,-73.9323256870927,40.8487266977753
21545,37,36,3,-73.8311627462611,40.6999267431456
21545,15,17,0,-73.8309237315089,40.6999897238229
21546,11,11,0,-73.9896106829974,40.6879827888785
21560,15,17,0,-73.9529047187358,40.8216877464343
21567,22,22,0,-73.9313187561733,40.8593277247692
21569,12,13,0,-73.9434247243816,40.8019107758895
21581,22,22,0,-73.9465787135623,40.6821717774096
21585,18,21,0,-73.9221336790291,40.6736677714532
21591,11,12,0,-73.9679066577012,40.6396427501381
21605,18,19,0,-73.9898126829836,40.664954788504
21606,31,32,0,-74.1161996919439,40.6289258029016
21610,10,13,0,-73.9865507172519,40.6843767935366
21620,26,27,0,-73.9884287250712,40.723251740638
21621,53,55,0,-73.8791607300042,40.8285417698528
21629,10,11,0,-73.9983396720054,40.6110717552874
21633,12,12,0,-73.9043706781942,40.8703827148366
21644,14,14,0,-74.0037087444404,40.6410957986003
21647,56,57,0,-73.9794387039373,40.7553747686551
21660,18,17,1,-73.8331767437339,40.7546437690254
21665,34,40,0,-73.8673317089568,40.823043709099
21673,14,15,0,-73.9883046974663,40.6667607702844
21677,9,11,0,-73.9305567147017,40.8134157233426
21677,13,14,0,-73.929906676649,40.8129836932962
21682,44,50,0,-73.9228887569314,40.81329772411
21686,32,39,0,-73.9499127494691,40.6541337468941
21692,17,19,1,-74.1112456834392,40.6296708143752
21697,12,16,0,-73.8748807774253,40.8729247578828
21705,13,13,0,-73.8606997874079,40.8812407020248
21737,27,28,0,-73.9394057372923,40.8417126989884
21745,15,19,0,-73.9342587302136,40.6515467500098
21747,10,12,0,-73.9210237238762,40.6678407867543
21768,13,15,0,-73.9601836707047,40.6941047227657
21771,7,11,0,-73.8172947764475,40.5856497447114
21772,8,14,0,-73.9976827382644,40.6365557485225
21779,18,18,0,-73.9452327583345,40.7825537211289
21801,14,15,0,-74.0277247129065,40.6243427899494
21805,36,36,0,-73.7964437580942,40.7095577538205
21814,28,28,1,-73.9588496929529,40.7680957289658
21815,26,30,0,-74.0069497061016,40.7488507188944
21819,14,15,0,-74.0023027379798,40.6018527429537
21833,13,13,0,-73.8461107638432,40.7785967122043
21837,24,28,0,-73.9506467603099,40.6608107954861
21845,15,18,0,-73.8334757286051,40.755518709119
21851,23,24,0,-73.9107247193797,40.7761357274099
21855,43,44,0,-73.9335267294863,40.7985597765315
21859,19,20,0,-73.8654127944169,40.7529837332304
21862,11,11,0,-74.0141337244185,40.704626791336
21866,14,15,1,-73.9410767477389,40.7222907526248
21869,13,13,0,-73.9228076870101,40.6833957619899
21879,39,41,0,-73.9823807413444,40.7673847120791
21883,20,22,0,-73.9994357273273,40.5999908068893
21897,12,12,0,-73.9539910504486,40.8113690038627
21897,62,66,1,-73.9539897608325,40.811360741953
21898,38,50,0,-73.9054257009937,40.8397687343688
21907,26,26,1,-73.9984736483239,40.7156077302376
21908,18,18,1,-73.8459037900375,40.8897277171007
21917,28,27,1,-73.8173357298646,40.7653867282366
21925,18,18,0,-73.7523458141217,40.6654797424465
21930,15,16,0,-73.9516716711027,40.6430528103661
21935,22,24,0,-74.0091457178629,40.6462137859928
21942,11,11,0,-74.0095047362274,40.7063897639848
21954,17,17,1,-73.9620417008018,40.7637187548694
21960,25,26,0,-73.8899017034847,40.869513702082
21965,71,76,0,-73.9693716527297,40.7852477130756
21983,11,12,0,-73.9823936525848,40.7146517308387
21984,31,33,0,-73.902903757353,40.8359187023416
21987,14,14,0,-74.0051966844718,40.6465698124902
21989,30,28,2,-73.9057376972951,40.8730807668207
21991,11,12,0,-73.9200556734865,40.6974607530895
21996,33,36,0,-73.9208247387631,40.7026777208884
21997,51,55,0,-73.9312116890886,40.6678157375981
22004,25,25,2,-74.0275177248586,40.6169547800067
22005,21,23,0,-73.9592386732873,40.6671397681833
22012,13,13,0,-73.9011777648893,40.8641677567616
22014,19,25,0,-73.9047247536311,40.8553617316181
22022,18,22,0,-74.0795736947269,40.6245448079125
22025,13,14,0,-73.9073577281506,40.700795733966
22027,8,14,0,-73.7413928092346,40.7527247819938
22037,16,18,0,-73.9138867626592,40.6799277760928
22042,17,21,0,-73.9177886709342,40.6914507798992
22052,11,11,0,-73.9771429655196,40.73877196488
22052,34,34,0,-73.9771416726361,40.7387637180497
22066,27,28,0,-73.9679586958832,40.6837177857717
22073,12,13,1,-73.8955987711636,40.7545267467081
22074,21,22,0,-73.9225827688957,40.6331877809328
22075,44,46,0,-73.9638617418637,40.6175727702963
22081,85,90,0,-73.9911166837588,40.7502957216711
22089,44,46,0,-73.926007671742,40.863565766756
22090,12,13,0,-73.8587097780391,40.7440127789448
22092,10,13,0,-73.8872287880887,40.8210217708013
22093,17,18,0,-73.9800326991343,40.7174197334156
22107,16,17,0,-73.9949156586839,40.7158217438763
22112,12,12,0,-73.8896917869649,40.6701817675411
22120,10,16,0,-73.9006787457708,40.8804707187031
22124,61,65,0,-73.9133267024939,40.6355438082238
22124,11,12,0,-73.9132477115565,40.635470817094
22133,67,72,0,-73.9785467418483,40.7566547187387
22135,17,23,0,-73.9219456849345,40.8103967116667
22147,24,25,0,-73.8702047974276,40.7094357921335
22156,21,20,1,-73.948079742873,40.8245467731123
22181,10,11,0,-74.0289746648859,40.6285468209114
22192,54,57,1,-73.9063917776125,40.6676887921867
22203,13,14,0,-73.9054667448575,40.7014797580423
22206,53,54,2,-73.9869977377025,40.6877647655536
22222,48,48,4,-73.9985557277545,40.7170987142184
22242,36,38,0,-74.0063876505238,40.7330527350772
22251,16,16,0,-73.9505987313395,40.6689617285156
22267,23,26,1,-73.8793567461101,40.7127077767382
22272,11,11,0,-73.9520987182021,40.6369887844878
22279,19,20,0,-73.9474576947298,40.7877337498621
22306,10,11,0,-73.8585016957497,40.7302597886441
22317,42,42,1,-73.9899756709974,40.7353537278141
22322,65,76,0,-73.8587727351196,40.8242027634422
22325,14,16,0,-73.9118177705049,40.6999317939618
22345,20,23,0,-73.9075427638799,40.86281176951
22347,58,66,2,-73.9661187094388,40.7621647429402
22349,12,12,0,-73.8799297887846,40.8797637292019
22363,20,25,2,-73.9961487077152,40.7162017315382
22363,78,80,2,-73.9960417477913,40.7161577407618
22374,23,24,0,-73.86392671891,40.8400357119066
22379,38,43,0,-73.9841557615547,40.7598147415144
22382,11,11,0,-73.9310817719312,40.6966507319175
22384,10,11,1,-73.9726447443168,40.6361387743449
22389,10,11,0,-74.0119027510707,40.6332208017448
22390,29,33,0,-73.9604236734521,40.6580638011972
22394,24,25,0,-73.9476107620909,40.7752297496274
22396,29,32,0,-73.8879007522323,40.8267307514878
22410,17,18,0,-73.9582567083143,40.5986187456707
22412,21,25,0,-73.9196407624589,40.6625437289052
22420,11,12,0,-73.9621046929217,40.5757547425087
22423,11,11,0,-74.1347286813069,40.6257548088584
22427,24,26,0,-73.8833747821969,40.7498327718713
22429,56,57,0,-73.97636775676,40.7440827283205
22433,13,17,0,-73.9122536744527,40.8294096882758
22448,11,12,0,-73.8921757508305,40.8410337465039
22449,12,13,0,-73.805634775456,40.7046567156727
22450,25,27,0,-73.9726867653797,40.7491307665516
22453,7,11,0,-73.9910916594115,40.6885627372077
22455,98,104,1,-73.9797266888712,40.7463937647454
22458,11,12,1,-73.9000156998556,40.7437557222424
22483,23,26,0,-73.8617687292861,40.7442677483787
22485,12,13,0,-73.8751417213119,40.831754717696
22486,14,16,0,-73.9449697217144,40.6528967650471
22490,10,11,0,-73.9298597325752,40.767318757784
22492,36,38,0,-73.942264666627,40.8421447718403
22494,14,14,0,-73.8708937897342,40.8305207052742
22497,14,14,0,-73.8875906984454,40.8658886969219
22503,11,11,0,-73.9436916959424,40.610181804594
22508,11,11,0,-73.9155667013858,40.8542347327227
22512,19,19,0,-73.8470307635693,40.8876827002477
22515,19,19,2,-73.8782987119604,40.7128207348515
22523,35,34,1,-73.9900607278349,40.7408567355475
22526,20,20,0,-73.8582157097679,40.8920506940662
22529,13,16,0,-73.9341316738,40.6933457971552
22533,13,21,0,-74.0750366739319,40.6255948197488
22535,26,29,0,-73.9571836786294,40.6183128050477
22537,16,17,1,-73.9237916923235,40.7612197805025
22549,11,11,0,-73.9112287346467,40.6802247934868
22553,20,23,0,-74.025712714533,40.6160378020341
22558,49,50,1,-73.8878317486506,40.8373536967589
22558,13,12,1,-73.8876847006756,40.8373237224818
22559,22,22,0,-73.9412757122804,40.6791787468246
22565,30,29,1,-73.9716796495459,40.7462877509548
22569,11,11,0,-73.9060476656386,40.8513917491565
22583,29,31,0,-73.95621870794,40.6674687925392
22617,19,22,0,-73.9388047376501,40.6868127432119
22619,12,12,1,-73.9280756813669,40.6146517621366
22620,11,11,0,-73.9770836834911,40.7264517292462
22622,38,39,1,-73.8900947773894,40.8448926882326
22624,13,13,0,-73.8323438004741,40.7596487542237
22637,34,38,0,-73.9996886476229,40.7117607456183
22643,15,15,0,-73.8816407368618,40.6668107328704
22659,76,86,2,-73.9820526864153,40.7787867891681
22660,21,21,0,-73.9039747171039,40.6466157482609
22666,17,17,0,-73.9038127562874,40.7746687526761
22673,32,35,0,-73.8446207232217,40.8463607651851
22675,29,32,0,-73.922629776448,40.7470897378801
22677,56,62,1,-73.9850607298204,40.7593967869857
22685,11,13,0,-73.9859526671217,40.6002967995097
22686,14,16,0,-74.0263917125345,40.6348638038156
22690,75,82,0,-74.0095277593341,40.6354677402808
22704,20,20,1,-73.8852357845197,40.7496427603541
22716,23,28,0,-73.8653987710371,40.8654617293714
22723,47,47,0,-73.9759376516016,40.7762187132915
22726,9,12,0,-74.0689927204676,40.6043917633507
22731,20,21,0,-73.9927716885659,40.7338987961312
22735,26,28,0,-73.91764676458,40.6892057978947
22743,12,16,1,-73.8412216892294,40.8678497610174
22755,25,26,0,-73.9895807012563,40.7398547598112
22756,41,46,0,-73.937320752746,40.7489297091081
22760,12,12,0,-73.8767937782223,40.8802687653094
22762,28,29,0,-73.9324467240535,40.6185697311019
22767,12,12,0,-73.9175517370423,40.8630046879515
22771,23,23,0,-73.9169367109877,40.6715867240182
22775,16,19,0,-73.9835077307455,40.7811167494827
22779,21,21,0,-73.9955806545814,40.7281807491081
22785,14,15,0,-73.9410557434664,40.6835597259933
22789,54,55,0,-73.9783466907795,40.7524117896151
22789,13,13,0,-73.9782653441139,40.7523769049858
22794,11,11,1,-73.9084507180552,40.8245907359236
22806,10,14,0,-73.9357547232831,40.8153207620597
22810,10,12,0,-73.9381997079711,40.596273753264
22825,24,28,0,-73.979673713954,40.6080608154472
22837,23,25,0,-73.9182937687155,40.6873467463141
22854,22,25,0,-73.9759576982719,40.7863557362725
22861,13,14,0,-73.9912037557572,40.6426807509763
22877,29,30,0,-73.7494467478875,40.6026398100664
22879,34,36,0,-73.9802736565055,40.751512767248
22882,13,14,0,-74.0010966758799,40.7101887973778
22884,13,16,0,-73.9864157547208,40.6910817252919
22888,30,32,0,-73.892708749392,40.7488517927583
22891,11,14,0,-73.867524745982,40.736139721994
22893,12,13,1,-73.9325426993577,40.6536707870302
22900,39,45,0,-73.9432597112985,40.6800417421145
22913,7,11,0,-73.9067967564926,40.6808057569033
22928,34,37,0,-73.9768897371065,40.7224767421757
22938,15,16,0,-73.9880567389311,40.7697857263788
22942,12,13,0,-73.9789866866061,40.6919337752709
22942,11,12,0,-73.9789027663307,40.6919267256599
22949,20,21,0,-73.9277546809028,40.6748777957427
22984,11,14,0,-73.9261766795339,40.8384937174337
22985,24,25,0,-73.9420286922727,40.8328527429456
22988,18,20,0,-73.9091757848958,40.6559857699955
22990,10,13,0,-73.9058687825562,40.8435877492982
23006,12,11,1,-74.0202747138317,40.6280517347963
23026,13,13,0,-73.9612497267964,40.5982867991529
23026,46,50,0,-73.9611466722956,40.5983018175385
23028,31,31,0,-73.9223206769203,40.6653388031415
23030,10,12,0,-73.8119527801945,40.7648947090942
23031,17,19,0,-73.8789507881983,40.6743837564628
23038,16,17,0,-73.8755547740772,40.7485067498314
23041,15,16,0,-73.9322137346844,40.8535717351015
23051,20,21,0,-73.9513167083826,40.6891238029428
23058,79,81,1,-73.8287867516571,40.7566567117048
23059,18,20,2,-74.0052167442965,40.6189678044231
23062,31,37,0,-73.9094277177082,40.8539507452835
23066,11,15,0,-73.9073320231824,40.8538160286493
23066,95,99,0,-73.9073307461319,40.8538077568321
23075,33,36,0,-73.9498636592083,40.7804147675813
23078,33,34,0,-73.8224468123717,40.6868877317135
23084,48,50,1,-73.8952446826969,40.6693497720125
23087,13,14,0,-73.9158746849015,40.7041037689444
23089,30,34,0,-73.9804037198762,40.7425717086288
23091,11,11,0,-74.0066167376834,40.7364247679136
23099,12,12,0,-73.9688137605248,40.6492207486235
23104,6,11,0,-73.9503477392556,40.8131427474754
23119,13,14,0,-73.9765736869643,40.6439907683849
23130,19,19,0,-73.8785827383796,40.8260127603788
23137,27,27,0,-73.8908826825128,40.7490447840025
23143,21,21,0,-73.905305780697,40.8179207555926
23145,16,16,0,-73.9353987482889,40.8507827676402
23161,5,15,0,-73.9598417443553,40.6925217329446
23163,10,11,0,-73.9544937273383,40.7316037460584
23172,19,20,0,-73.9056387671294,40.6646407445737
23173,8,11,0,-73.8987916866042,40.8300967613177
23174,28,37,0,-73.9830676662566,40.7306447108217
23178,17,19,0,-73.8963197907829,40.7052547658809
23181,14,18,0,-73.9401466594943,40.806404775774
23189,14,13,1,-73.9608556744523,40.7011207275157
23193,11,11,0,-74.0098236890603,40.6180127543136
23196,68,71,2,-73.9010747718495,40.8682587527476
23207,33,37,1,-73.9399697016617,40.6926747301105
23210,11,13,0,-73.9318407643165,40.697068724201
23214,15,15,0,-73.8648808010582,40.7261697428643
23221,12,12,0,-73.9947947105454,40.6402787582865
23224,10,11,0,-73.9642796979466,40.7947807849691
23234,16,17,0,-73.8732147880009,40.6869237409189
23241,31,34,0,-73.91544273725,40.6556747376666
23242,12,13,0,-73.8954227285481,40.746417792436
23248,12,12,0,-73.934251766735,40.6022228103177
23250,15,15,0,-73.8150827528057,40.7603607541085
23252,20,21,0,-73.9693387028931,40.6413927549368
23258,12,14,0,-73.9639177690317,40.6785107940794
23261,11,12,0,-73.8749516922747,40.6864947624394
23268,14,14,1,-74.134775644932,40.6360217868978
23273,15,16,0,-73.8362828116166,40.5800637815071
23274,13,15,0,-73.9904186689542,40.6826787962441
23278,41,44,1,-73.9674737602843,40.7602177300083
23286,13,18,0,-73.9169617267462,40.6911017834183
23295,26,29,0,-73.7709757871585,40.7635957021379
23309,12,12,0,-73.9443746622263,40.6757787563167
23322,20,24,0,-73.9396067288241,40.8259967343618
23326,15,15,0,-73.9141187284724,40.6963717865214
23329,24,23,3,-73.9655237503226,40.686735732853
23331,25,26,0,-73.9605147532566,40.6587727829847
23332,14,14,0,-73.9428477568096,40.7857937261385
23346,47,46,1,-73.8627277897119,40.7498907676292
23350,16,19,0,-73.9497286813424,40.6431667688775
23351,75,79,0,-73.9714027385028,40.7635637623497
23355,9,11,0,-73.9415986950003,40.6756287526366
23365,8,14,0,-73.9687827470526,40.687858793417
23367,13,14,0,-73.9108197273652,40.7078867558603
23374,43,43,0,-73.9809456456199,40.7642357761782
23388,13,14,0,-73.9239977673239,40.8154297062589
23391,12,14,0,-73.9450376614696,40.7477027599866
23400,41,46,0,-73.9447497004215,40.7831827715491
23424,39,41,2,-73.9910057622711,40.6714547959519
23435,27,30,1,-74.1172076328846,40.6345777917392
23438,10,11,0,-73.8266828003713,40.768950712208
23439,18,19,0,-73.8458457355667,40.783213702354
23446,34,35,0,-73.9308716799823,40.6714668036865
23447,12,12,0,-74.0062126615544,40.7231007547041
23454,17,18,0,-73.9238437396501,40.6542167600298
23473,11,14,0,-74.0001232377035,40.7583179739662
23475,18,18,1,-74.0020167524888,40.755781764987
23477,15,16,0,-73.9926170261284,40.758411036397
23477,149,156,0,-73.9926157271329,40.7584027863099
23480,16,24,0,-73.9821556610719,40.7676847782686
23481,13,14,0,-73.912553788116,40.6979727230782
23485,48,52,0,-73.9680227460848,40.7595677304106
23486,19,19,0,-73.8486357626689,40.8716806931722
23495,183,211,0,-73.984104701404,40.7548267882423
23508,27,29,0,-73.9297087119415,40.6938607862906
23520,88,94,3,-73.9237466822682,40.6643697264753
23526,11,13,0,-73.9576876647645,40.8012217448205
23527,32,33,0,-73.9287276768055,40.6812167422831
23528,59,62,1,-73.8265307316148,40.7604537765205
23541,16,16,0,-73.9182597541875,40.6685607382581
23542,10,12,0,-73.9558947147848,40.7093167324955
23559,21,22,0,-73.8990777312257,40.7434767068053
23572,32,33,0,-73.9814457442129,40.7635997846306
23587,13,13,0,-74.0035646485597,40.6446697933348
23589,15,15,0,-73.9966407223859,40.7478057577852
23593,14,15,0,-73.9187997651576,40.8082497811424
23614,38,39,0,-73.9822546842234,40.7360007203172
23619,15,16,0,-73.9122927817701,40.6839357809048
23621,15,19,0,-73.9558247455046,40.6929837276495
23623,12,12,0,-73.9347277771473,40.6812728048844
23629,25,28,0,-73.9369267726269,40.8050417410929
23631,17,18,0,-73.9105377770196,40.7447387150266
23632,18,22,0,-73.9942267235578,40.6399387830395
23639,12,12,0,-73.8564187958244,40.7403857601772
23640,59,63,2,-73.9435486731181,40.6960397771893
23642,19,19,0,-73.8941127310331,40.8183307155415
23649,12,16,0,-73.910695759019,40.822310703218
23650,10,11,0,-73.9444997251539,40.7152227288543
23655,28,32,0,-73.9254617202789,40.6659097633442
23657,18,20,0,-73.962208715366,40.634494806997
23660,28,30,0,-73.9931097605895,40.736673733936
23661,40,43,1,-74.0161556415522,40.6394727798797
23677,33,43,0,-73.9105637156093,40.8307556997589
23682,10,11,0,-73.8038517820919,40.7614017319697
23683,15,16,0,-73.9065687159112,40.8294437728368
23689,14,15,1,-73.9029876811075,40.7537587236152
23696,26,26,0,-73.9976727362023,40.7514847570969
23699,11,12,1,-74.0178006844482,40.6293587686153
23705,26,27,1,-73.9149757289773,40.8335966905346
23710,16,21,0,-73.8602867494039,40.7539177447833
23712,10,11,0,-73.9920947319053,40.6949337583302
23714,12,12,0,-73.9095866927938,40.7449327818379
23722,20,21,0,-73.8435107886149,40.8711936909037
23727,42,49,0,-73.9781066624849,40.7572797893623
23748,17,20,0,-74.0063806964029,40.7446307764529
23782,87,106,1,-73.7552527761743,40.6053377992675
23795,12,12,1,-74.005099745244,40.7463927805709
23797,11,11,0,-73.8946297407507,40.8855297247925
23801,9,11,0,-73.9248387176963,40.7585467558792
23805,10,11,0,-73.7948987609622,40.7071807138927
23810,27,28,0,-73.9259297731414,40.7722367541162
23816,65,69,0,-73.9376197695681,40.8127237432618
23836,19,19,0,-73.9942376744107,40.7155897255801
23837,22,26,0,-73.9506616621115,40.6680567634851
23838,12,11,1,-73.8562747153098,40.883145727704
23843,14,14,0,-73.8622417324628,40.750900768587
23846,32,32,0,-73.9824457614863,40.764007768939
23855,20,20,0,-73.9589036803813,40.7047687785085
23861,31,33,0,-73.9564766866351,40.6567017775646
23869,23,25,0,-73.8307517705756,40.7608057890962
23876,14,14,0,-73.9100706880781,40.854460743033
23882,12,13,0,-73.9442866800512,40.837058762542
23888,11,13,0,-73.8490137054901,40.823256688777
23890,13,13,0,-73.9731107338808,40.6857687529367
23893,35,37,0,-73.9496687076337,40.6516838142972
23894,12,15,0,-74.0077687196874,40.6371797681433
23906,15,18,0,-73.9148656831133,40.8302497162257
23915,28,32,0,-74.000048668157,40.5772307600877
23923,23,25,0,-73.9751317112571,40.7527207376009
23927,17,19,0,-73.8594406839255,40.8466457248369
23953,11,13,0,-73.9266737650892,40.6859457708061
23955,15,16,0,-73.947810694151,40.668798792967
23965,24,25,1,-74.0007287620103,40.598765744147
23986,12,12,0,-73.992559757303,40.6380257814733
23988,10,13,0,-73.858772746479,40.884772755986
23990,17,18,0,-73.9268517614788,40.6623627946072
23999,15,15,0,-73.961876763618,40.6981977436075
24000,66,70,0,-73.979423737583,40.6427838008685
24003,29,36,1,-74.0079756945121,40.6473457579538
24008,58,67,0,-73.9553517469582,40.8044107346181
24024,38,42,0,-73.9656876648605,40.754485726572
24027,48,47,1,-73.9492287210828,40.6953837334665
24054,45,46,0,-73.9581067331664,40.6464888159113
24063,15,15,0,-74.0064107171519,40.7095507374289
24071,16,16,1,-73.9771017109942,40.6047747771759
24097,23,26,1,-73.9324097013508,40.8510827707549
24102,19,20,0,-73.9501536762904,40.6832597795689
24113,13,13,0,-73.9523847346885,40.6406977762855
24116,57,62,0,-73.981772679383,40.7580147597245
24129,19,19,0,-73.9852876811035,40.6703707713444
24132,15,16,0,-73.8201997658302,40.8243357529997
24134,17,18,0,-73.9093807819134,40.844839733628
24135,21,23,0,-73.9493937444144,40.7810257606015
24155,11,12,0,-73.8534317161049,40.8981066940505
24159,12,16,0,-73.9256217568727,40.6524347638512
24164,18,18,0,-73.9652126970783,40.801099766173
24170,16,19,0,-73.9294477835148,40.6848887985059
24171,32,37,0,-73.9857387403886,40.7269647509394
24172,54,58,0,-74.0021067398121,40.7151358029173
24175,10,11,0,-74.0972597232555,40.6339657531477
24178,11,15,0,-73.9064487235072,40.7456197076377
24180,8,11,5,-73.99604975855,40.7301307464992
24188,23,27,0,-73.9231307628736,40.7015207698266
24195,13,13,0,-73.9803147080527,40.7262647471536
24197,44,43,1,-73.8674767485994,40.7420907283979
24198,32,32,0,-73.9740157516549,40.7430847894487
24204,14,15,0,-73.9944376734145,40.6327768065472
24205,10,11,0,-73.9109557309302,40.6590507871164
24218,19,21,0,-73.9026416741298,40.8388577641241
24222,16,19,1,-74.0115407385105,40.7049547768188
24224,27,28,1,-73.9743217636989,40.6797448051159
24226,30,30,0,-73.9942386790729,40.7283987784541
24230,31,37,1,-73.9636886980214,40.6828037268718
24232,22,24,0,-73.9796117732307,40.5794248273375
24234,43,47,0,-73.964132662684,40.7923897319397
24235,20,21,0,-73.9873696605553,40.7358527513163
24239,11,16,0,-73.8539327841895,40.8873787414136
24245,25,26,0,-73.8681757127146,40.8579306858335
24249,20,23,0,-73.9658437080683,40.6881927522216
24255,45,47,2,-74.0125266891211,40.6326227424923
24259,12,12,0,-73.9811307042079,40.6846797871847
24267,10,11,0,-73.8832477535443,40.8832726996233
24273,13,13,1,-73.971813738025,40.6386617986043
24276,16,16,0,-73.9658617734778,40.5766587691959
24277,10,12,0,-73.9264466963132,40.6423067405839
24279,10,13,0,-73.9501717078983,40.6384717486976
24287,52,53,0,-73.9905107388794,40.7402337757288
24290,12,11,1,-74.087213733463,40.6398837368616
24291,12,14,0,-73.8890956919812,40.7552087794424
24292,12,12,0,-73.9143227573701,40.6821187796205
24296,23,24,0,-73.9031857608235,40.6665827633782
24317,21,23,0,-74.0073877549865,40.6478968049888
24329,17,18,1,-74.1036497062991,40.5764697628629
24335,31,33,1,-73.9209386852925,40.7413517136086
24338,12,12,0,-73.9979907544292,40.6431377551093
24370,39,41,0,-73.9847206857844,40.7641557256768
24371,14,16,0,-73.9285347502028,40.8344087780314
24375,13,14,0,-74.1175606906519,40.6369517453621
24378,23,24,0,-73.9616686683561,40.6471017737047
24386,54,58,0,-73.9835257234262,40.7260297535115
24389,15,15,0,-73.9179327412634,40.6265117411838
24407,14,18,1,-73.9558917418333,40.6011588143276
24409,16,20,0,-73.9207596737378,40.6955767295292
24428,16,16,0,-73.8277367960694,40.6857337190293
24429,23,26,0,-73.9701297165306,40.6894977535313
24433,11,11,0,-73.9086837844666,40.686384728216
24438,47,49,0,-74.0128467338915,40.7023997917621
24450,21,20,1,-73.9084677169076,40.7032207719376
24452,11,11,0,-73.8367957764476,40.8655577582978
24470,12,11,1,-74.1251297168256,40.6270967579586
24478,19,24,0,-73.9225156629303,40.831619695615
24486,25,25,0,-73.9962306840867,40.6907487690043
24491,27,28,0,-73.9532387608695,40.7675067170381
24494,43,43,0,-73.984503755383,40.7369527243728
24496,20,19,1,-73.8496127779759,40.7329367443064
24501,29,29,0,-73.8594047494725,40.8899247367102
24513,10,11,0,-73.9080457204804,40.6954077969286
24517,15,15,0,-73.9891496835413,40.7430247460985
24519,39,42,1,-73.9854457458643,40.7316527849873
24525,11,15,0,-73.9223337044662,40.7035307763591
24533,29,30,0,-73.8194457352328,40.7651737579608
24534,10,11,0,-73.9008137746781,40.6685318062841
24536,12,15,0,-73.8656017745373,40.6915537567872
24540,59,63,0,-73.9904986489808,40.7460307747467
24546,15,19,0,-73.8930537079771,40.6648907472252
24547,14,17,0,-73.9504017601366,40.658690751074
24553,15,15,0,-73.8824887440347,40.6562087264936
24558,11,11,0,-73.9451377712901,40.7086127503052
24559,77,88,0,-73.8958737836682,40.8622457384191
24593,11,13,0,-73.8556617156586,40.8928436785972
24599,11,12,0,-73.9842736681408,40.67157575506
24614,18,19,0,-73.9985427259644,40.6288368034528
24625,18,18,0,-73.9528767539413,40.5768678083866
24634,10,11,0,-73.8907757570313,40.8324227331232
24635,37,38,2,-74.0117587043247,40.6368148123764
24639,18,19,1,-73.984380689899,40.6109967771791
24644,18,18,0,-73.9291647356066,40.6642938070651
24660,9,13,0,-73.9419367503993,40.6879598060463
24664,10,11,0,-73.9505266818733,40.7074007766155
24676,34,36,0,-73.9621987391052,40.770401774032
24678,20,22,0,-73.9595497202358,40.6662557717617
24686,43,48,0,-73.9547007701936,40.7655247039839
24690,11,12,0,-73.8411837222807,40.8864197051399
24697,15,15,0,-73.9593897551285,40.7742547613817
24701,16,23,0,-73.8112537986108,40.5875588057386
24704,34,37,0,-73.8044397366977,40.7021317197583
24707,72,73,0,-73.8971947076482,40.862434756749
24711,46,48,0,-73.9864577179972,40.7566687080487
24720,9,11,1,-73.9148847259778,40.8510376932707
24725,11,11,1,-73.8436476944335,40.8928927377435
24739,33,42,1,-73.9915996972613,40.6005697468822
24752,23,25,1,-73.8672517393861,40.6760847687269
24759,10,11,0,-73.90092067342,40.8528536892552
24767,7,11,0,-73.9393316894098,40.6701827495463
24794,9,11,0,-73.9871856631079,40.6117797566779
24811,15,15,0,-73.8584317629882,40.8227596911647
24813,47,51,0,-73.9943726660164,40.7583297375674
24821,12,12,0,-73.9085677381691,40.7451917800222
24823,28,31,0,-73.9849326966609,40.7363617607116
24827,10,14,0,-73.995553689264,40.6830587954171
24833,15,16,0,-73.9300327700203,40.6878237827303
24844,11,12,0,-73.9422037365087,40.6693368046389
24844,11,13,0,-73.9421906637145,40.6694528046956
24862,30,38,0,-73.931393720474,40.6516747664378
24867,34,38,0,-73.9069956733419,40.7533327327524
24874,12,13,0,-73.9801987287504,40.7856547023856
24878,11,14,0,-73.7725457575985,40.7665497483134
24879,21,26,0,-73.9390947494465,40.6882707306517
24880,14,16,0,-73.9567927256088,40.6058937825656
24885,33,33,1,-73.8600877902514,40.7383497708728
24895,15,15,0,-73.9147687628513,40.7051807874716
24903,18,21,0,-73.9598577122155,40.6881387926791
24927,13,13,1,-73.8984366968518,40.7242657540538
24931,29,30,1,-74.0983926412816,40.5811987882945
24941,17,18,0,-73.7690218284217,40.7103417289891
24956,57,62,0,-73.8691747008981,40.7341257701036
24964,19,19,1,-73.9201886907141,40.6469787765468
24965,8,11,0,-73.852474720492,40.8377756934354
