X,Y,masterid,start,end,time_diff,short_span,bc_ped_noi,bc_ped_nof,bc_ped_svA,bc_ped_svB,bc_ped_svC,bc_ped_svO,bc_ped_c_score,ac_ped_noi,ac_ped_nof,ac_ped_svA,ac_ped_svB,ac_ped_svC,ac_ped_svO,ac_ped_c_score,d_ped_noi,d_ped_nof,d_ped_svA,d_ped_svB,d_ped_svC,d_ped_svO,d_ped_c_score,sip_id,combo_treatment
-73.960738583864725,40.692423904951049,32501,2012-04-01 00:00:00,2012-06-30 00:00:00,90,914,3,0,0,1,2,0,8,3,0,1,0,2,0,11,0,0,1,-1,0,0,3,{12-BP-02.0},"{""Moving Lane Changes-Removed-None"",""Parking Markings-Bike WPL-None"",""Bike Facility-WPL-None""}"
-73.961092641925077,40.694010503887597,15218,2012-04-01 00:00:00,2012-06-30 00:00:00,90,914,2,0,0,0,2,0,4,5,0,2,0,3,0,20,3,0,2,0,1,0,16,{12-BP-02.0},"{""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None"",""Parking Markings-Bike WPL-None"",""Bike Facility-WPL-None""}"
-73.957061509642955,40.709757925367875,39686,2013-06-01 00:00:00,2013-08-31 00:00:00,91,487,1,0,1,0,0,0,7,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-7,{13-PPG-01.0},"{Delineators-None-None,""Tactile Strips-None--1"",""Sidewalk Expansion-None-None""}"
-73.955888556405014,40.709329631045051,23542,2013-06-01 00:00:00,2013-08-31 00:00:00,91,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{13-PPG-01.0},"{Delineators-None-None,""Tactile Strips-None--1"",""Sidewalk Expansion-None-None""}"
-73.956720469154348,40.710471286485621,33256,2013-06-01 00:00:00,2013-08-31 00:00:00,91,487,2,0,0,1,1,0,6,0,0,0,0,0,0,0,-2,0,0,-1,-1,0,-6,{13-PPG-01.0},"{""Crosswalk Markings-High Vis--1"",""Ped Ramps-None--1"",Neckdown-None--1}"
-73.955098451472978,40.710588429106807,13362,2013-06-01 00:00:00,2013-08-31 00:00:00,91,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{13-PPG-01.0},"{""Crosswalk Markings-High Vis--1"",""Ped Refuge Island-None--1"",""Tree Pits-None--1"",Bollards-Bell--1,""Turn Bays-None--1""}"
-73.954734870019337,40.71059426610848,1820,2013-06-01 00:00:00,2013-08-31 00:00:00,91,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{13-PPG-01.0},"{""Crosswalk Markings-High Vis--1"",""Other Ped Space-None--1"",Planters-None--1,""Tactile Strips-None--1"",Delineators-None--1}"
-73.954636068103682,40.711323758130597,25014,2013-06-01 00:00:00,2013-08-31 00:00:00,91,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{13-PPG-01.0},"{""Moving Lane Changes-Direction Change-Direction Flip""}"
-73.953523872403792,40.71080010412625,24560,2013-06-01 00:00:00,2013-08-31 00:00:00,91,487,2,1,1,0,1,0,19,0,0,0,0,0,0,0,-2,-1,-1,0,-1,0,-19,{13-PPG-01.0},"{""Crosswalk Markings-Standard--1"",""Tree Pits-None--1"",Bollards-Bell--1,""Crosswalk Markings-High Vis--1"",""Other Ped Space-None--1"",Delineators-None--1,""Ped Refuge Island-None--1"",""Moving Lane Changes-Direction Change-Direction Flip"",Planters-None--1,""Tactile Strips-None--1""}"
-73.953131914764853,40.710759237615264,30577,2013-06-01 00:00:00,2013-08-31 00:00:00,91,487,1,0,0,0,1,0,2,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-2,{13-PPG-01.0},"{""Crosswalk Markings-High Vis--1"",""Other Ped Space-None--1"",Delineators-None--1,""Tactile Strips-None--1""}"
-73.951642879674694,40.710906314544204,42377,2013-06-01 00:00:00,2013-08-31 00:00:00,91,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{13-PPG-01.0},"{Planters-None--1,""Crosswalk Markings-High Vis--1"",""Other Ped Space-None--1"",Delineators-None--1,""Tactile Strips-None--1""}"
-74.009205402021465,40.716187952829721,17115,2012-04-01 00:00:00,2012-05-31 00:00:00,60,944,1,0,0,1,0,0,4,1,0,0,0,1,0,2,0,0,0,-1,1,0,-2,{12-PS-02.0},{Delineators-None--1}
-74.008823283463059,40.716013824077997,1742,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,2,{13-BP-20.0},"{""Parking Markings-Parking Stripe-None"",""Bike Facility-Buffered-Split""}"
-74.008378313010212,40.716587491304509,18747,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,2,0,0,0,2,0,4,3,0,0,2,1,0,10,1,0,0,2,-1,0,6,{13-BP-20.0},"{""Parking Markings-Parking Stripe-None"",""Bike Facility-Buffered-Split""}"
-74.010055399777329,40.72512525490756,3788,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,1,0,1,0,0,0,7,1,0,1,0,0,0,7,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None""}"
-74.009906807392497,40.726072248052375,15592,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,1,0,0,0,1,0,2,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-2,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None""}"
-74.00942474434251,40.724088520986726,6865,2012-08-01 00:00:00,2012-10-31 00:00:00,91,791,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,2,{12-PPG-08.0},"{""Parking Markings-Non-Bike WPL-None"",""Parking Markings-Parking Stripe-None""}"
-74.009317604881886,40.724701550438091,20926,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,1,0,0,1,0,0,4,1,0,0,0,1,0,2,0,0,0,-1,1,0,-2,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.009093738249987,40.725988837053677,22189,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,3,0,1,1,1,0,13,0,0,0,0,0,0,0,-3,0,-1,-1,-1,0,-13,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.009349620398822,40.728987556829289,37606,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None""}"
-74.008967967806029,40.726746057878152,30975,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.008845113859365,40.72747015754873,25282,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.008724423564743,40.728195166366284,16612,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.008592721320639,40.728915277040507,22873,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.009208157290203,40.729706480250449,28209,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None""}"
-74.00907045548648,40.730434173182182,42489,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,1,0,0,0,1,0,2,1,0,1,0,0,0,7,0,0,1,0,-1,0,5,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None""}"
-74.008925613998485,40.731155068492185,20141,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Standard-None"",""Bike Facility-Buffered-None"",""Moving Lane Changes-Removed-None""}"
-74.008783928488057,40.731872892574351,8259,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Standard-None"",""Moving Lane Changes-Removed-None""}"
-74.008400159104752,40.729628268926049,36698,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,2,0,0,0,2,0,4,1,0,0,0,1,0,2,-1,0,0,0,-1,0,-2,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.008200881994725,40.730350365038362,25070,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.009869093005662,40.732450642807997,16066,2009-05-01 00:00:00,2009-05-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{09-BP-07.0},"{""Moving Lane Changes-Narrowed-None""}"
-74.009800153108401,40.733203671622199,39428,2009-05-01 00:00:00,2009-05-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{09-BP-07.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Standard-None"",""Parking Markings-Parking Stripe-None""}"
-74.008633343388254,40.732643117649125,9943,2008-03-01 00:00:00,2009-05-31 00:00:00,456,1095,1,0,1,0,0,0,7,1,0,0,0,1,0,2,0,0,-1,0,1,0,-5,"{09-BP-07.0,08-BP-04.0}","{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Standard-None"",""Bike Facility-Buffered-None"",""Moving Lane Changes-Removed-None"",""Added Parking-Angled-None""}"
-74.008553642128987,40.733400910189935,22186,2008-03-01 00:00:00,2009-05-31 00:00:00,456,1095,1,0,1,0,0,0,7,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-7,"{09-BP-07.0,08-BP-04.0}","{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Standard-None"",""Bike Facility-Buffered-None"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None""}"
-74.008491663348423,40.734094368999763,40804,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Bike Facility-Standard-None"",""Moving Lane Changes-Narrowed-None"",""Moving Lane Changes-Removed-None""}"
-74.008462364930622,40.734476537733151,41211,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Standard-None"",""Moving Lane Changes-Removed-None""}"
-74.008435898832118,40.734791168138756,15942,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,2,0,0,0,2,0,4,0,0,0,0,0,0,0,-2,0,0,0,-2,0,-4,{08-BP-04.0},"{""Bike Facility-Standard-None"",""Moving Lane Changes-Narrowed-None"",""Moving Lane Changes-Removed-None""}"
-74.008370380458601,40.735505545805168,1906,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,2,0,0,1,1,0,6,2,0,0,1,1,0,6,{08-BP-04.0},"{""Bike Facility-Standard-None"",""Moving Lane Changes-Narrowed-None"",""Moving Lane Changes-Removed-None""}"
-74.008322448771139,40.736187350729111,26590,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,2,0,1,0,1,0,9,2,0,1,0,1,0,9,{08-BP-04.0},"{""Bike Facility-Standard-None"",""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None""}"
-74.008253205851489,40.73696018040966,4586,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,1,0,1,0,0,0,7,1,0,1,0,0,0,7,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None""}"
-74.008206017562557,40.73755381639895,9336,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None""}"
-74.008153905095284,40.73814168942048,26610,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,1,0,0,0,1,0,2,1,0,0,1,0,0,4,0,0,0,1,-1,0,2,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Moving Lane Changes-Removed-None""}"
-74.007957033827282,40.717122307127433,39549,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{13-BP-20.0},"{""Bike Facility-Buffered-Split"",""Parking Markings-Parking Stripe-None""}"
-74.0075359400807,40.717661236688663,32870,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,1,0,0,1,0,0,4,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-4,{13-BP-20.0},"{""Parking Markings-Parking Stripe-None"",""Bike Facility-Buffered-Split""}"
-74.007051962969214,40.718269039539379,7836,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{13-BP-20.0},"{""Bike Facility-Sharrows-None"",""Bike Facility-Standard-None"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Buffered-Split""}"
-74.006936338590492,40.71912665525295,24970,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{13-BP-20.0},"{""Bike Facility-Sharrows-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.006808437779966,40.719777498233306,35931,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{13-BP-20.0},"{""Bike Facility-Sharrows-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.006694561962547,40.72043720931967,42892,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{13-BP-20.0},"{""Bike Facility-Sharrows-None"",""Parking Markings-Parking Stripe-None""}"
-74.006512781333683,40.71897208586622,12557,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{13-BP-20.0},"{""Bike Facility-Standard-None"",""Bike Facility-Buffered-Split"",""Parking Markings-Parking Stripe-None""}"
-74.006134567710404,40.719445797317221,748,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,2,0,0,0,2,0,4,2,0,0,0,2,0,4,0,0,0,0,0,0,0,{13-BP-20.0},"{""Parking Markings-Parking Stripe-None"",""Bike Facility-Buffered-Split""}"
-74.005939655981521,40.719694006041806,31093,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{13-BP-20.0},"{""Parking Markings-Parking Stripe-None"",""Bike Facility-Buffered-Split""}"
-74.005654921879469,40.72005698793852,32370,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{13-BP-20.0},"{""Bike Facility-Buffered-Split"",""Parking Markings-Parking Stripe-None""}"
-74.005208487357208,40.720628644440978,35707,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,0,0,0,0,0,0,0,1,0,1,0,0,0,7,1,0,1,0,0,0,7,{13-BP-20.0},"{""Bike Facility-Sharrows-None""}"
-74.007770551173095,40.723598735504368,9105,2012-08-01 00:00:00,2012-10-31 00:00:00,91,791,1,1,0,1,0,0,14,2,0,0,0,2,0,4,1,-1,0,-1,2,0,-10,{12-PPG-08.0},"{""Moving Lane Changes-Removed-None"",Planters-None-None,Bollards-Bell--1,Neckdown-None--1,""Tree Pits-None-None"",""Moving Lane Changes-Narrowed-None"",Delineators-None-None,""Other Ped Space-None-None"",""Turn Bays-None--1""}"
-74.006424815209286,40.721805364401405,823,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{13-BP-20.0},"{""Bike Facility-Sharrows-None"",""Parking Markings-Parking Stripe-None""}"
-74.006298417454971,40.722549502873918,124,2012-08-01 00:00:00,2013-11-30 00:00:00,486,396,3,0,0,0,3,0,6,5,0,1,0,4,0,15,2,0,1,0,1,0,9,"{12-PPG-08.0,13-BP-20.0}","{Neckdown-None--1,""Tactile Strips-None--1"",Delineators-None--1,""Bike Facility-Sharrows-None"",""Tree Pits-None-None"",Planters-None--1,""Parking Markings-Parking Stripe-None"",""Turn Bays-None--1""}"
-74.006232874808063,40.72312064550897,23447,2008-10-01 00:00:00,2013-11-30 00:00:00,1886,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{08-BP-01.0,13-BP-20.0}","{""Bike Facility-Sharrows-None"",""Bike Facility-Protected-None"",""Parking Markings-Parking Stripe-None""}"
-74.006116723652113,40.723745730366986,40913,2012-08-01 00:00:00,2013-11-30 00:00:00,486,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{12-PPG-08.0,13-BP-20.0}","{""Moving Lane Changes-Removed-None"",""Sidewalk Expansion-None-None"",Planters-None-None,""Crosswalk Markings-High Vis--1"",Neckdown-None--1,""Bike Facility-Sharrows-None"",""Granite Safety Blocks-None-None"",Delineators-None-None,""Parking Markings-Parking Stripe-None"",""Tactile Strips-None--1""}"
-74.005165498611476,40.722997882375161,38956,2008-10-01 00:00:00,2008-11-30 00:00:00,60,1095,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,2,{08-BP-01.0},"{""Bike Facility-Protected-None"",""Parking Markings-Parking Stripe-None""}"
-74.004635162815447,40.721353632309395,36300,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,1,0,0,1,0,0,4,1,0,0,0,1,0,2,0,0,0,-1,1,0,-2,{13-BP-20.0},"{""Bike Facility-Sharrows-None"",""Parking Markings-Parking Stripe-None""}"
-74.006040663454129,40.724403124128671,18647,2012-08-01 00:00:00,2013-11-30 00:00:00,486,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{12-PPG-08.0,13-BP-20.0}","{Neckdown-None--1,Planters-None-None,""Signal Hardware-P5--1"",""Granite Safety Blocks-None-None"",""Crosswalk Markings-High Vis--1"",""Moving Lane Changes-Removed-None"",""New Crossing-Signalized--1"",""Bike Facility-Sharrows-None"",""Sidewalk Expansion-None-None"",Delineators-None-None,""Parking Markings-Parking Stripe-None"",""Tactile Strips-None--1""}"
-74.004564690733261,40.724164767584227,8720,2013-10-01 00:00:00,2013-11-30 00:00:00,60,396,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,2,{13-BP-20.0},"{""Bike Facility-Sharrows-None"",""Parking Markings-Parking Stripe-None""}"
-74.008006749311861,40.73106707533622,33287,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,1,0,0,0,1,0,2,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-2,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.007807272404534,40.7317836865423,30419,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,2,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.006460344774823,40.73875458318728,14997,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,2,0,0,0,2,0,4,2,0,0,0,2,0,4,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.007522836918525,40.732852356581489,11804,2008-03-01 00:00:00,2009-05-31 00:00:00,456,1095,1,0,0,0,1,0,2,2,0,0,1,1,0,6,1,0,0,1,0,0,4,"{09-BP-07.0,08-BP-04.0}","{""Bike Facility-Sharrows-None"",""Bike Facility-Curbside-None"",""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None"",""Added Parking-Angled-None""}"
-74.00739800341934,40.733369517473619,33451,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.007344139314782,40.733588002188867,40686,2008-03-01 00:00:00,2009-05-31 00:00:00,456,1095,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,2,"{09-BP-07.0,08-BP-04.0}","{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Standard-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.007162193457106,40.734295812944595,7845,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.006407077304758,40.733053939776525,22242,2009-05-01 00:00:00,2009-05-31 00:00:00,30,1095,3,0,1,0,2,0,11,3,0,1,2,0,0,15,0,0,0,2,-2,0,4,{09-BP-07.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Sharrows-None"",""Bike Facility-Curbside-None""}"
-74.006294242940385,40.73374204223105,25232,2009-05-01 00:00:00,2009-05-31 00:00:00,30,1095,2,0,1,0,1,0,9,1,0,0,0,1,0,2,-1,0,-1,0,0,0,-7,{09-BP-07.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Standard-None"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Sharrows-None""}"
-74.005866098987767,40.733146531834201,6980,2009-05-01 00:00:00,2009-05-31 00:00:00,30,1095,1,0,0,0,1,0,2,2,0,1,0,1,0,9,1,0,1,0,0,0,7,{09-BP-07.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Sharrows-None"",""Bike Facility-Curbside-None""}"
-74.004561344106108,40.734009628821234,35108,2009-05-01 00:00:00,2009-05-31 00:00:00,30,1095,1,0,0,0,1,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,{09-BP-07.0},"{""Bike Facility-Sharrows-None"",""Moving Lane Changes-Narrowed-None"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Curbside-None""}"
-74.006980455488147,40.735002164507804,3362,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,1,0,0,0,1,0,2,1,0,1,0,0,0,7,0,0,1,0,-1,0,5,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.006799070291521,40.735722923818415,42509,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,2,0,0,2,0,0,8,2,0,0,2,0,0,8,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.006620319996486,40.736431696861949,23091,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,1,0,0,0,1,0,2,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-2,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.006498183523291,40.736957591289631,5084,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,1,0,0,0,1,0,2,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-2,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.006487623007303,40.737549594582767,33778,2008-03-01 00:00:00,2008-03-31 00:00:00,30,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{08-BP-04.0},"{""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-None"",""Parking Markings-Parking Stripe-None""}"
-74.005828710026876,40.736533850917525,1879,2008-08-01 00:00:00,2009-06-30 00:00:00,333,1095,1,0,0,0,1,0,2,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-2,{08-BP-03.0},"{Delineators-None--1,""Tree Pits-None--1"",""Ped Refuge Island-None--1"",""Moving Lane Changes-Removed-None"",""Bike Facility-Protected-None"",""Ped Ramps-None--1"",""Parking Markings-Parking Stripe-None"",""Tactile Strips-None--1""}"
-74.005533863701402,40.736877492883856,20394,2008-08-01 00:00:00,2009-06-30 00:00:00,333,1095,1,0,1,0,0,0,7,3,0,1,0,2,0,11,2,0,0,0,2,0,4,{08-BP-03.0},"{Delineators-None--1,""Tree Pits-None--1"",""Ped Refuge Island-None--1"",""Signal Hardware-Standard--1"",""Moving Lane Changes-Removed-None"",""Bike Facility-Protected-None"",""Ped Ramps-None--1"",""Parking Space Removed-None--1"",""Parking Markings-Parking Stripe-None"",""Tactile Strips-None--1""}"
