x,y,sip_id_x,masterid,start,end,before_crash,after_crash,short_span,pdiff,sip_id_y,combo_treatment
-73.997108235833565,40.71786961700537,13-CI-03.0,2344,2013-02-11 00:00:00,2013-11-06 00:00:00,1,1,420,0,13-CI-03.0,"(Planters-None--1,""Sidewalk Expansion-None-None"",Delineators-None-None,Planters-None-None)"
-73.995933926011418,40.71643814963236,10-RIS-01.0,22363,2010-04-04 00:00:00,2010-05-19 00:00:00,20,17,-1,-0.176470588235294,10-RIS-01.0,Delineators-None--1
-73.994954723178779,40.715856471354954,08-RIS-06.0,22107,2008-09-24 00:00:00,2008-10-31 00:00:00,1,2,-1,0.5,08-RIS-06.0,"(""Added Median (Non-Tips)-Flush-None"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Sharrows-Consistent"",""Moving Lane Changes-Narrowed-None"")"
-73.994426281257958,40.716965956540001,08-RIS-06.0,43123,2008-09-24 00:00:00,2008-10-31 00:00:00,5,6,-1,0.166666666666667,08-RIS-06.0,"(""Bike Facility-Sharrows-Consistent"",""Bike Facility-Standard-Consistent"",""Parking Markings-Parking Stripe-None"",""Moving Lane Changes-Narrowed-None"",""Added Median (Non-Tips)-Flush-None"",""Moving Lane Changes-Narrowed-None"",""Parking Markings-Parking Stripe-None"",""Added Median (Non-Tips)-Flush-None"")"
-73.995698789459752,40.718776729563572,08-BP-01.0,30993,2008-10-21 00:00:00,2008-11-04 00:00:00,1,2,-1,0.5,08-BP-01.0,"(""Bike Facility-Protected-None"",""Parking Markings-Parking Stripe-None"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Protected-None"")"
-73.994807790445094,40.718457426052389,08-BP-01.0,27601,2008-10-21 00:00:00,2008-11-04 00:00:00,13,9,-1,-0.444444444444444,08-BP-01.0,"(""Parking Markings-Parking Stripe-None"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Protected-None"",""Bike Facility-Protected-None"")"
-73.995874095313681,40.738685945745573,13-BP-07.0,31352,2013-08-26 00:00:00,2013-09-04 00:00:00,4,3,483,-0.333333333333333,13-BP-07.0,"(""Bike Facility-Sharrows-None"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Standard-None"",""Parking Markings-Parking Stripe-None"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Sharrows-None"")"
-73.991905188684399,40.716202855671334,09-PPG-12.0,29428,2009-08-01 00:00:00,2009-10-31 00:00:00,3,1,-1,-2,09-PPG-12.0,"(""Moving Lane Changes-Removed-None"",Delineators-None-None,""Added Median (Non-Tips)-Flush-None"",""Bike Facility-Protected-None"",""Bike Facility-Protected-None"",Delineators-None-None,""Moving Lane Changes-Removed-None"",""Added Median (Non-Tips)-Flush-None"",""Ped Plaza-None-None"",Delineators-None-None,""Moving Lane Changes-Removed-None"",Delineators-None-None,""Added Median (Non-Tips)-Flush-None"",""Moving Lane Changes-Removed-None"",""Bike Facility-Protected-None"",Planters-None-None,""Added Median (Non-Tips)-Flush-None"",Benches-None-None,""Bike Facility-Protected-None"",""Moving Lane Changes-Street Closure-None"",""Moving Lane Changes-Street Closure-None"",""Ped Plaza-None-None"",Benches-None-None,Planters-None-None)"
-73.991301037406942,40.717380738866488,09-PPG-12.0,33990,2009-08-01 00:00:00,2009-10-31 00:00:00,10,9,-1,-0.111111111111111,09-PPG-12.0,"(Delineators-None-None,""Moving Lane Changes-Removed-None"",""Bike Facility-Protected-None"",""Added Median (Non-Tips)-Flush-None"",Delineators-None-None,""Bike Facility-Protected-None"",""Moving Lane Changes-Removed-None"",""Added Median (Non-Tips)-Flush-None"",""Moving Lane Changes-Removed-None"",Delineators-None-None,""Added Median (Non-Tips)-Flush-None"",""Added Median (Non-Tips)-Flush-None"",""Bike Facility-Protected-None"",""Moving Lane Changes-Removed-None"",""Bike Facility-Protected-None"",Delineators-None-None,""Added Median (Tips-Only)-None--1"",""New Crossing-Signalized--1"",""Added Median (Tips-Only)-None--1"")"
-73.993359153764032,40.71907057181442,08-RIS-06.0,279,2008-09-24 00:00:00,2008-10-31 00:00:00,3,4,-1,0.25,08-RIS-06.0,"(""Bike Facility-Buffered-Split"",""Added Median (Non-Tips)-Flush-None"",""Added Median (Non-Tips)-Flush-None"",""Turn Bays-None--1"",""Ped Refuge Island-None--1"",Delineators-None--1,""Bike Facility-Buffered-Consistent"",""Parking Markings-Parking Stripe-None"",""Moving Lane Changes-Narrowed-None"",""Parking Markings-Parking Stripe-None"",""Tactile Strips-None--1"",""Parking Markings-Parking Stripe-None"",""Ped Ramps-None--1"",""Added Median (Non-Tips)-Flush-None"",Bollards-Bell--1,""Tree Pits-None--1"",""Moving Lane Changes-Narrowed-None"",""Moving Lane Changes-Narrowed-None"",""Moving Lane Changes-Narrowed-None"",""Bike Facility-Standard-Split"",""Added Median (Non-Tips)-Flush-None"",""Bike Facility-Standard-Split"",""Bike Facility-Standard-Split"",""Bike Facility-Buffered-Split"",""Bike Facility-Buffered-Split"",""Parking Markings-Parking Stripe-None"")"
-73.99289737259393,40.719970921658714,08-RIS-06.0,5141,2008-09-24 00:00:00,2008-10-31 00:00:00,12,13,-1,0.0769230769230769,08-RIS-06.0,"(""Parking Markings-Parking Stripe-None"",""Added Median (Non-Tips)-Flush-None"",""Bike Facility-Buffered-Consistent"",""Parking Markings-Parking Stripe-None"",""Moving Lane Changes-Narrowed-None"",""Moving Lane Changes-Narrowed-None"",""Bike Facility-Buffered-Consistent"",""Added Median (Non-Tips)-Flush-None"")"
-73.991283778881424,40.719483092020496,12-PPG-05.0,1489,2012-06-11 00:00:00,2012-08-21 00:00:00,5,3,-1,-0.666666666666667,12-PPG-05.0,"(Delineators-None--1,""Tactile Strips-None--1"",Delineators-None--1,""Tactile Strips-None--1"",Neckdown-None--1,""Crosswalk Markings-High Vis--1"",""Crosswalk Markings-High Vis--1"",""Parking Lane Removed-None-None"",""Tactile Strips-None--1"",""Crosswalk Markings-High Vis--1"",Delineators-None--1,Delineators-None--1,Neckdown-None--1,""Crosswalk Markings-High Vis--1"",""Crosswalk Markings-High Vis--1"",""Crosswalk Markings-High Vis--1"")"
-73.990364638426072,40.719202037494526,09-PPG-12.0,41156,2009-08-01 00:00:00,2009-10-31 00:00:00,18,20,-1,0.1,09-PPG-12.0,"(Delineators-None-None,Delineators-None-None,""Added Median (Non-Tips)-Flush-None"",""Moving Lane Changes-Removed-None"",""Bike Facility-Protected-None"",""Bike Facility-Protected-None"",""Added Median (Non-Tips)-Flush-None"",""Moving Lane Changes-Removed-None"",""Added Median (Non-Tips)-Flush-None"",Delineators-None-None,""Bike Facility-Protected-None"",""Added Median (Non-Tips)-Flush-None"",""Bike Facility-Protected-None"",""Moving Lane Changes-Removed-None"",Delineators-None-None,""Moving Lane Changes-Removed-None"",""Added Median (Non-Tips)-Flush-None"",Delineators-None-None,""Moving Lane Changes-Removed-None"",""Bike Facility-Protected-None"",Delineators-None-None,""Added Median (Non-Tips)-Flush-None"",""Moving Lane Changes-Removed-None"",""Bike Facility-Protected-None"",""Bike Facility-Protected-None"",Delineators-None-None,""Added Median (Non-Tips)-Flush-None"",Delineators-None-None,""Moving Lane Changes-Removed-None"",""Added Median (Non-Tips)-Flush-None"",""Bike Facility-Protected-None"",""Moving Lane Changes-Removed-None"",""Added Median (Tips-Only)-None--1"")"
-73.991649492990149,40.722402472227017,08-RIS-06.0,1959,2008-09-24 00:00:00,2008-10-31 00:00:00,3,2,-1,-0.5,08-RIS-06.0,"(""Bike Facility-Buffered-Split"",""Added Median (Non-Tips)-Flush-None"",""Added Median (Non-Tips)-Flush-None"",""Parking Markings-Parking Stripe-None"",""Moving Lane Changes-Narrowed-None"",""Bike Facility-Standard-Consistent"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Standard-Split"",""Moving Lane Changes-Narrowed-None"")"
-73.990819024220627,40.724274297723689,10-BP-01.0,32034,2010-06-04 00:00:00,2010-10-15 00:00:00,2,5,-1,0.6,10-BP-01.0,"(""Bus Lane-From Moving-Curbside"",""Moving Lane Changes-Removed-None"",""Bike Facility-Curbside-Split"",""Bike Facility-Sharrows-Split"",""Parking Markings-Parking Stripe-None"",""Parking Markings-Parking Stripe-None"",""Moving Lane Changes-Removed-None"",""Bus Lane-From Moving-Curbside"",""Bike Facility-Curbside-Split"",""Bike Facility-Sharrows-Split"")"
-73.990341658424356,40.72493213374586,10-BP-01.0,15580,2010-06-14 00:00:00,2010-10-15 00:00:00,2,3,-1,0.333333333333333,10-BP-01.0,"(""Bike Facility-Curbside-Split"",""Parking Markings-Parking Stripe-None"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Sharrows-Split"",""Bike Facility-Protected-None"",""Bus Lane-From Moving-Curbside"",""Moving Lane Changes-Removed-None"",""Mixing Zone-None--1"",""Bus Lane-From Moving-Curbside"",""Parking Space Removed-None--1"")"
-73.993119534766265,40.736691045835471,13-BP-07.0,23660,2013-08-26 00:00:00,2013-09-04 00:00:00,1,2,483,0.5,13-BP-07.0,"(""Bike Facility-Sharrows-None"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Sharrows-None"",""Parking Markings-Parking Stripe-None"")"
-73.990752400377531,40.736530904890671,13-BP-07.0,26444,2013-08-26 00:00:00,2013-09-04 00:00:00,2,1,483,-1,13-BP-07.0,"(""Bike Facility-Sharrows-None"",""Bike Facility-Sharrows-None"",""Parking Markings-Parking Stripe-None"",""Parking Markings-Parking Stripe-None"")"
-73.992803409510913,40.74291001979627,13-PPG-06.0,25632,2013-10-07 00:00:00,2013-10-24 00:00:00,6,11,433,0.454545454545455,13-PPG-06.0,"(""Signal Hardware-None-APS"",""Parking Space Removed-None-None"",""Parking Space Removed-None-None"",""Signal Hardware-None-Standard"",""Signal Hardware-None-Standard"",""Signal Hardware-None-Countdown"",""Signal Hardware-None-Countdown"",""Signal Hardware-None-P5"",""Signal Hardware-None-P5"",""Signal Hardware-None-APS"",Neckdown-None-Both,Neckdown-None-Both,""New Crossing-None-Signalized"",""New Crossing-None-Signalized"",""Crosswalk Markings-High Vis-None"",""Crosswalk Markings-High Vis-None"",Delineators-None-None,Delineators-None-None)"
-73.988353580179108,40.720077276495275,10-BP-02.0,5512,2010-05-30 00:00:00,2010-06-02 00:00:00,1,5,-1,0.8,10-BP-02.0,"(""Bike Facility-Curbside-None"",""Bike Facility-Curbside-None"")"
-73.987541955097583,40.719832361846827,10-BP-02.0,31160,2010-05-30 00:00:00,2010-06-02 00:00:00,8,8,-1,0,10-BP-02.0,"(""Bike Facility-Curbside-None"",""Bike Facility-Curbside-None"")"
-73.986949696790688,40.720983003527962,10-BP-02.0,25425,2010-05-30 00:00:00,2010-06-02 00:00:00,5,3,-1,-0.666666666666667,10-BP-02.0,"(""Bike Facility-Curbside-None"",""Bike Facility-Curbside-None"")"
-73.986751366848935,40.71959284604894,10-BP-02.0,15071,2010-05-30 00:00:00,2010-06-02 00:00:00,2,1,-1,-1,10-BP-02.0,"(""Bike Facility-Curbside-None"",""Bike Facility-Curbside-None"")"
-73.988522521755698,40.721461521751905,10-BP-02.0,35739,2010-05-30 00:00:00,2010-06-02 00:00:00,1,6,-1,0.833333333333333,10-BP-02.0,"(""Bike Facility-Curbside-None"",""Bike Facility-Curbside-None"")"
-73.989616831340356,40.747276422272016,12-BP-04.0,27551,2012-05-23 00:00:00,2012-07-03 00:00:00,13,5,-1,-1.6,12-BP-04.0,"(""Bike Facility-Sharrows-None"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Sharrows-None"",""Parking Markings-Parking Stripe-None"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Sharrows-None"")"
-73.988430480742579,40.723259837999734,10-BP-01.0,21620,2010-06-14 00:00:00,2010-10-15 00:00:00,2,1,-1,-1,10-BP-01.0,"(""Parking Space Removed-None--1"",""Parking Markings-Parking Stripe-None"",""Tactile Strips-None--1"",""Ped Ramps-None--1"",Delineators-None--1,""Tree Pits-None--1"",""Ped Refuge Island-None--1"",""Signal Hardware-Standard--1"",""Bike Facility-Sharrows-None"",""Bus Lane-From Moving-Offset"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None"",""Bus Lane-From Moving-Offset"",""Moving Lane Changes-Removed-None"",""Bike Facility-Protected-None"")"
-73.988430480742579,40.723259837999734,10-BP-01.0,21620,2010-06-04 00:00:00,2010-10-15 00:00:00,2,1,-1,-1,10-BP-01.0,"(""Parking Space Removed-None--1"",""Parking Markings-Parking Stripe-None"",""Tactile Strips-None--1"",""Ped Ramps-None--1"",Delineators-None--1,""Tree Pits-None--1"",""Ped Refuge Island-None--1"",""Signal Hardware-Standard--1"",""Bike Facility-Sharrows-None"",""Bus Lane-From Moving-Offset"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None"",""Bus Lane-From Moving-Offset"",""Moving Lane Changes-Removed-None"",""Bike Facility-Protected-None"")"
-73.98776859979985,40.721234317604278,10-BP-02.0,1632,2010-05-30 00:00:00,2010-06-02 00:00:00,1,2,-1,0.5,10-BP-02.0,"(""Bike Facility-Curbside-None"",""Bike Facility-Curbside-None"")"
-73.989869563562294,40.725582170686891,10-BP-01.0,31295,2010-06-14 00:00:00,2010-10-15 00:00:00,6,3,-1,-1,10-BP-01.0,"(Delineators-None--1,""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None"",""Signal Hardware-Standard--1"",""Signal Hardware-Standard--1"",Delineators-None--1,""Parking Space Removed-None--1"",""Bus Lane-From Moving-Curbside"",""Bus Lane-From Moving-Curbside"",""Ped Refuge Island-None--1"",""Moving Lane Changes-Removed-None"",""Moving Lane Changes-Removed-None"",""Bus Lane-From Moving-Curbside"",""Parking Markings-Parking Stripe-None"",""Ped Refuge Island-None--1"",""Parking Markings-Parking Stripe-None"",""Tactile Strips-None--1"",""Tactile Strips-None--1"",""Bike Facility-Protected-None"",""Bike Facility-Protected-None"",""Bike Facility-Protected-None"",""Parking Space Removed-None--1"")"
-73.989869563562294,40.725582170686891,10-BP-01.0,31295,2010-06-04 00:00:00,2010-10-15 00:00:00,6,3,-1,-1,10-BP-01.0,"(Delineators-None--1,""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None"",""Signal Hardware-Standard--1"",""Signal Hardware-Standard--1"",Delineators-None--1,""Parking Space Removed-None--1"",""Bus Lane-From Moving-Curbside"",""Bus Lane-From Moving-Curbside"",""Ped Refuge Island-None--1"",""Moving Lane Changes-Removed-None"",""Moving Lane Changes-Removed-None"",""Bus Lane-From Moving-Curbside"",""Parking Markings-Parking Stripe-None"",""Ped Refuge Island-None--1"",""Parking Markings-Parking Stripe-None"",""Tactile Strips-None--1"",""Tactile Strips-None--1"",""Bike Facility-Protected-None"",""Bike Facility-Protected-None"",""Bike Facility-Protected-None"",""Parking Space Removed-None--1"")"
-73.989429141932831,40.726187463157565,10-BP-01.0,19819,2010-06-04 00:00:00,2010-10-15 00:00:00,2,8,-1,0.75,10-BP-01.0,"(""Bus Lane-From Moving-Curbside"",""Mixing Zone-None--1"",""Moving Lane Changes-Removed-None"",""Bus Lane-From Moving-Curbside"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None"",""Parking Markings-Parking Stripe-None"",""Parking Space Removed-None--1"",""Signal Hardware-Standard--1"",""Bike Facility-Protected-None"",""Bike Facility-Protected-None"",""Ped Refuge Island-None--1"",""Parking Space Removed-None--1"",""Tactile Strips-None--1"",Delineators-None--1)"
-73.989429141932831,40.726187463157565,10-BP-01.0,19819,2010-06-14 00:00:00,2010-10-15 00:00:00,2,8,-1,0.75,10-BP-01.0,"(""Bus Lane-From Moving-Curbside"",""Mixing Zone-None--1"",""Moving Lane Changes-Removed-None"",""Bus Lane-From Moving-Curbside"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None"",""Parking Markings-Parking Stripe-None"",""Parking Space Removed-None--1"",""Signal Hardware-Standard--1"",""Bike Facility-Protected-None"",""Bike Facility-Protected-None"",""Ped Refuge Island-None--1"",""Parking Space Removed-None--1"",""Tactile Strips-None--1"",Delineators-None--1)"
-73.987970569685444,40.723914884362877,10-BP-01.0,29096,2010-06-14 00:00:00,2010-10-15 00:00:00,9,7,-1,-0.285714285714286,10-BP-01.0,"(""Tree Pits-None--1"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None"",Delineators-None--1,Delineators-None--1,""Bus Lane-From Moving-Offset"",""Parking Markings-Parking Stripe-None"",""Parking Space Removed-None--1"",""Bike Facility-Protected-None"",""Ped Ramps-None--1"",""Moving Lane Changes-Removed-None"",""Bus Lane-From Moving-Offset"",""Ped Ramps-None--1"",""Bike Facility-Protected-None"",""Signal Hardware-Standard--1"",""Signal Hardware-Standard--1"",""Tactile Strips-None--1"",""Parking Space Removed-None--1"",""Tactile Strips-None--1"",""Ped Refuge Island-None--1"",""Ped Refuge Island-None--1"",""Tree Pits-None--1"")"
-73.987970569685444,40.723914884362877,10-BP-01.0,29096,2010-06-04 00:00:00,2010-10-15 00:00:00,9,7,-1,-0.285714285714286,10-BP-01.0,"(""Tree Pits-None--1"",""Moving Lane Changes-Removed-None"",""Parking Markings-Parking Stripe-None"",Delineators-None--1,Delineators-None--1,""Bus Lane-From Moving-Offset"",""Parking Markings-Parking Stripe-None"",""Parking Space Removed-None--1"",""Bike Facility-Protected-None"",""Ped Ramps-None--1"",""Moving Lane Changes-Removed-None"",""Bus Lane-From Moving-Offset"",""Ped Ramps-None--1"",""Bike Facility-Protected-None"",""Signal Hardware-Standard--1"",""Signal Hardware-Standard--1"",""Tactile Strips-None--1"",""Parking Space Removed-None--1"",""Tactile Strips-None--1"",""Ped Refuge Island-None--1"",""Ped Refuge Island-None--1"",""Tree Pits-None--1"")"
-73.987491047573215,40.724573762871948,10-BP-01.0,1386,2010-06-14 00:00:00,2010-10-15 00:00:00,3,2,-1,-0.5,10-BP-01.0,"(""Ped Refuge Island-None--1"",""Tree Pits-None--1"",""Moving Lane Changes-Removed-None"",""Signal Hardware-Standard--1"",""Bike Facility-Protected-None"",""Bike Facility-Protected-None"",""Ped Ramps-None--1"",""Bus Lane-From Moving-Offset"",""Moving Lane Changes-Removed-None"",""Parking Space Removed-None--1"",""Bike Facility-Protected-None"",""Parking Markings-Parking Stripe-None"",""Parking Markings-Parking Stripe-None"",""Bus Lane-From Moving-Offset"",""Bus Lane-From Moving-Offset"",Delineators-None--1,""Tactile Strips-None--1"",""Moving Lane Changes-Removed-None"",""Parking Space Removed-None--1"",""Parking Markings-Parking Stripe-None"",""Mixing Zone-None--1"")"
-73.987491047573215,40.724573762871948,10-BP-01.0,1386,2010-06-04 00:00:00,2010-10-15 00:00:00,3,2,-1,-0.5,10-BP-01.0,"(""Ped Refuge Island-None--1"",""Tree Pits-None--1"",""Moving Lane Changes-Removed-None"",""Signal Hardware-Standard--1"",""Bike Facility-Protected-None"",""Bike Facility-Protected-None"",""Ped Ramps-None--1"",""Bus Lane-From Moving-Offset"",""Moving Lane Changes-Removed-None"",""Parking Space Removed-None--1"",""Bike Facility-Protected-None"",""Parking Markings-Parking Stripe-None"",""Parking Markings-Parking Stripe-None"",""Bus Lane-From Moving-Offset"",""Bus Lane-From Moving-Offset"",Delineators-None--1,""Tactile Strips-None--1"",""Moving Lane Changes-Removed-None"",""Parking Space Removed-None--1"",""Parking Markings-Parking Stripe-None"",""Mixing Zone-None--1"")"
-73.98898482024849,40.726778874878256,10-BP-01.0,19629,2010-06-14 00:00:00,2010-10-15 00:00:00,4,6,-1,0.333333333333333,10-BP-01.0,"(""Ped Refuge Island-None--1"",Delineators-None--1,""Bus Lane-From Moving-Curbside"",""Parking Markings-Parking Stripe-None"",""Signal Hardware-Standard--1"",""Signal Hardware-Standard--1"",""Moving Lane Changes-Removed-None"",""Ped Refuge Island-None--1"",""Moving Lane Changes-Removed-None"",""Parking Space Removed-None--1"",""Parking Space Removed-None--1"",""Bike Facility-Protected-None"",Delineators-None--1,""Bus Lane-From Moving-Curbside"",""Bike Facility-Protected-None"",""Tactile Strips-None--1"",""Tactile Strips-None--1"",""Parking Markings-Parking Stripe-None"")"
-73.98898482024849,40.726778874878256,10-BP-01.0,19629,2010-06-04 00:00:00,2010-10-15 00:00:00,4,6,-1,0.333333333333333,10-BP-01.0,"(""Ped Refuge Island-None--1"",Delineators-None--1,""Bus Lane-From Moving-Curbside"",""Parking Markings-Parking Stripe-None"",""Signal Hardware-Standard--1"",""Signal Hardware-Standard--1"",""Moving Lane Changes-Removed-None"",""Ped Refuge Island-None--1"",""Moving Lane Changes-Removed-None"",""Parking Space Removed-None--1"",""Parking Space Removed-None--1"",""Bike Facility-Protected-None"",Delineators-None--1,""Bus Lane-From Moving-Curbside"",""Bike Facility-Protected-None"",""Tactile Strips-None--1"",""Tactile Strips-None--1"",""Parking Markings-Parking Stripe-None"")"
-73.987043991941377,40.725191301511742,10-BP-01.0,34508,2010-06-04 00:00:00,2010-10-15 00:00:00,9,5,-1,-0.8,10-BP-01.0,"(""Bus Lane-From Moving-Offset"",""Tactile Strips-None--1"",""Tactile Strips-None--1"",""Parking Markings-Parking Stripe-None"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Protected-None"",""Bike Facility-Protected-None"",""Moving Lane Changes-Removed-None"",""Moving Lane Changes-Removed-None"",""Bus Lane-From Moving-Offset"",""Parking Markings-Parking Stripe-None"",""Signal Hardware-Standard--1"",""Signal Hardware-Standard--1"",""Ped Refuge Island-None--1"",""Ped Refuge Island-None--1"",""Bike Facility-Protected-None"",""Parking Space Removed-None--1"",""Parking Space Removed-None--1"",Delineators-None--1,Delineators-None--1,""Moving Lane Changes-Removed-None"",""Bus Lane-From Moving-Offset"")"
-73.987043991941377,40.725191301511742,10-BP-01.0,34508,2010-06-14 00:00:00,2010-10-15 00:00:00,9,5,-1,-0.8,10-BP-01.0,"(""Bus Lane-From Moving-Offset"",""Tactile Strips-None--1"",""Tactile Strips-None--1"",""Parking Markings-Parking Stripe-None"",""Parking Markings-Parking Stripe-None"",""Bike Facility-Protected-None"",""Bike Facility-Protected-None"",""Moving Lane Changes-Removed-None"",""Moving Lane Changes-Removed-None"",""Bus Lane-From Moving-Offset"",""Parking Markings-Parking Stripe-None"",""Signal Hardware-Standard--1"",""Signal Hardware-Standard--1"",""Ped Refuge Island-None--1"",""Ped Refuge Island-None--1"",""Bike Facility-Protected-None"",""Parking Space Removed-None--1"",""Parking Space Removed-None--1"",Delineators-None--1,Delineators-None--1,""Moving Lane Changes-Removed-None"",""Bus Lane-From Moving-Offset"")"
-73.986603219522664,40.725778076807252,10-BP-01.0,28631,2010-06-14 00:00:00,2010-10-15 00:00:00,1,6,-1,0.833333333333333,10-BP-01.0,"(Delineators-None--1,""Tree Pits-None--1"",""Parking Space Removed-None--1"",""Bike Facility-Protected-None"",""Mixing Zone-None--1"",""Ped Refuge Island-None--1"",""Signal Hardware-Standard--1"",""Bus Lane-From Moving-Offset"",""Ped Ramps-None--1"",""Bus Lane-From Moving-Offset"",""Moving Lane Changes-Removed-None"",""Bike Facility-Protected-None"",""Parking Markings-Parking Stripe-None"",""Parking Space Removed-None--1"",""Parking Markings-Parking Stripe-None"",""Tactile Strips-None--1"",""Moving Lane Changes-Removed-None"")"
-73.986603219522664,40.725778076807252,10-BP-01.0,28631,2010-06-04 00:00:00,2010-10-15 00:00:00,1,6,-1,0.833333333333333,10-BP-01.0,"(Delineators-None--1,""Tree Pits-None--1"",""Parking Space Removed-None--1"",""Bike Facility-Protected-None"",""Mixing Zone-None--1"",""Ped Refuge Island-None--1"",""Signal Hardware-Standard--1"",""Bus Lane-From Moving-Offset"",""Ped Ramps-None--1"",""Bus Lane-From Moving-Offset"",""Moving Lane Changes-Removed-None"",""Bike Facility-Protected-None"",""Parking Markings-Parking Stripe-None"",""Parking Space Removed-None--1"",""Parking Markings-Parking Stripe-None"",""Tactile Strips-None--1"",""Moving Lane Changes-Removed-None"")"
-73.988539076531339,40.727402497697632,10-BP-01.0,36743,2010-06-04 00:00:00,2010-10-15 00:00:00,5,6,-1,0.166666666666667,10-BP-01.0,"(""Parking Markings-Parking Stripe-None"",""Bike Facility-Protected-None"",""Bus Lane-From Moving-Curbside"",Delineators-None--1,""Parking Space Removed-None--1"",""Moving Lane Changes-Removed-None"",""Ped Refuge Island-None--1"",""Mixing Zone-None--1"",""Moving Lane Changes-Removed-None"",""Signal Hardware-Standard--1"",""Parking Markings-Parking Stripe-None"",""Bus Lane-From Moving-Curbside"",""Bike Facility-Protected-None"",""Parking Space Removed-None--1"",""Tactile Strips-None--1"")"
-73.988539076531339,40.727402497697632,10-BP-01.0,36743,2010-06-14 00:00:00,2010-10-15 00:00:00,5,6,-1,0.166666666666667,10-BP-01.0,"(""Parking Markings-Parking Stripe-None"",""Bike Facility-Protected-None"",""Bus Lane-From Moving-Curbside"",Delineators-None--1,""Parking Space Removed-None--1"",""Moving Lane Changes-Removed-None"",""Ped Refuge Island-None--1"",""Mixing Zone-None--1"",""Moving Lane Changes-Removed-None"",""Signal Hardware-Standard--1"",""Parking Markings-Parking Stripe-None"",""Bus Lane-From Moving-Curbside"",""Bike Facility-Protected-None"",""Parking Space Removed-None--1"",""Tactile Strips-None--1"")"
-73.98811903171449,40.727976744697791,10-BP-01.0,17526,2010-06-04 00:00:00,2010-10-15 00:00:00,3,1,-1,-2,10-BP-01.0,"(""Bike Facility-Protected-None"",""Tactile Strips-None--1"",""Parking Markings-Parking Stripe-None"",""Ped Refuge Island-None--1"",""Ped Refuge Island-None--1"",""Bike Facility-Protected-None"",""Bus Lane-From Moving-Curbside"",""Signal Hardware-Standard--1"",""Signal Hardware-Standard--1"",""Bus Lane-From Moving-Curbside"",Delineators-None--1,Delineators-None--1,""Parking Markings-Parking Stripe-None"",""Parking Space Removed-None--1"",""Parking Space Removed-None--1"",""Tactile Strips-None--1"",""Moving Lane Changes-Removed-None"",""Moving Lane Changes-Removed-None"")"
-73.985908596422192,40.731019079731873,10-BP-01.0,18450,2010-06-04 00:00:00,2010-10-15 00:00:00,6,7,-1,0.142857142857143,10-BP-01.0,"(""Signal Hardware-Standard--1"",""Moving Lane Changes-Removed-None"",""Bike Facility-Protected-None"",""Parking Space Removed-None--1"",""Parking Space Removed-None--1"",""Ped Refuge Island-None--1"",""Bike Facility-Protected-None"",""Parking Markings-Parking Stripe-None"",""Tactile Strips-None--1"",""Parking Markings-Parking Stripe-None"",""Bus Lane-From Moving-Curbside"",""Moving Lane Changes-Removed-None"",""Mixing Zone-None--1"",""Bus Lane-From Moving-Curbside"",Delineators-None--1)"
-73.98811903171449,40.727976744697791,10-BP-01.0,17526,2010-06-14 00:00:00,2010-10-15 00:00:00,3,1,-1,-2,10-BP-01.0,"(""Bike Facility-Protected-None"",""Tactile Strips-None--1"",""Parking Markings-Parking Stripe-None"",""Ped Refuge Island-None--1"",""Ped Refuge Island-None--1"",""Bike Facility-Protected-None"",""Bus Lane-From Moving-Curbside"",""Signal Hardware-Standard--1"",""Signal Hardware-Standard--1"",""Bus Lane-From Moving-Curbside"",Delineators-None--1,Delineators-None--1,""Parking Markings-Parking Stripe-None"",""Parking Space Removed-None--1"",""Parking Space Removed-None--1"",""Tactile Strips-None--1"",""Moving Lane Changes-Removed-None"",""Moving Lane Changes-Removed-None"")"
