MPOCE10,TADCE10,GEOID10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
26061090,00000126,2606109000000126,G6300,S,4977198675,70251522,+38.0451629,-119.8752864
29000000,00000058,2900000000000058,G6300,S,1216323369,3975667,+37.8227002,-091.8335257
72030200,79010600,7203020079010600,G6300,S,1078629902,6771656,+40.3047648,-086.9968399
72030200,79010500,7203020079010500,G6300,S,42005788,296885,+40.4692780,-086.9426725
72030200,79010100,7203020079010100,G6300,S,34195818,1111936,+40.4381309,-086.8527516
72030200,79010200,7203020079010200,G6300,S,44222705,201326,+40.3955758,-086.8201232
72030200,79010300,7203020079010300,G6300,S,66280644,0,+40.3641092,-086.8527789
72030200,79010400,7203020079010400,G6300,S,29156685,521027,+40.4255042,-086.9301132
20000000,00000036,2000000000000036,G6300,S,4951499008,12326033,+37.3881845,-097.8730673
18000000,00000022,1800000000000022,G6300,S,1232657868,1421413,+39.6487268,-085.4533496
29000000,00000021,2900000000000021,G6300,S,1368078441,2690106,+37.2598789,-092.6423752
29000000,00000024,2900000000000024,G6300,S,2258150833,4638036,+37.2957349,-092.2192730
20000000,00000044,2000000000000044,G6300,S,1671305641,20261288,+37.1914676,-095.2974732
18000000,00000040,1800000000000040,G6300,S,1395511771,30594486,+38.4895257,-086.5118633
20000000,00000045,2000000000000045,G6300,S,2245730993,22355611,+37.5631866,-095.4207741
40000000,00000002,4000000000000002,G6300,S,12967026498,60245015,+36.7623841,-099.5192420
40000000,00000005,4000000000000005,G6300,S,2561024708,34321697,+35.6456012,-098.9973857
18000000,00000029,1800000000000029,G6300,S,975374599,4535595,+38.9962339,-085.6281106
05197400,00000004,0519740000000004,G6300,S,356535936,3021216,+34.5060184,-092.5498966
05197400,00000001,0519740000000001,G6300,S,1194363037,11312244,+34.7122005,-092.7736598
05197400,00000003,0519740000000003,G6300,S,48538207,702964,+34.5947075,-092.5703388
05197400,00000005,0519740000000005,G6300,S,206072682,2532226,+34.5530638,-092.3536590
05197400,00000002,0519740000000002,G6300,S,68611928,269912,+34.6410708,-092.4939803
40000000,00000009,4000000000000009,G6300,S,3111234931,23257254,+34.4423484,-099.0150230
72563900,00000102,7256390000000102,G6300,S,995721591,6894546,+38.8549468,-122.5752245
72563900,00000101,7256390000000101,G6300,S,805389112,91358515,+39.0952215,-122.6662057
72563900,00000100,7256390000000100,G6300,S,1453130605,90709209,+39.2604068,-122.9094007
29645500,00000004,2964550000000004,G6300,S,1134127350,10562182,+39.9888628,-094.8035511
32198300,00000063,3219830000000063,G6300,S,7338521,0,+36.1850579,-115.0599379
32198300,00000062,3219830000000062,G6300,S,6249789,0,+36.1702031,-115.0806305
32198300,00000065,3219830000000065,G6300,S,7508056,0,+36.1633916,-115.0408579
32198300,00000084,3219830000000084,G6300,S,18687580,0,+36.0282622,-114.9895320
32198300,00000082,3219830000000082,G6300,S,36415674,0,+36.0809353,-114.9509715
32198300,00000083,3219830000000083,G6300,S,99531693,0,+36.0290379,-114.9058029
32198300,00000094,3219830000000094,G6300,S,24944733,0,+36.0021684,-114.9932485
32198300,00000033,3219830000000033,G6300,S,5292404,0,+36.1024445,-115.2324467
32198300,00000029,3219830000000029,G6300,S,13793897,0,+36.1289933,-115.2523499
32198300,00000034,3219830000000034,G6300,S,7647303,0,+36.1072737,-115.2713966
32198300,00000098,3219830000000098,G6300,S,10949139349,375085924,+36.5110248,-114.8448754
32198300,00000030,3219830000000030,G6300,S,7210132,0,+36.1296923,-115.2161268
32198300,00000066,3219830000000066,G6300,S,5222662,0,+36.1814900,-115.1135576
32198300,00000086,3219830000000086,G6300,S,6566191,0,+36.0587509,-115.0719099
32198300,00000060,3219830000000060,G6300,S,7049073,0,+36.2061769,-115.0953345
32198300,00000061,3219830000000061,G6300,S,4928098,0,+36.1843926,-115.0928869
32198300,00000067,3219830000000067,G6300,S,6132369,0,+36.1436059,-115.0757208
32198300,00000069,3219830000000069,G6300,S,5076080,0,+36.1496784,-115.0510444
32198300,00000035,3219830000000035,G6300,S,30935753,0,+36.0818521,-115.2444494
32198300,00000014,3219830000000014,G6300,S,9473296,0,+36.2286124,-115.2387397
32198300,00000099,3219830000000099,G6300,S,4527171968,63347656,+35.5573290,-114.9269665
32198300,00000031,3219830000000031,G6300,S,7105450,0,+36.1296972,-115.1916751
32198300,00000068,3219830000000068,G6300,S,6802280,0,+36.1562069,-115.1011239
32198300,00000071,3219830000000071,G6300,S,8800473,0,+36.1607428,-115.1395419
32198300,00000072,3219830000000072,G6300,S,7259000,0,+36.1380015,-115.1126327
32198300,00000064,3219830000000064,G6300,S,14590093,0,+36.1884897,-115.0177871
32198300,00000059,3219830000000059,G6300,S,32535609,0,+36.2240568,-115.0410558
32198300,00000041,3219830000000041,G6300,S,32892242,0,+36.0123932,-115.2300168
32198300,00000074,3219830000000074,G6300,S,27929025,0,+36.0921004,-115.1560068
32198300,00000040,3219830000000040,G6300,S,3647329915,15624,+36.0993720,-115.5502094
32198300,00000011,3219830000000011,G6300,S,29747659,0,+36.2629658,-115.2982685
32198300,00000027,3219830000000027,G6300,S,9914039,108509,+36.1449658,-115.2843163
32198300,00000023,3219830000000023,G6300,S,9677176,0,+36.1642873,-115.2505508
32198300,00000057,3219830000000057,G6300,S,7551458,0,+36.2209371,-115.1074369
32198300,00000032,3219830000000032,G6300,S,11258086,0,+36.1024211,-115.1999959
32198300,00000039,3219830000000039,G6300,S,16886626,0,+36.0453338,-115.2120226
32198300,00000021,3219830000000021,G6300,S,13848683,0,+36.1604185,-115.1839733
32198300,00000077,3219830000000077,G6300,S,9245359,0,+36.1187419,-115.0931745
32198300,00000089,3219830000000089,G6300,S,9275356,0,+36.0339833,-115.1071343
32198300,00000090,3219830000000090,G6300,S,14479888,0,+36.0460564,-115.1578066
32198300,00000085,3219830000000085,G6300,S,13788033,0,+36.0586091,-115.1175372
32198300,00000078,3219830000000078,G6300,S,13582691,0,+36.0857876,-115.0816693
32198300,00000049,3219830000000049,G6300,S,11795210,0,+36.2753590,-115.1543607
32198300,00000079,3219830000000079,G6300,S,7685688,0,+36.0946163,-115.0597613
32198300,00000096,3219830000000096,G6300,S,68333021,0,+35.9423181,-115.1529033
32198300,00000054,3219830000000054,G6300,S,17289719,0,+36.2156558,-115.1489146
32198300,00000055,3219830000000055,G6300,S,9678266,0,+36.1889583,-115.1673778
32198300,00000019,3219830000000019,G6300,S,6752553,0,+36.1993722,-115.2103640
32198300,00000020,3219830000000020,G6300,S,7426737,16683,+36.1816264,-115.2079330
32198300,00000073,3219830000000073,G6300,S,11667817,0,+36.1378255,-115.1542754
32198300,00000080,3219830000000080,G6300,S,6721808,0,+36.1116515,-115.0530908
32198300,00000056,3219830000000056,G6300,S,31148520,112001,+36.2547130,-115.0619087
32198300,00000053,3219830000000053,G6300,S,8541325,0,+36.2356134,-115.1725274
32198300,00000024,3219830000000024,G6300,S,12805342,0,+36.1659971,-115.2904187
32198300,00000075,3219830000000075,G6300,S,5642812,0,+36.1186446,-115.1312006
32198300,00000070,3219830000000070,G6300,S,10082051,0,+36.1266488,-115.0436350
32198300,00000051,3219830000000051,G6300,S,21726074,0,+36.2641437,-115.1020835
32198300,00000092,3219830000000092,G6300,S,7643525,0,+36.0161993,-115.1252672
32198300,00000076,3219830000000076,G6300,S,9710942,0,+36.0933035,-115.1143856
32198300,00000017,3219830000000017,G6300,S,9662789,0,+36.1960405,-115.2539366
32198300,00000052,3219830000000052,G6300,S,15239412,0,+36.2273802,-115.2032818
32198300,00000018,3219830000000018,G6300,S,6144671,0,+36.1979205,-115.2340814
32198300,00000087,3219830000000087,G6300,S,16596533,0,+36.0465029,-115.0383586
32198300,00000048,3219830000000048,G6300,S,9047709,0,+36.2683553,-115.1824587
32198300,00000058,3219830000000058,G6300,S,7193950,0,+36.1885166,-115.1309340
32198300,00000081,3219830000000081,G6300,S,19223045,0,+36.0776670,-115.0145123
32198300,00000091,3219830000000091,G6300,S,13452114,0,+36.0094015,-115.1660982
32198300,00000022,3219830000000022,G6300,S,8633999,0,+36.1570351,-115.2229911
32198300,00000093,3219830000000093,G6300,S,7813412,0,+35.9990710,-115.1472271
32198300,00000028,3219830000000028,G6300,S,6681543,0,+36.1243589,-115.2976045
32198300,00000088,3219830000000088,G6300,S,10008938,0,+36.0354016,-115.0726892
32198300,00000042,3219830000000042,G6300,S,32292285,0,+35.9400385,-115.2117270
32198300,00000026,3219830000000026,G6300,S,14032473,0,+36.1450355,-115.3309994
32198300,00000038,3219830000000038,G6300,S,24841847,0,+36.0469889,-115.2568548
32198300,00000095,3219830000000095,G6300,S,20201221,0,+36.0040485,-115.0763099
32198300,00000037,3219830000000037,G6300,S,8418680,0,+36.0660249,-115.2970742
32198300,00000046,3219830000000046,G6300,S,17529287,0,+36.2748122,-115.2399588
32198300,00000047,3219830000000047,G6300,S,10124998,0,+36.2631294,-115.2086620
32198300,00000044,3219830000000044,G6300,S,22081253,8791,+36.3125735,-115.2467368
32198300,00000043,3219830000000043,G6300,S,12861309,0,+36.3170490,-115.2867642
32198300,00000012,3219830000000012,G6300,S,12490373,0,+36.2332339,-115.3054719
32198300,00000016,3219830000000016,G6300,S,10192082,0,+36.1959700,-115.2798854
32198300,00000036,3219830000000036,G6300,S,13764958,0,+36.1061179,-115.3221835
32198300,00000025,3219830000000025,G6300,S,10064648,0,+36.1774788,-115.3332738
32198300,00000015,3219830000000015,G6300,S,14260918,0,+36.2055515,-115.3103578
32198300,00000013,3219830000000013,G6300,S,8383546,0,+36.2327914,-115.2701007
32198300,00000010,3219830000000010,G6300,S,19561548,0,+36.3047541,-115.3107179
32198300,00000050,3219830000000050,G6300,S,11412269,0,+36.2565806,-115.1391223
32198300,00000097,3219830000000097,G6300,S,23398905,0,+35.9544199,-115.0955796
32198300,00000045,3219830000000045,G6300,S,38091165,0,+36.3040691,-115.1646184
48000000,00000273,4800000000000273,G6300,S,41255913,583350,+29.3600696,-100.9056864
48000000,00000272,4800000000000272,G6300,S,8103607759,227127969,+29.8953200,-101.1514340
06197001,00000179,0619700100000179,G6300,S,64991243,5258,+37.7924911,-122.0096795
06197001,00000178,0619700100000178,G6300,S,299116614,112307,+37.8180645,-121.8012114
06197001,00000176,0619700100000176,G6300,S,209088515,16778420,+37.8932695,-121.6369353
06197001,00000173,0619700100000173,G6300,S,111800371,51827020,+38.0284768,-121.6472602
06197001,00000180,0619700100000180,G6300,S,25094463,41682,+37.7531469,-121.9330888
06197001,00000191,0619700100000191,G6300,S,92268025,707185,+37.8444015,-122.1322762
06197001,00000200,0619700100000200,G6300,S,82438212,11824586,+38.0282823,-122.0782723
06197001,00000205,0619700100000205,G6300,S,143455324,12340309,+37.9748333,-122.2078578
06197001,00000190,0619700100000190,G6300,S,73966776,38563,+37.9109986,-122.1495018
06197001,00000204,0619700100000204,G6300,S,12829645,3863431,+38.0099095,-122.2981851
06197001,00000195,0619700100000195,G6300,S,28321229,97811840,+37.9310497,-122.3954847
06197001,00000207,0619700100000207,G6300,S,29968543,0,+37.9802622,-122.2720655
06197001,00000194,0619700100000194,G6300,S,13213640,7424015,+37.9101456,-122.3463286
06197001,00000192,0619700100000192,G6300,S,17727631,5423515,+37.9889230,-122.3481601
06197001,00000193,0619700100000193,G6300,S,8017882,0,+37.9484972,-122.3324968
06197001,00000206,0619700100000206,G6300,S,29132521,24193,+37.9272058,-122.2869569
06197001,00000175,0619700100000175,G6300,S,18612779,1883370,+38.0001440,-121.7779208
06197001,00000196,0619700100000196,G6300,S,25390515,10252447,+38.0290340,-121.8535083
06197001,00000198,0619700100000198,G6300,S,26916965,0,+37.9967765,-121.9162615
06197001,00000197,0619700100000197,G6300,S,24289599,0,+37.9867995,-121.8599602
06197001,00000182,0619700100000182,G6300,S,113751973,362491,+37.9361285,-121.8483297
06197001,00000184,0619700100000184,G6300,S,39806579,785,+37.9910286,-121.9710115
06197001,00000183,0619700100000183,G6300,S,80861395,0,+37.9017255,-121.9338336
06197001,00000185,0619700100000185,G6300,S,8828447,0,+37.9849234,-122.0255048
06197001,00000186,0619700100000186,G6300,S,10407600,0,+37.9594277,-122.0206942
06197001,00000188,0619700100000188,G6300,S,28165682,31276,+37.8933378,-122.0258918
06197001,00000189,0619700100000189,G6300,S,21016416,0,+37.8758401,-122.0751302
06197001,00000181,0619700100000181,G6300,S,68344925,0,+37.8344955,-121.9714506
06197001,00000187,0619700100000187,G6300,S,24168957,0,+37.9220258,-122.0101776
06197001,00000201,0619700100000201,G6300,S,17166060,0,+37.9780923,-122.0983829
06197001,00000203,0619700100000203,G6300,S,15208205,0,+37.9477489,-122.0733724
06197001,00000202,0619700100000202,G6300,S,13015419,0,+37.9723320,-122.0498789
06197001,00000199,0619700100000199,G6300,S,18315728,6750167,+38.0391707,-121.9435222
06197001,00000174,0619700100000174,G6300,S,19443681,0,+37.9770870,-121.7544358
06197001,00000177,0619700100000177,G6300,S,39109962,0,+37.9316146,-121.7277353
12197802,00000011,1219780200000011,G6300,S,37687922,96500409,+30.0865072,-081.6688416
12197802,00000007,1219780200000007,G6300,S,42814108,17235148,+29.8738616,-081.2946926
12197802,00000006,1219780200000006,G6300,S,78298430,4305936,+29.8617399,-081.3567405
12197802,00000010,1219780200000010,G6300,S,60867955,389510328,+29.9951646,-081.2830581
12197802,00000008,1219780200000008,G6300,S,413902663,13309161,+29.8888953,-081.4986814
12197802,00000005,1219780200000005,G6300,S,467198316,27792077,+29.7233769,-081.3673316
12197802,00000012,1219780200000012,G6300,S,129148526,5530997,+30.0555947,-081.5821687
12197802,00000009,1219780200000009,G6300,S,264514911,14261759,+30.0227520,-081.4065765
06000001,00000001,0600000100000001,G6300,S,2606493769,578525696,+41.7499033,-123.9809983
18000000,00000009,1800000000000009,G6300,S,356301793,5822711,+41.4069668,-085.2682702
18000000,00000008,1800000000000008,G6300,S,707777858,11243739,+41.3954246,-085.5011389
06196600,SBTAD001,06196600SBTAD001,G6300,S,695878825,2680123784,+33.9746147,-120.1477892
06196600,SBTAD007,06196600SBTAD007,G6300,S,4044532711,29177281,+34.7898402,-119.8873243
06196600,SBTAD006,06196600SBTAD006,G6300,S,1190210296,7902833,+34.6391222,-120.4374372
06196600,SBTAD005,06196600SBTAD005,G6300,S,219825288,3515757,+34.9283936,-120.5468541
06196600,SBTAD009,06196600SBTAD009,G6300,S,298138761,3437732,+34.4799070,-119.9882148
06196600,SBTAD010,06196600SBTAD010,G6300,S,34222425,746086,+34.4408562,-119.7906541
06196600,SBTAD011,06196600SBTAD011,G6300,S,62213522,124869,+34.4779231,-119.7437038
06196600,SBTAD008,06196600SBTAD008,G6300,S,6058832,433848,+34.4146936,-119.8606382
06196600,SBTAD014,06196600SBTAD014,G6300,S,19796403,132001,+34.4410117,-119.6927424
06196600,SBTAD013,06196600SBTAD013,G6300,S,7183308,312422,+34.4218960,-119.6981885
06196600,SBTAD012,06196600SBTAD012,G6300,S,10907892,903437,+34.4044156,-119.7142734
06196600,SBTAD004,06196600SBTAD004,G6300,S,453046012,1583334,+34.8725900,-120.3430442
06196600,SBTAD003,06196600SBTAD003,G6300,S,14552415,10408,+34.9328768,-120.4296937
06196600,SBTAD002,06196600SBTAD002,G6300,S,27277085,1422356,+34.9575869,-120.4042565
54000000,54083001,5400000054083001,G6300,S,2866948196,6035145,+38.7785668,-079.4778292
24199200,00000055,2419920000000055,G6300,S,362453263,1161574,+39.6471068,-077.1225816
24199200,00000056,2419920000000056,G6300,S,334517035,2871778,+39.5945575,-076.9077855
24199200,00000057,2419920000000057,G6300,S,119531661,446925,+39.5793175,-077.0048612
24199200,00000059,2419920000000059,G6300,S,70225001,7114980,+39.3952452,-076.9293818
24199200,00000058,2419920000000058,G6300,S,272538015,1594611,+39.4483759,-077.0665049
21000000,00000008,2100000000000008,G6300,S,795748704,135758208,+36.6870545,-088.1961550
21000000,00000009,2100000000000009,G6300,S,547243628,29306574,+36.9124871,-088.3809225
21000000,00000115,2100000000000115,G6300,S,488938457,8432925,+38.0427886,-084.7481466
05200301,00000061,0520030100000061,G6300,S,75619326,6623955,+34.4885831,-093.1007496
18000000,00000066,1800000000000066,G6300,S,680891529,3176254,+40.7249068,-086.2308526
18000000,00000067,1800000000000067,G6300,S,841121937,8459838,+40.7846260,-086.0340697
05200301,00000062,0520030100000062,G6300,S,296811676,4266696,+34.5282132,-092.9338294
05200301,00000059,0520030100000059,G6300,S,986724882,116993184,+34.6339092,-093.1985982
05200301,00000060,0520030100000060,G6300,S,396289692,19329402,+34.4528384,-093.2289604
26000000,26079113,2600000026079113,G6300,S,2912690357,51642972,+44.5103541,-085.0926662
21000000,00000106,2100000000000106,G6300,S,1186678896,67292865,+36.8020113,-084.8304404
18000000,00000024,1800000000000024,G6300,S,115935397,1163836,+39.7884935,-084.8658722
18000000,00000023,1800000000000023,G6300,S,589863039,2338171,+39.9227621,-085.0030038
18000000,00000025,1800000000000025,G6300,S,334706898,3232150,+39.7858342,-085.0620852
26000000,26105001,2600000026105001,G6300,S,1282233480,1935676006,+43.9766971,-086.7958018
40000000,00000029,4000000000000029,G6300,S,1349568003,47617290,+35.9287685,-095.0495200
40000000,00000030,4000000000000030,G6300,S,591388733,22008409,+35.8514384,-094.8774915
18000000,00000006,1800000000000006,G6300,S,805400849,36972931,+41.6455542,-085.2360741
18000000,00000007,1800000000000007,G6300,S,499762996,5041789,+41.6477748,-085.5267368
21000000,00000109,2100000000000109,G6300,S,929806760,5480874,+36.7226802,-083.6810456
40000000,00000048,4000000000000048,G6300,S,3491782748,39027762,+34.8946731,-096.2718941
40000000,00000049,4000000000000049,G6300,S,1569483212,19337035,+35.1631053,-096.6259468
54000000,54059001,5400000054059001,G6300,S,1095875391,2195034,+37.7211518,-082.1589873
06197001,00000121,0619700100000121,G6300,S,39992155,0,+37.5081108,-121.9067904
06197001,00000132,0619700100000132,G6300,S,16969410,0,+37.6709062,-121.9035524
06197001,00000131,0619700100000131,G6300,S,19818934,0,+37.6848354,-121.8705343
06197001,00000140,0619700100000140,G6300,S,10821650,87596,+37.6680104,-122.0424463
06197001,00000120,0619700100000120,G6300,S,39587631,0,+37.6097766,-121.9964707
06197001,00000136,0619700100000136,G6300,S,9769228,0,+37.6189403,-122.0558735
06197001,00000126,0619700100000126,G6300,S,8492095,0,+37.5694503,-122.0294704
06197001,00000118,0619700100000118,G6300,S,16454408,60526,+37.5308106,-122.0209116
06197001,00000119,0619700100000119,G6300,S,16084873,0,+37.5856963,-122.0724214
06197001,00000144,0619700100000144,G6300,S,6233440,0,+37.7001789,-122.1136327
06197001,00000145,0619700100000145,G6300,S,7440017,0,+37.7010036,-122.0821368
06197001,00000141,0619700100000141,G6300,S,5744251,0,+37.6811100,-122.1076652
06197001,00000139,0619700100000139,G6300,S,6962228,0,+37.6620395,-122.0886577
06197001,00000138,0619700100000138,G6300,S,5118244,0,+37.6407904,-122.0745638
06197001,00000123,0619700100000123,G6300,S,34499446,264744,+37.5643616,-121.9519810
06197001,00000125,0619700100000125,G6300,S,14539412,11692,+37.5608906,-121.9990588
06197001,00000124,0619700100000124,G6300,S,5804436,0,+37.5403247,-121.9861269
06197001,00000122,0619700100000122,G6300,S,9241306,0,+37.5258789,-121.9660330
06197001,00000134,0619700100000134,G6300,S,20256808,0,+37.7113979,-121.9487714
06197001,00000128,0619700100000128,G6300,S,16665701,0,+37.6632236,-121.7804669
06197001,00000129,0619700100000129,G6300,S,19673721,0,+37.6908194,-121.7991488
06197001,00000156,0619700100000156,G6300,S,20879179,8312,+37.8404854,-122.2109023
06197001,00000166,0619700100000166,G6300,S,15831643,7862781,+37.8140421,-122.3082121
06197001,00000172,0619700100000172,G6300,S,7998907,5144,+37.8906488,-122.2763112
06197001,00000169,0619700100000169,G6300,S,8795124,8608359,+37.8545008,-122.3084288
06197001,00000171,0619700100000171,G6300,S,5855279,0,+37.8759173,-122.2595321
06197001,00000167,0619700100000167,G6300,S,7971105,1745997,+37.8392892,-122.2840186
06197001,00000170,0619700100000170,G6300,S,5035912,0,+37.8629171,-122.2808921
06197001,00000160,0619700100000160,G6300,S,13016982,7109782,+37.7781382,-122.2938774
06197001,00000165,0619700100000165,G6300,S,4612230,260701,+37.8052584,-122.2683623
06197001,00000162,0619700100000162,G6300,S,5697277,676819,+37.7825166,-122.2391405
06197001,00000164,0619700100000164,G6300,S,2709409,602434,+37.8040766,-122.2550041
06197001,00000157,0619700100000157,G6300,S,8682083,5141,+37.8184025,-122.2294308
06197001,00000158,0619700100000158,G6300,S,8988756,25272,+37.8377338,-122.2432820
06197001,00000155,0619700100000155,G6300,S,8649425,0,+37.7984168,-122.1995425
06197001,00000163,0619700100000163,G6300,S,3479355,77534,+37.7957598,-122.2345322
06197001,00000161,0619700100000161,G6300,S,4516891,0,+37.7866358,-122.2116412
06197001,00000154,0619700100000154,G6300,S,6522669,239036,+37.7674049,-122.2043904
06197001,00000168,0619700100000168,G6300,S,4064028,0,+37.8579039,-122.2554493
06197001,00000153,0619700100000153,G6300,S,3566086,0,+37.7654524,-122.1817988
06197001,00000147,0619700100000147,G6300,S,29890887,7839437,+37.7200106,-122.2213677
06197001,00000152,0619700100000152,G6300,S,5181437,0,+37.7423044,-122.1806962
06197001,00000151,0619700100000151,G6300,S,4214248,0,+37.7487696,-122.1629820
06197001,00000143,0619700100000143,G6300,S,112821152,4419968,+37.7403521,-122.0708227
06197001,00000150,0619700100000150,G6300,S,24274692,139197,+37.7664148,-122.1470106
06197001,00000159,0619700100000159,G6300,S,7522465,3040695,+37.7623544,-122.2476958
06197001,00000133,0619700100000133,G6300,S,86427951,8067,+37.7375300,-121.7944229
06197001,00000127,0619700100000127,G6300,S,569747350,5616722,+37.6396925,-121.6633595
06197001,00000117,0619700100000117,G6300,S,104512209,151822705,+37.5047184,-122.0935241
06197001,00000149,0619700100000149,G6300,S,7825096,0,+37.7264452,-122.1580462
06197001,00000148,0619700100000148,G6300,S,11337822,0,+37.7113631,-122.1362258
06197001,00000146,0619700100000146,G6300,S,10744810,2188972,+37.6875464,-122.1638317
06197001,00000135,0619700100000135,G6300,S,58691432,7227924,+37.6059048,-122.1268730
06197001,00000142,0619700100000142,G6300,S,6923217,17052,+37.6719947,-122.1364522
06197001,00000137,0619700100000137,G6300,S,70396009,0,+37.6506064,-122.0001310
06197001,00000130,0619700100000130,G6300,S,326501925,3204836,+37.5725708,-121.8194282
28197300,00000021,2819730000000021,G6300,S,107848730,775317251,+30.2673668,-088.5395249
28197300,00000022,2819730000000022,G6300,S,169143907,22483712,+30.3881757,-088.4572803
28197300,00000020,2819730000000020,G6300,S,106463002,4401632,+30.3889405,-088.7377730
28197300,00000019,2819730000000019,G6300,S,56010483,1611316,+30.4350687,-088.8031113
28197300,00000017,2819730000000017,G6300,S,1115485852,16398169,+30.6208221,-088.6202914
28197300,00000018,2819730000000018,G6300,S,316971493,10246873,+30.4815369,-088.7170077
54000000,54031001,5400000054031001,G6300,S,2744573181,13170263,+39.0545483,-079.0258922
37000001,00000003,3700000100000003,G6300,S,4162123204,40554194,+34.5918593,-078.1306635
37000001,00000007,3700000100000007,G6300,S,250738601,311136726,+34.3015853,-077.6649018
28000000,28013001,2800000028013001,G6300,S,2001029010,4368332,+33.9568079,-089.3911486
28000000,28135001,2800000028135001,G6300,S,2595497647,89403686,+33.9833687,-090.0274899
37268800,00000013,3726880000000013,G6300,S,75760007,456761,+35.3973839,-078.0039154
37268800,00000011,3726880000000011,G6300,S,381141618,3441633,+35.2558771,-077.9250377
37268800,00000012,3726880000000012,G6300,S,151372742,954585,+35.3978911,-077.8796480
37268800,00000009,3726880000000009,G6300,S,369100795,578251,+35.5153311,-077.9677258
37268800,00000010,3726880000000010,G6300,S,454992800,4441953,+35.3081763,-078.1433723
28000000,28093001,2800000028093001,G6300,S,1160689427,7235300,+34.6934709,-089.5571451
28000000,28093002,2800000028093002,G6300,S,812015041,2352593,+34.8757977,-089.4834581
28000000,28145001,2800000028145001,G6300,S,1076394359,3387490,+34.4891011,-089.0022998
72555300,WATAD004,72555300WATAD004,G6300,S,641005888,2828652,+36.1309226,-082.4572552
72555300,WATAD003,72555300WATAD003,G6300,S,243773890,676488,+36.2515495,-082.4973848
72555300,WATAD001,72555300WATAD001,G6300,S,320134077,2491236,+36.3583035,-082.5462494
72555300,WATAD002,72555300WATAD002,G6300,S,122791242,3486961,+36.3560873,-082.3732648
72222800,00020000,7222280000020000,G6300,S,783308254,11964152,+36.2551800,-087.1008163
35000000,00000025,3500000000000025,G6300,S,38931890377,83613692,+35.5935279,-104.0147005
47000000,00000001,4700000000000001,G6300,S,5679753714,140739987,+36.1495936,-089.1740342
47000000,00000003,4700000000000003,G6300,S,8696734675,366415283,+36.1767756,-088.1028074
47000000,00000004,4700000000000004,G6300,S,12001944970,122262629,+35.4060852,-087.8958145
37198002,00000003,3719800200000003,G6300,S,202942720,1587191,+35.5547494,-080.6134988
37198002,00000002,3719800200000002,G6300,S,171577421,918298,+35.6324091,-080.5792183
37198002,00000001,3719800200000001,G6300,S,493465265,795547,+35.7319710,-080.6208317
37198002,00000004,3719800200000004,G6300,S,456465912,28688743,+35.5844685,-080.3759733
37000000,00000005,3700000000000005,G6300,S,678194037,685673903,+36.3721739,-075.9412242
54000000,54045001,5400000054045001,G6300,S,1175176171,4863571,+37.8305905,-081.9408530
21000000,00000011,2100000000000011,G6300,S,1859619690,110820081,+37.2883794,-088.2064485
21000000,00000010,2100000000000010,G6300,S,1580798389,207695642,+36.8670370,-087.9370351
21000000,00000176,2100000000000176,G6300,S,1215343190,4764780,+37.1644665,-083.7107619
72720500,00000002,7272050000000002,G6300,S,1240809553,633575491,+35.1611758,-076.7457504
72720500,00000007,7272050000000007,G6300,S,1309093176,12498258,+35.0164715,-077.3322531
72720500,00000001,7272050000000001,G6300,S,833716373,17463970,+35.2289415,-077.2474860
72720500,00000003,7272050000000003,G6300,S,951618527,1842399603,+34.9056282,-076.4233461
72720500,00000006,7272050000000006,G6300,S,442134269,64077494,+34.9026030,-076.9810725
21000000,00000007,2100000000000007,G6300,S,434451906,2227555,+36.6295216,-088.3990835
47000000,00000007,4700000000000007,G6300,S,4122095810,110968768,+35.3695710,-084.4685287
28000000,28031001,2800000028031001,G6300,S,1309946170,3348309,+31.6081234,-089.5766601
28000000,28077001,2800000028077001,G6300,S,1935068152,14603867,+31.5669554,-090.0045767
37000000,00000002,3700000000000002,G6300,S,1855886411,36424575,+36.2619027,-077.6561420
37000000,00000001,3700000000000001,G6300,S,127452713,5788287,+36.4314018,-077.6857443
72720900,09200003,7272090009200003,G6300,S,804200654,1582675,+35.5459334,-083.0402103
72720900,09200002,7272090009200002,G6300,S,629905211,831843,+35.5648642,-082.8977776
47000000,00000006,4700000000000006,G6300,S,6144739950,108151479,+35.3497970,-085.8951746
37255800,00071301,3725580000071301,G6300,S,248422136,2056755,+35.3615214,-081.3003865
37255800,00071101,3725580000071101,G6300,S,104770189,866776,+35.2972380,-081.2198850
37255800,00071102,3725580000071102,G6300,S,121402050,289449,+35.2077992,-081.2551285
37255800,00071104,3725580000071104,G6300,S,29060812,4186,+35.2614476,-081.1809904
37255800,00071103,3725580000071103,G6300,S,113855568,847080,+35.2010773,-081.1341945
37255800,00071202,3725580000071202,G6300,S,205107278,6128828,+35.3473021,-081.0582473
37255800,00071201,3725580000071201,G6300,S,99488262,10720240,+35.2271213,-081.0535558
28000000,28051001,2800000028051001,G6300,S,2409239139,39239160,+33.1284161,-090.1584150
21000000,00000131,2100000000000131,G6300,S,329348446,7019639,+38.2359744,-084.9293475
21000000,00000132,2100000000000132,G6300,S,208712929,4017563,+38.2555076,-084.7989521
28000000,28037001,2800000028037001,G6300,S,2334641560,8928960,+31.4911224,-090.7478223
