O,D,VAL
3619820100002035,3619820100002005,120
3619820100002035,3619820100002007,335
3619820100002035,3619820100002008,130
3619820100002035,3619820100002009,140
3619820100002035,3619820100002010,235
3619820100002035,3619820100002011,1125
3619820100002035,3619820100002012,375
3619820100002035,3619820100002013,365
3619820100002035,3619820100002014,435
3619820100002035,3619820100002018,130
3619820100002035,3619820100002020,145
3619820100002035,3619820100002023,560
3619820100002035,3619820100002024,120
3619820100002035,3619820100002025,130
3619820100002035,3619820100002026,880
3619820100002035,3619820100002027,210
3619820100002035,3619820100002028,565
3619820100002035,3619820100002029,335
3619820100002035,3619820100002031,230
3619820100002035,3619820100002033,245
3619820100002035,3619820100002034,205
3619820100002035,3619820100002035,1975
3619820100002035,3619820100002036,380
3619820100002035,3619820100002037,115
3619820100002035,3619820100002038,125
3619820100002035,3619820100002039,165
3619820100002035,3619820100002040,200
3619820100002035,3619820100002041,220
3619820100002035,3619820100002042,105
3619820100002035,3619820100002043,130
3619820100002035,3619820100002044,120
3619820100002035,3619820100002045,170
3619820100002036,3619820100001001,800
3619820100002036,3619820100001002,460
3619820100002036,3619820100001007,115
3619820100002036,3619820100001008,500
3619820100002036,3619820100001009,310
3619820100002036,3619820100001010,1325
3619820100002036,3619820100001011,245
3619820100002036,3619820100001013,105
3619820100002036,3619820100002001,155
3619820100002036,3619820100002003,130
3619820100002036,3619820100002004,120
3619820100002036,3619820100002006,125
3619820100002036,3619820100002007,215
3619820100002036,3619820100002009,110
3619820100002036,3619820100002011,595
3619820100002036,3619820100002012,285
3619820100002036,3619820100002013,120
3619820100002036,3619820100002014,335
3619820100002036,3619820100002020,180
3619820100002036,3619820100002023,245
3619820100002036,3619820100002026,475
3619820100002036,3619820100002027,215
3619820100002036,3619820100002028,495
3619820100002036,3619820100002029,435
3619820100002036,3619820100002031,235
3619820100002036,3619820100002033,150
3619820100002036,3619820100002035,310
3619820100002036,3619820100002036,1530
3619820100002036,3619820100002037,170
3619820100002036,3619820100002038,170
3619820100002036,3619820100002039,425
3619820100002036,3619820100002040,440
3619820100002036,3619820100002041,400
3619820100002036,3619820100002043,145
3619820100002036,3619820100003001,140
3619820100002037,3619820100001001,495
3619820100002037,3619820100001002,540
3619820100002037,3619820100001003,260
3619820100002037,3619820100001006,125
3619820100002037,3619820100001008,240
3619820100002037,3619820100001009,105
3619820100002037,3619820100001010,920
3619820100002037,3619820100001011,140
3619820100002037,3619820100001016,150
3619820100002037,3619820100002007,120
3619820100002037,3619820100002011,480
3619820100002037,3619820100002012,165
3619820100002037,3619820100002013,105
3619820100002037,3619820100002014,110
3619820100002037,3619820100002023,190
3619820100002037,3619820100002026,320
3619820100002037,3619820100002027,105
3619820100002037,3619820100002028,165
3619820100002037,3619820100002029,165
3619820100002037,3619820100002030,110
3619820100002037,3619820100002031,375
3619820100002037,3619820100002033,315
3619820100002037,3619820100002035,140
3619820100002037,3619820100002036,155
3619820100002037,3619820100002037,565
3619820100002037,3619820100002038,235
3619820100002037,3619820100002039,155
3619820100002037,3619820100002040,250
3619820100002037,3619820100002041,180
3619820100002037,3619820100002042,105
3619820100002037,3619820100003025,120
3619820100002038,3619820100001001,755
3619820100002038,3619820100001002,420
3619820100002038,3619820100001003,110
3619820100002038,3619820100001005,150
3619820100002038,3619820100001006,165
3619820100002038,3619820100001007,120
3619820100002038,3619820100001008,455
3619820100002038,3619820100001009,290
3619820100002038,3619820100001010,1065
3619820100002038,3619820100001011,275
3619820100002038,3619820100001013,130
3619820100002038,3619820100001015,250
3619820100002038,3619820100002001,125
3619820100002038,3619820100002009,130
3619820100002038,3619820100002010,145
3619820100002038,3619820100002011,675
3619820100002038,3619820100002012,260
3619820100002038,3619820100002013,170
3619820100002038,3619820100002014,230
3619820100002038,3619820100002015,175
3619820100002038,3619820100002023,230
3619820100002038,3619820100002024,105
3619820100002038,3619820100002026,350
3619820100002038,3619820100002027,275
3619820100002038,3619820100002028,335
3619820100002038,3619820100002029,195
3619820100002038,3619820100002031,255
3619820100002038,3619820100002033,430
3619820100002038,3619820100002034,160
3619820100002038,3619820100002035,320
3619820100002038,3619820100002036,425
3619820100002038,3619820100002037,185
3619820100002038,3619820100002038,2130
3619820100002038,3619820100002039,475
3619820100002038,3619820100002040,605
3619820100002038,3619820100002041,105
3619820100002038,3619820100002045,165
3619820100002038,3619820100003001,220
3619820100002039,3619820100001001,755
3619820100002039,3619820100001002,245
3619820100002039,3619820100001006,130
3619820100002039,3619820100001007,190
3619820100002039,3619820100001008,300
3619820100002039,3619820100001009,325
3619820100002039,3619820100001010,900
3619820100002039,3619820100001011,320
3619820100002039,3619820100001015,115
3619820100002039,3619820100002003,160
3619820100002039,3619820100002004,145
3619820100002039,3619820100002005,120
3619820100002039,3619820100002007,130
3619820100002039,3619820100002010,140
3619820100002039,3619820100002011,590
3619820100002039,3619820100002012,155
3619820100002039,3619820100002014,250
3619820100002039,3619820100002021,125
3619820100002039,3619820100002023,320
3619820100002039,3619820100002026,195
3619820100002039,3619820100002027,175
3619820100002039,3619820100002028,325
3619820100002039,3619820100002029,300
3619820100002039,3619820100002030,150
3619820100002039,3619820100002031,200
3619820100002039,3619820100002033,125
3619820100002039,3619820100002035,155
3619820100002039,3619820100002036,235
3619820100002039,3619820100002037,240
3619820100002039,3619820100002038,230
3619820100002039,3619820100002039,1450
3619820100002039,3619820100002040,425
3619820100002039,3619820100002045,105
3619820100002040,3419820000000068,105
3619820100002040,3619820100001001,1340
3619820100002040,3619820100001002,1025
3619820100002040,3619820100001003,395
3619820100002040,3619820100001006,420
3619820100002040,3619820100001007,210
3619820100002040,3619820100001008,625
3619820100002040,3619820100001009,630
3619820100002040,3619820100001010,2155
3619820100002040,3619820100001011,485
3619820100002040,3619820100001012,105
3619820100002040,3619820100001015,255
3619820100002040,3619820100001018,135
3619820100002040,3619820100002004,220
3619820100002040,3619820100002006,180
3619820100002040,3619820100002007,360
3619820100002040,3619820100002008,160
3619820100002040,3619820100002009,140
3619820100002040,3619820100002010,140
3619820100002040,3619820100002011,965
3619820100002040,3619820100002012,430
3619820100002040,3619820100002013,150
3619820100002040,3619820100002014,615
3619820100002040,3619820100002015,225
3619820100002040,3619820100002021,195
3619820100002040,3619820100002023,590
3619820100002040,3619820100002025,165
3619820100002040,3619820100002026,655
3619820100002040,3619820100002027,355
3619820100002040,3619820100002028,620
3619820100002040,3619820100002029,585
3619820100002040,3619820100002030,170
3619820100002040,3619820100002031,260
3619820100002040,3619820100002033,420
3619820100002040,3619820100002034,145
3619820100002040,3619820100002035,380
3619820100002040,3619820100002036,375
3619820100002040,3619820100002037,305
3619820100002040,3619820100002038,455
3619820100002040,3619820100002039,575
3619820100002040,3619820100002040,2750
3619820100002040,3619820100002041,455
3619820100002040,3619820100002042,195
3619820100002040,3619820100002043,200
3619820100002040,3619820100002045,125
3619820100002040,3619820100002046,105
3619820100002040,3619820100003001,235
3619820100002040,3619820100003020,145
3619820100002040,3619820100003025,265
3619820100002041,3619820100001001,1050
3619820100002041,3619820100001002,615
3619820100002041,3619820100001003,410
3619820100002041,3619820100001005,105
3619820100002041,3619820100001006,185
3619820100002041,3619820100001007,245
3619820100002041,3619820100001008,370
3619820100002041,3619820100001009,320
3619820100002041,3619820100001010,1235
3619820100002041,3619820100001011,450
3619820100002041,3619820100001015,175
3619820100002041,3619820100002002,125
3619820100002041,3619820100002003,160
3619820100002041,3619820100002005,150
3619820100002041,3619820100002007,330
3619820100002041,3619820100002010,140
3619820100002041,3619820100002011,795
3619820100002041,3619820100002012,305
3619820100002041,3619820100002013,255
3619820100002041,3619820100002014,320
3619820100002041,3619820100002021,120
3619820100002041,3619820100002023,220
3619820100002041,3619820100002026,325
3619820100002041,3619820100002027,215
3619820100002041,3619820100002028,490
3619820100002041,3619820100002029,315
3619820100002041,3619820100002030,165
3619820100002041,3619820100002031,205
3619820100002041,3619820100002033,300
3619820100002041,3619820100002035,370
3619820100002041,3619820100002036,205
3619820100002041,3619820100002038,170
3619820100002041,3619820100002039,215
3619820100002041,3619820100002040,440
3619820100002041,3619820100002041,1200
3619820100002041,3619820100002043,285
3619820100002041,3619820100002044,165
3619820100002041,3619820100002045,200
3619820100002041,3619820100003001,210
3619820100002042,3619820100001001,1005
3619820100002042,3619820100001002,460
3619820100002042,3619820100001004,130
3619820100002042,3619820100001006,255
3619820100002042,3619820100001007,220
3619820100002042,3619820100001008,435
3619820100002042,3619820100001009,225
3619820100002042,3619820100001010,1145
3619820100002042,3619820100001011,315
3619820100002042,3619820100002005,125
3619820100002042,3619820100002007,195
3619820100002042,3619820100002008,190
3619820100002042,3619820100002010,235
3619820100002042,3619820100002011,975
3619820100002042,3619820100002012,640
3619820100002042,3619820100002013,325
3619820100002042,3619820100002014,615
3619820100002042,3619820100002015,155
3619820100002042,3619820100002020,250
3619820100002042,3619820100002021,415
3619820100002042,3619820100002023,420
3619820100002042,3619820100002024,245
3619820100002042,3619820100002026,755
3619820100002042,3619820100002027,335
3619820100002042,3619820100002028,580
3619820100002042,3619820100002029,335
3619820100002042,3619820100002030,170
3619820100002042,3619820100002031,250
3619820100002042,3619820100002033,170
3619820100002042,3619820100002035,365
3619820100002042,3619820100002036,305
3619820100002042,3619820100002037,155
3619820100002042,3619820100002038,225
3619820100002042,3619820100002039,170
3619820100002042,3619820100002040,500
3619820100002042,3619820100002041,280
3619820100002042,3619820100002042,1805
3619820100002042,3619820100002043,1010
3619820100002042,3619820100002044,190
3619820100002042,3619820100002045,335
3619820100002042,3619820100003001,300
3619820100002042,3619820100003025,105
3619820100002042,3619820100003031,145
3619820100002043,3419820000000068,120
3619820100002043,3619820100001001,1475
3619820100002043,3619820100001002,1000
3619820100002043,3619820100001003,310
3619820100002043,3619820100001004,160
3619820100002043,3619820100001005,195
3619820100002043,3619820100001006,380
3619820100002043,3619820100001007,255
3619820100002043,3619820100001008,685
3619820100002043,3619820100001009,650
3619820100002043,3619820100001010,2005
3619820100002043,3619820100001011,580
3619820100002043,3619820100001012,175
3619820100002043,3619820100001014,125
3619820100002043,3619820100001015,135
3619820100002043,3619820100001016,220
3619820100002043,3619820100001018,105
3619820100002043,3619820100001023,115
3619820100002043,3619820100002001,115
3619820100002043,3619820100002002,140
3619820100002043,3619820100002003,245
3619820100002043,3619820100002004,275
3619820100002043,3619820100002005,165
3619820100002043,3619820100002007,425
3619820100002043,3619820100002008,135
3619820100002043,3619820100002009,190
3619820100002043,3619820100002010,530
3619820100002043,3619820100002011,1825
3619820100002043,3619820100002012,685
3619820100002043,3619820100002013,525
3619820100002043,3619820100002014,625
3619820100002043,3619820100002015,375
3619820100002043,3619820100002017,155
3619820100002043,3619820100002018,230
3619820100002043,3619820100002019,200
3619820100002043,3619820100002020,845
3619820100002043,3619820100002021,565
3619820100002043,3619820100002022,160
3619820100002043,3619820100002023,640
3619820100002043,3619820100002024,135
3619820100002043,3619820100002025,190
3619820100002043,3619820100002026,980
3619820100002043,3619820100002027,270
3619820100002043,3619820100002028,775
3619820100002043,3619820100002029,540
3619820100002043,3619820100002030,325
3619820100002043,3619820100002031,265
3619820100002043,3619820100002032,140
3619820100002043,3619820100002033,125
3619820100002043,3619820100002034,185
3619820100002043,3619820100002035,395
3619820100002043,3619820100002036,280
3619820100002043,3619820100002038,405
3619820100002043,3619820100002039,180
3619820100002043,3619820100002040,435
3619820100002043,3619820100002041,225
3619820100002043,3619820100002042,495
3619820100002043,3619820100002043,2015
3619820100002043,3619820100002044,275
3619820100002043,3619820100002045,760
3619820100002043,3619820100003001,625
3619820100002043,3619820100003002,140
3619820100002043,3619820100003005,155
3619820100002043,3619820100003020,145
3619820100002043,3619820100003023,105
3619820100002043,3619820100003025,195
3619820100002043,3619820100003041,105
3619820100002043,3619820100004002,130
3619820100002044,3619820100001001,2000
3619820100002044,3619820100001002,1420
3619820100002044,3619820100001003,255
3619820100002044,3619820100001004,175
3619820100002044,3619820100001006,575
3619820100002044,3619820100001007,360
3619820100002044,3619820100001008,690
3619820100002044,3619820100001009,655
3619820100002044,3619820100001010,2415
3619820100002044,3619820100001011,800
3619820100002044,3619820100001012,330
3619820100002044,3619820100001013,195
3619820100002044,3619820100001014,105
3619820100002044,3619820100001015,465
3619820100002044,3619820100001016,600
3619820100002044,3619820100001018,220
3619820100002044,3619820100002001,225
3619820100002044,3619820100002002,295
3619820100002044,3619820100002003,345
3619820100002044,3619820100002004,585
3619820100002044,3619820100002005,235
3619820100002044,3619820100002006,280
3619820100002044,3619820100002007,470
3619820100002044,3619820100002008,160
3619820100002044,3619820100002009,245
3619820100002044,3619820100002010,740
3619820100002044,3619820100002011,2060
3619820100002044,3619820100002012,955
3619820100002044,3619820100002013,425
3619820100002044,3619820100002014,825
3619820100002044,3619820100002015,460
3619820100002044,3619820100002016,235
3619820100002044,3619820100002017,270
3619820100002044,3619820100002018,695
3619820100002044,3619820100002019,225
3619820100002044,3619820100002020,845
3619820100002044,3619820100002021,900
3619820100002044,3619820100002022,215
3619820100002044,3619820100002023,700
3619820100002044,3619820100002024,160
3619820100002044,3619820100002025,105
3619820100002044,3619820100002026,530
3619820100002044,3619820100002027,300
3619820100002044,3619820100002028,465
3619820100002044,3619820100002029,430
3619820100002044,3619820100002030,295
3619820100002044,3619820100002031,370
3619820100002044,3619820100002033,410
3619820100002044,3619820100002034,155
3619820100002044,3619820100002036,130
3619820100002044,3619820100002037,210
3619820100002044,3619820100002038,320
3619820100002044,3619820100002039,235
3619820100002044,3619820100002040,305
3619820100002044,3619820100002041,250
3619820100002044,3619820100002042,200
3619820100002044,3619820100002043,535
3619820100002044,3619820100002044,2285
3619820100002044,3619820100002045,845
3619820100002044,3619820100002046,155
3619820100002044,3619820100002047,125
3619820100002044,3619820100003001,510
3619820100002044,3619820100003002,145
3619820100002044,3619820100003005,130
3619820100002044,3619820100003010,145
3619820100002044,3619820100003023,140
3619820100002044,3619820100003025,470
3619820100002044,3619820100003031,225
3619820100002044,3619820100003051,150
3619820100002044,3619820100004002,145
3619820100002044,3619820100009031,110
3619820100002045,3619820100001001,1970
3619820100002045,3619820100001002,900
3619820100002045,3619820100001003,375
3619820100002045,3619820100001005,155
3619820100002045,3619820100001006,645
3619820100002045,3619820100001007,480
3619820100002045,3619820100001008,860
3619820100002045,3619820100001009,595
3619820100002045,3619820100001010,2275
3619820100002045,3619820100001011,820
3619820100002045,3619820100001012,275
3619820100002045,3619820100001013,160
3619820100002045,3619820100001014,265
3619820100002045,3619820100001015,125
3619820100002045,3619820100001016,275
3619820100002045,3619820100001017,165
3619820100002045,3619820100001018,110
3619820100002045,3619820100001021,115
3619820100002045,3619820100002001,125
3619820100002045,3619820100002002,145
3619820100002045,3619820100002003,310
3619820100002045,3619820100002004,365
3619820100002045,3619820100002006,340
3619820100002045,3619820100002007,525
3619820100002045,3619820100002008,115
3619820100002045,3619820100002009,190
3619820100002045,3619820100002010,330
3619820100002045,3619820100002011,2155
3619820100002045,3619820100002012,950
3619820100002045,3619820100002013,675
3619820100002045,3619820100002014,925
3619820100002045,3619820100002015,430
3619820100002045,3619820100002016,225
3619820100002045,3619820100002017,460
3619820100002045,3619820100002018,180
3619820100002045,3619820100002019,225
3619820100002045,3619820100002020,230
3619820100002045,3619820100002021,255
3619820100002045,3619820100002022,115
3619820100002045,3619820100002023,560
3619820100002045,3619820100002024,105
3619820100002045,3619820100002026,725
3619820100002045,3619820100002027,460
3619820100002045,3619820100002028,795
3619820100002045,3619820100002029,645
3619820100002045,3619820100002030,120
3619820100002045,3619820100002031,525
3619820100002045,3619820100002032,145
3619820100002045,3619820100002033,155
3619820100002045,3619820100002036,130
3619820100002045,3619820100002037,135
3619820100002045,3619820100002038,390
3619820100002045,3619820100002040,185
3619820100002045,3619820100002041,115
3619820100002045,3619820100002043,500
3619820100002045,3619820100002044,190
3619820100002045,3619820100002045,2880
3619820100002045,3619820100002046,485
3619820100002045,3619820100002047,330
3619820100002045,3619820100003001,595
3619820100002045,3619820100003005,155
3619820100002045,3619820100003007,150
3619820100002045,3619820100003008,175
3619820100002045,3619820100003010,215
3619820100002045,3619820100003020,265
3619820100002045,3619820100003021,110
3619820100002045,3619820100003023,335
3619820100002045,3619820100003025,605
3619820100002045,3619820100003031,455
3619820100002045,3619820100003041,105
3619820100002045,3619820100003048,105
3619820100002045,3619820100003052,190
3619820100002045,3619820100004002,150
3619820100002045,3619820100009006,150
3619820100002046,3619820100001001,500
3619820100002046,3619820100001002,240
3619820100002046,3619820100001003,120
3619820100002046,3619820100001006,125
3619820100002046,3619820100001008,255
3619820100002046,3619820100001009,160
3619820100002046,3619820100001010,470
3619820100002046,3619820100001011,170
3619820100002046,3619820100001014,160
3619820100002046,3619820100002002,125
3619820100002046,3619820100002004,220
3619820100002046,3619820100002007,120
3619820100002046,3619820100002010,145
3619820100002046,3619820100002011,595
3619820100002046,3619820100002012,355
3619820100002046,3619820100002014,215
3619820100002046,3619820100002015,225
3619820100002046,3619820100002017,145
3619820100002046,3619820100002020,120
3619820100002046,3619820100002023,160
3619820100002046,3619820100002026,170
3619820100002046,3619820100002027,130
3619820100002046,3619820100002029,145
3619820100002046,3619820100002043,105
3619820100002046,3619820100002045,420
3619820100002046,3619820100002046,550
3619820100002046,3619820100003001,230
3619820100002046,3619820100003025,120
3619820100002046,3619820100003031,120
3619820100002047,3619820100001001,875
3619820100002047,3619820100001002,540
3619820100002047,3619820100001003,215
3619820100002047,3619820100001006,315
3619820100002047,3619820100001007,140
3619820100002047,3619820100001008,475
3619820100002047,3619820100001009,175
3619820100002047,3619820100001010,855
3619820100002047,3619820100001011,395
3619820100002047,3619820100001015,215
3619820100002047,3619820100002002,245
3619820100002047,3619820100002003,165
3619820100002047,3619820100002004,305
3619820100002047,3619820100002006,180
3619820100002047,3619820100002007,200
3619820100002047,3619820100002008,145
3619820100002047,3619820100002009,215
3619820100002047,3619820100002010,175
3619820100002047,3619820100002011,825
3619820100002047,3619820100002012,325
3619820100002047,3619820100002014,365
3619820100002047,3619820100002015,125
3619820100002047,3619820100002017,135
3619820100002047,3619820100002021,125
3619820100002047,3619820100002023,305
3619820100002047,3619820100002026,405
3619820100002047,3619820100002027,210
3619820100002047,3619820100002028,410
3619820100002047,3619820100002029,235
3619820100002047,3619820100002032,110
3619820100002047,3619820100002033,275
3619820100002047,3619820100002036,255
3619820100002047,3619820100002038,110
3619820100002047,3619820100002043,120
3619820100002047,3619820100002045,990
3619820100002047,3619820100002047,820
3619820100002047,3619820100003001,685
3619820100002047,3619820100003002,235
3619820100002047,3619820100003003,215
3619820100002047,3619820100003004,105
3619820100002047,3619820100003007,115
3619820100002047,3619820100003010,145
3619820100002047,3619820100003018,125
3619820100002047,3619820100003019,115
3619820100002047,3619820100003020,250
3619820100002047,3619820100003021,230
3619820100002047,3619820100003023,130
3619820100002047,3619820100003025,360
3619820100002047,3619820100003031,150
3619820100003001,3619820100001001,1735
3619820100003001,3619820100001002,1090
3619820100003001,3619820100001003,420
3619820100003001,3619820100001005,305
3619820100003001,3619820100001006,775
3619820100003001,3619820100001007,320
3619820100003001,3619820100001008,1645
3619820100003001,3619820100001009,1100
3619820100003001,3619820100001010,4635
3619820100003001,3619820100001011,1690
3619820100003001,3619820100001012,310
3619820100003001,3619820100001013,375
3619820100003001,3619820100001014,300
3619820100003001,3619820100001015,900
3619820100003001,3619820100001016,460
3619820100003001,3619820100001017,235
3619820100003001,3619820100001018,155
3619820100003001,3619820100001019,115
3619820100003001,3619820100001025,190
3619820100003001,3619820100001026,150
3619820100003001,3619820100002011,130
3619820100003001,3619820100002014,170
3619820100003001,3619820100002023,105
3619820100003001,3619820100002028,135
3619820100003001,3619820100003001,3920
3619820100003001,3619820100003002,365
3619820100003001,3619820100003003,485
3619820100003001,3619820100003004,140
3619820100003001,3619820100003005,295
3619820100003001,3619820100003006,355
3619820100003001,3619820100003007,320
3619820100003001,3619820100003009,130
3619820100003001,3619820100003010,360
3619820100003001,3619820100003014,150
3619820100003001,3619820100003016,110
3619820100003001,3619820100003018,175
3619820100003001,3619820100003019,220
3619820100003001,3619820100003021,155
3619820100003001,3619820100003025,185
3619820100003001,3619820100003031,370
3619820100003001,3619820100003037,130
3619820100003001,3619820100003039,120
3619820100003001,3619820100003041,315
3619820100003001,3619820100003043,185
3619820100003001,3619820100003048,190
3619820100003001,3619820100009040,145
3619820100003002,3619820100001001,240
3619820100003002,3619820100001002,230
3619820100003002,3619820100001003,115
3619820100003002,3619820100001008,275
3619820100003002,3619820100001010,665
3619820100003002,3619820100001011,200
3619820100003002,3619820100001012,110
3619820100003002,3619820100001015,120
3619820100003002,3619820100001017,170
3619820100003002,3619820100001019,105
3619820100003002,3619820100003001,390
3619820100003002,3619820100003002,535
3619820100003002,3619820100003003,275
3619820100003002,3619820100003004,120
3619820100003002,3619820100003005,140
3619820100003002,3619820100003006,130
3619820100003002,3619820100003025,140
3619820100003003,3619820100001001,1935
3619820100003003,3619820100001002,2145
3619820100003003,3619820100001003,395
3619820100003003,3619820100001004,340
3619820100003003,3619820100001005,435
3619820100003003,3619820100001006,1455
3619820100003003,3619820100001007,695
3619820100003003,3619820100001008,2585
3619820100003003,3619820100001009,1100
3619820100003003,3619820100001010,6125
3619820100003003,3619820100001011,2075
3619820100003003,3619820100001012,475
3619820100003003,3619820100001013,670
3619820100003003,3619820100001014,445
3619820100003003,3619820100001015,1715
3619820100003003,3619820100001016,770
3619820100003003,3619820100001017,185
3619820100003003,3619820100001018,310
3619820100003003,3619820100001019,120
3619820100003003,3619820100001021,130
3619820100003003,3619820100002002,105
3619820100003003,3619820100002011,315
3619820100003003,3619820100003001,1925
3619820100003003,3619820100003002,755
3619820100003003,3619820100003003,4045
3619820100003003,3619820100003004,515
3619820100003003,3619820100003005,525
3619820100003003,3619820100003006,190
3619820100003003,3619820100003007,265
3619820100003003,3619820100003008,305
3619820100003003,3619820100003009,220
3619820100003003,3619820100003010,230
3619820100003003,3619820100003012,210
3619820100003003,3619820100003016,140
3619820100003003,3619820100003018,315
3619820100003003,3619820100003020,115
3619820100003003,3619820100003023,130
3619820100003003,3619820100003025,160
3619820100003003,3619820100003031,255
3619820100003003,3619820100003033,170
3619820100003003,3619820100003035,160
3619820100003003,3619820100003037,165
3619820100003003,3619820100003040,105
3619820100003003,3619820100003041,130
3619820100003003,3619820100003043,150
3619820100003003,3619820100003045,160
3619820100003003,3619820100003046,130
3619820100003003,3619820100003048,290
3619820100003003,3619820100003049,110
3619820100003003,3619820100006002,175
3619820100003003,3619820100009040,115
3619820100003004,3619820100001001,660
3619820100003004,3619820100001002,470
3619820100003004,3619820100001004,140
3619820100003004,3619820100001006,425
3619820100003004,3619820100001007,160
3619820100003004,3619820100001008,540
3619820100003004,3619820100001009,370
3619820100003004,3619820100001010,1660
3619820100003004,3619820100001011,695
3619820100003004,3619820100001012,270
3619820100003004,3619820100001013,135
3619820100003004,3619820100001014,160
3619820100003004,3619820100001015,465
3619820100003004,3619820100001016,135
3619820100003004,3619820100001018,110
3619820100003004,3619820100003001,1040
3619820100003004,3619820100003002,325
3619820100003004,3619820100003003,450
3619820100003004,3619820100003004,1250
3619820100003004,3619820100003005,215
3619820100003004,3619820100003006,115
3619820100003004,3619820100003007,130
3619820100003004,3619820100003009,130
3619820100003004,3619820100003021,170
3619820100003004,3619820100004002,220
3619820100003005,3619820100001001,1300
3619820100003005,3619820100001002,1020
3619820100003005,3619820100001003,155
3619820100003005,3619820100001005,225
3619820100003005,3619820100001006,680
3619820100003005,3619820100001007,340
3619820100003005,3619820100001008,1165
3619820100003005,3619820100001009,1110
3619820100003005,3619820100001010,4000
3619820100003005,3619820100001011,930
3619820100003005,3619820100001012,325
3619820100003005,3619820100001013,265
3619820100003005,3619820100001014,135
3619820100003005,3619820100001015,620
3619820100003005,3619820100001016,355
3619820100003005,3619820100001018,200
3619820100003005,3619820100002011,240
3619820100003005,3619820100003001,1100
3619820100003005,3619820100003002,390
3619820100003005,3619820100003003,980
3619820100003005,3619820100003004,425
3619820100003005,3619820100003005,2320
3619820100003005,3619820100003006,195
3619820100003005,3619820100003007,190
3619820100003005,3619820100003018,165
3619820100003005,3619820100003020,140
3619820100003005,3619820100003025,175
3619820100003005,3619820100003031,225
3619820100003005,3619820100003042,105
3619820100003005,3619820100003043,165
3619820100003005,3619820100003045,110
3619820100003005,3619820100003046,140
3619820100003006,3619820100001001,1310
3619820100003006,3619820100001002,1045
3619820100003006,3619820100001003,165
3619820100003006,3619820100001004,150
3619820100003006,3619820100001005,150
3619820100003006,3619820100001006,800
3619820100003006,3619820100001007,275
3619820100003006,3619820100001008,1065
3619820100003006,3619820100001009,715
3619820100003006,3619820100001010,2390
3619820100003006,3619820100001011,650
3619820100003006,3619820100001012,375
3619820100003006,3619820100001013,360
3619820100003006,3619820100001014,325
3619820100003006,3619820100001015,835
3619820100003006,3619820100001016,630
3619820100003006,3619820100001017,235
3619820100003006,3619820100001022,105
3619820100003006,3619820100002001,110
3619820100003006,3619820100002011,185
3619820100003006,3619820100002027,185
3619820100003006,3619820100003001,1175
3619820100003006,3619820100003002,430
3619820100003006,3619820100003003,315
3619820100003006,3619820100003004,195
3619820100003006,3619820100003005,345
3619820100003006,3619820100003006,1020
3619820100003006,3619820100003007,375
3619820100003006,3619820100003008,135
3619820100003006,3619820100003010,345
3619820100003006,3619820100003011,145
3619820100003006,3619820100003013,115
3619820100003006,3619820100003017,215
3619820100003006,3619820100003018,155
3619820100003006,3619820100003020,170
3619820100003006,3619820100003025,105
3619820100003006,3619820100003031,135
3619820100003006,3619820100003037,115
3619820100003006,3619820100003045,110
3619820100003006,3619820100003048,235
3619820100003006,3619820100004001,135
3619820100003007,3619820100001001,2535
3619820100003007,3619820100001002,1965
3619820100003007,3619820100001003,445
3619820100003007,3619820100001004,360
3619820100003007,3619820100001005,510
3619820100003007,3619820100001006,855
3619820100003007,3619820100001007,725
3619820100003007,3619820100001008,1780
3619820100003007,3619820100001009,1195
3619820100003007,3619820100001010,5985
3619820100003007,3619820100001011,1630
3619820100003007,3619820100001012,745
3619820100003007,3619820100001013,615
3619820100003007,3619820100001014,665
3619820100003007,3619820100001015,1245
3619820100003007,3619820100001016,535
3619820100003007,3619820100001017,355
3619820100003007,3619820100001018,175
3619820100003007,3619820100001019,185
3619820100003007,3619820100001025,390
3619820100003007,3619820100001027,195
3619820100003007,3619820100002003,110
3619820100003007,3619820100002004,175
3619820100003007,3619820100002011,430
3619820100003007,3619820100002026,120
3619820100003007,3619820100002028,200
3619820100003007,3619820100002045,190
3619820100003007,3619820100003001,2930
3619820100003007,3619820100003002,915
3619820100003007,3619820100003003,1220
3619820100003007,3619820100003004,425
3619820100003007,3619820100003005,525
3619820100003007,3619820100003006,590
3619820100003007,3619820100003007,4185
3619820100003007,3619820100003008,710
3619820100003007,3619820100003009,515
3619820100003007,3619820100003010,985
3619820100003007,3619820100003011,225
3619820100003007,3619820100003012,105
3619820100003007,3619820100003014,195
3619820100003007,3619820100003015,105
3619820100003007,3619820100003016,265
3619820100003007,3619820100003017,195
3619820100003007,3619820100003018,535
3619820100003007,3619820100003019,140
3619820100003007,3619820100003020,375
3619820100003007,3619820100003021,420
3619820100003007,3619820100003023,190
3619820100003007,3619820100003024,105
3619820100003007,3619820100003025,535
3619820100003007,3619820100003027,130
3619820100003007,3619820100003028,130
3619820100003007,3619820100003031,815
3619820100003007,3619820100003033,215
3619820100003007,3619820100003035,255
3619820100003007,3619820100003036,105
3619820100003007,3619820100003037,310
3619820100003007,3619820100003038,155
3619820100003007,3619820100003039,405
3619820100003007,3619820100003040,120
3619820100003007,3619820100003041,465
3619820100003007,3619820100003042,120
3619820100003007,3619820100003043,230
3619820100003007,3619820100003044,105
3619820100003007,3619820100003046,210
3619820100003007,3619820100003047,215
