ID,fatalities,injuries,masterid,LAT,LNG
14236,0,5,14236,40.68031545,-73.99688644
40190,0,14,40190,40.66302868,-73.99167275
40045,0,3,40045,40.69297739,-73.98251748
18240,0,14,18240,40.67098919,-73.98478987
6542,0,97,6542,40.68305541,-73.97376366
30474,0,8,30474,40.67510166,-74.00168277
17380,0,15,17380,40.66515475,-73.97972043
4956,0,14,4956,40.65503678,-73.97846804
28643,0,16,28643,40.69604993,-73.98508205
15855,0,1,15855,40.65275429,-73.9781473
2343,0,10,2343,40.68775162,-73.99330326
39656,0,12,39656,40.68650344,-73.98785887
17741,0,0,17741,40.65919138,-74.00645194
2580,0,6,2580,40.68629411,-73.9852592
33477,1,36,33477,40.66914594,-73.98971834
37351,0,10,37351,40.6710516,-73.98142495
18453,0,88,18453,40.67448,-73.99987577
42644,0,23,42644,40.68061138,-74.00309126
24610,0,63,24610,40.65720138,-74.00467331
39851,0,9,39851,40.66882492,-73.97332284
30796,1,280,30796,40.68442334,-73.97838863
31682,0,13,31682,40.66113865,-73.99005216
10947,0,8,10947,40.67369449,-73.96719129
12580,0,5,12580,40.67578965,-74.00116604
4122,0,10,4122,40.66569309,-73.98258126
1676,0,12,1676,40.67670957,-74.00476404
25007,0,36,25007,40.66416516,-73.99054503
6845,0,56,6845,40.6734879,-73.97295548
40807,0,17,40807,40.68544841,-73.9913325
24500,1,15,24500,40.66822309,-73.97382528
28286,0,9,28286,40.68443024,-73.99490114
32989,0,14,32989,40.64742806,-73.97911822
41989,0,5,41989,40.66208012,-73.98559572
23579,0,1,23579,40.69811583,-73.97331092
29322,0,2,29322,40.67193351,-73.97626308
39266,0,19,39266,40.68825405,-73.97928543
12795,0,17,12795,40.67584367,-73.9990391
32279,0,23,32279,40.68227427,-73.99348051
13612,0,14,13612,40.6760729,-73.9775309
20317,0,18,20317,40.69099264,-73.99174171
14655,0,6,14655,40.67768953,-74.0004046
8632,0,30,8632,40.65598894,-74.00267646
36711,0,0,36711,40.67975306,-74.00151584
9363,0,9,9363,40.68228131,-73.98523672
42024,0,69,42024,40.66588663,-73.99639876
31928,0,204,31928,40.68250861,-73.97631628
29935,0,6,29935,40.65686469,-73.998091
27502,0,29,27502,40.68085286,-73.97745458
17004,2,295,17004,40.68405229,-73.97745722
40306,0,11,40306,40.66991017,-73.97906288
39774,0,9,39774,40.6766943,-73.99682795
5627,0,19,5627,40.69638603,-73.97738953
4489,0,2,4489,40.670042,-74.00183198
43075,0,100,43075,40.66495767,-73.99335079
39565,0,2,39565,40.6911804,-73.99506807
2208,0,6,2208,40.65029122,-73.97453054
27267,0,8,27267,40.65827059,-73.98227503
32037,0,20,32037,40.66845081,-73.99353068
9944,0,11,9944,40.68087188,-73.99887682
25444,0,8,25444,40.68228733,-73.99819211
23365,0,52,23365,40.68786735,-73.96878493
41673,0,47,41673,40.69604744,-73.97244284
4714,0,68,4714,40.68983073,-73.97862494
12241,0,8,12241,40.69407432,-73.97598393
13011,0,1,13011,40.67931443,-73.98998533
14149,0,13,14149,40.66707573,-73.99507118
34532,0,27,34532,40.67752631,-73.96370854
38881,0,13,38881,40.67382774,-73.97588854
13318,0,85,13318,40.69596468,-73.97039764
22066,0,75,22066,40.68372681,-73.96796055
14358,0,7,14358,40.67131291,-74.0012199
18105,0,19,18105,40.6890969,-73.99265419
25558,0,26,25558,40.68023641,-73.96423657
36744,0,229,36744,40.69209341,-73.98255398
35919,0,6,35919,40.68822631,-73.99533326
38862,0,0,38862,40.67222798,-74.01100637
20909,0,24,20909,40.69016273,-73.98709986
33347,0,12,33347,40.68164207,-73.98567184
19576,0,0,19576,40.65334237,-73.9794892
26876,0,42,26876,40.68664685,-73.97981084
11276,0,25,11276,40.68606458,-73.97143375
43341,0,55,43341,40.66168008,-74.00002368
16158,0,1,16158,40.68121712,-73.9886992
39895,0,12,39895,40.68172342,-73.99620846
43837,0,5,43837,40.67185224,-74.00324169
31085,0,4,31085,40.68788416,-73.9954968
26790,1,6,26790,40.67285339,-73.97338544
20132,0,58,20132,40.69484021,-73.98391888
41061,0,1,41061,40.66191437,-73.98685582
3865,0,21,3865,40.66749813,-73.98107031
23229,0,1,23229,40.69220086,-73.96280894
5210,0,52,5210,40.66613823,-73.99223589
11366,0,3,11366,40.67280295,-74.00664999
9273,0,48,9273,40.69145767,-73.98734787
16967,0,0,16967,40.6942563,-73.97798584
332,1,86,332,40.67507708,-73.98800399
25224,0,29,25224,40.6885548,-73.96283559
84,0,52,84,40.68348273,-73.96688962
32225,0,57,32225,40.67677783,-73.98347107
5663,0,19,5663,40.68594572,-73.99417258
40368,0,4,40368,40.65925704,-73.97801469
5874,0,6,5874,40.68481599,-73.99908066
27410,0,14,27410,40.68522462,-73.98871156
21356,0,29,21356,40.69175568,-73.96656629
4547,0,7,4547,40.69754204,-73.98311794
11268,0,17,11268,40.67263115,-73.97000245
32675,0,10,32675,40.67468977,-73.96984179
29450,0,13,29450,40.69167949,-73.97255342
20292,0,11,20292,40.66942718,-73.97281991
35070,0,19,35070,40.69350769,-73.96498126
24249,0,67,24249,40.68820942,-73.96582205
43825,0,17,43825,40.66816808,-73.9772077
40375,0,33,40375,40.67614789,-73.98389645
18617,0,1,18617,40.67392668,-73.96871733
13378,0,7,13378,40.68347315,-73.99972556
26913,0,24,26913,40.68741519,-73.97268746
36705,0,42,36705,40.67011022,-73.99779784
26773,0,14,26773,40.66022793,-73.99458791
17897,1,48,17897,40.68946752,-73.96910363
42156,0,31,42156,40.67446629,-73.97546679
37331,0,11,37331,40.68697685,-73.96350836
14609,0,3,14609,40.6709028,-73.99685102
15535,0,6,15535,40.67958592,-73.96506694
20123,0,7,20123,40.67901107,-74.00559455
41803,0,6,41803,40.65068537,-73.97372702
15380,0,20,15380,40.67543802,-73.97796
24663,0,39,24663,40.65766687,-74.00092382
4375,0,5,4375,40.68005417,-73.99927037
35755,0,23,35755,40.67897762,-73.98499877
20510,0,47,20510,40.66669521,-73.96161628
35090,0,3,35090,40.68354371,-73.99262293
11755,0,18,11755,40.66876975,-73.97670562
43452,0,16,43452,40.68280167,-73.96071801
36919,0,0,36919,40.6976179,-73.98497856
10368,0,32,10368,40.66794551,-73.99072499
43901,0,155,43901,40.67397469,-73.98569882
18308,0,18,18308,40.67457294,-73.98520118
9748,0,13,9748,40.67514569,-73.98132615
32784,0,3,32784,40.68056909,-74.001122
10354,0,2,10354,40.67563095,-74.00350202
39310,0,2,39310,40.67443612,-74.0099589
16656,0,140,16656,40.69046751,-73.98789202
42727,0,7,42727,40.6546287,-74.00041318
23890,0,45,23890,40.68576305,-73.97307315
11634,1,17,11634,40.67079058,-73.99489522
14473,0,22,14473,40.67627105,-74.00319364
27447,0,19,27447,40.6820583,-73.99086664
36019,1,197,36019,40.69637982,-73.98019975
13447,0,46,13447,40.69334171,-73.96688042
37383,0,10,37383,40.67512112,-74.00961173
10298,1,21,10298,40.64759568,-73.97350397
3810,0,10,3810,40.69202542,-73.98179026
14278,0,9,14278,40.67446942,-74.00197005
11415,0,6,11415,40.6670221,-73.97483328
29685,0,13,29685,40.69441208,-73.97605153
32733,0,34,32733,40.68924581,-73.98872147
14737,0,4,14737,40.68675291,-73.9960412
34119,0,84,34119,40.68303972,-73.96477853
20606,0,5,20606,40.69683241,-73.9849111
37355,0,18,37355,40.68586869,-73.98828897
11849,0,179,11849,40.66550718,-73.99277001
3205,0,8,3205,40.68731407,-73.99193985
18103,0,5,18103,40.69029217,-73.98443216
32644,0,14,32644,40.67261849,-74.00059452
36265,0,32,36265,40.67854305,-73.96854214
6111,0,9,6111,40.65126977,-73.97179873
3824,0,5,3824,40.67713183,-73.99841787
34592,1,40,34592,40.69343814,-73.97782679
20146,0,5,20146,40.67549258,-73.96751875
40309,0,6,40309,40.69160186,-73.97054933
18603,1,60,18603,40.69312038,-73.9688099
39296,0,18,39296,40.67994568,-73.98955884
39260,0,2,39260,40.69883205,-73.97994806
9458,0,66,9458,40.6729881,-73.96885658
29583,0,16,29583,40.65159173,-73.98110912
1573,0,5,1573,40.68713865,-73.98742924
20789,0,22,20789,40.67086125,-73.99152256
32999,0,20,32999,40.66256342,-73.96087234
38363,0,138,38363,40.67523711,-73.97104919
16040,0,38,16040,40.69372058,-73.99045287
1514,0,13,1514,40.68608243,-73.99090315
36818,0,30,36818,40.67816621,-73.96222841
32349,0,196,32349,40.67787863,-74.00243513
30696,0,12,30696,40.68966258,-73.97410905
29345,0,23,29345,40.66190848,-73.99283831
35964,0,19,35964,40.68808871,-73.9668207
6331,0,22,6331,40.68753511,-73.97749778
27371,0,2,27371,40.65344501,-73.97425154
13741,0,5,13741,40.67570738,-73.98747869
27324,0,11,27324,40.67628545,-73.9869986
39173,0,21,39173,40.67051203,-73.97856
26049,0,29,26049,40.68719071,-73.97461657
33998,0,61,33998,40.6912377,-73.98212312
963,0,45,963,40.68377032,-73.97876928
7519,0,289,7519,40.68881956,-73.98087944
6859,1,8,6859,40.674146,-74.00600547
5684,0,28,5684,40.69800481,-73.97478664
13721,0,22,13721,40.6681033,-73.98056908
38600,0,5,38600,40.66031267,-74.00530103
11807,0,10,11807,40.65760082,-73.99018842
23274,0,15,23274,40.68269393,-73.99042374
35326,0,52,35326,40.68681922,-73.97819813
1803,0,16,1803,40.65560677,-73.97787311
35722,0,4,35722,40.68635202,-73.962398
11286,0,82,11286,40.66393546,-73.99767451
385,0,0,385,40.65511383,-73.97707697
5617,0,5,5617,40.69683934,-73.98706235
23011,0,15,23011,40.65263928,-73.97268289
30409,0,24,30409,40.66340177,-73.97784275
8023,0,1,8023,40.67904503,-73.99567138
25861,0,17,25861,40.68164034,-73.99391345
4188,0,48,4188,40.69824651,-73.98054419
4504,0,1,4504,40.66146904,-74.00409859
3092,1,28,3092,40.6821184,-73.97659585
19965,0,39,19965,40.68454599,-73.96508247
17189,0,22,17189,40.69808695,-73.97678643
36119,0,6,36119,40.68134712,-73.96551241
31680,0,1,31680,40.68639845,-73.99727742
16177,0,11,16177,40.66623221,-73.98544518
12823,0,20,12823,40.68507731,-73.97789405
31310,0,35,31310,40.65949608,-73.96055809
37544,0,24,37544,40.68977293,-73.97709802
2769,0,5,2769,40.65974795,-74.00587004
20731,0,21,20731,40.6842049,-73.96805422
29451,0,9,29451,40.67648871,-73.99872819
35874,0,10,35874,40.67475832,-73.97209571
10795,0,9,10795,40.68253257,-73.96235281
3741,2,39,3741,40.67368667,-74.00007605
42206,0,7,42206,40.65742847,-73.99750145
21031,1,173,21031,40.68351323,-73.97595023
28931,0,12,28931,40.68763828,-73.97076366
16787,0,2,16787,40.67839718,-74.00589016
13821,0,1,13821,40.64860581,-73.97275401
14925,0,108,14925,40.68087191,-73.97514317
36799,0,5,36799,40.68186239,-73.98827189
28755,0,67,28755,40.66917267,-73.98630429
13286,0,0,13286,40.68424525,-73.97205887
19886,0,38,19886,40.69252299,-73.99081907
37048,0,2,37048,40.68510848,-73.96022119
36266,2,326,36266,40.68111578,-73.96440671
11646,0,3,11646,40.67720377,-73.99415514
15932,0,28,15932,40.68312672,-73.98742957
10908,0,27,10908,40.68545823,-73.9723125
28165,0,31,28165,40.65879687,-73.99977491
13063,0,12,13063,40.65614261,-73.97729675
11125,0,1,11125,40.64812222,-73.97924992
37672,0,7,37672,40.66092986,-73.98668171
15162,0,0,15162,40.66213063,-73.98722081
24327,0,1,24327,40.68414507,-73.97302788
23258,0,33,23258,40.67851632,-73.96390202
2961,1,14,2961,40.68545114,-73.98309138
10505,0,67,10505,40.69035786,-73.98973286
23912,0,3,23912,40.69227702,-73.98818594
19236,0,13,19236,40.68990041,-73.98042941
37935,0,41,37935,40.69837451,-73.98305518
38630,0,16,38630,40.68269091,-73.96167086
520,1,531,520,40.69603351,-73.98452869
28947,0,97,28947,40.66169063,-73.96142917
31629,0,22,31629,40.677078,-73.97368696
10431,0,78,10431,40.6870254,-73.97620586
35609,0,17,35609,40.65966952,-73.9951689
25039,0,21,25039,40.69056115,-73.98510412
36345,1,48,36345,40.66725341,-73.9945434
24230,0,32,24230,40.68280663,-73.96366358
35658,0,9,35658,40.67225637,-73.98041847
25645,0,8,25645,40.66448919,-73.98358567
30,0,63,30,40.66047292,-73.99801491
24300,0,8,24300,40.65771109,-73.98285316
23329,2,69,23329,40.68674453,-73.96552511
29230,0,16,29230,40.68969982,-73.98295684
6864,0,2,6864,40.68290923,-73.98479805
33158,0,27,33158,40.6949617,-73.98716133
21414,0,55,21414,40.6554286,-74.00325835
30853,0,10,30853,40.68935801,-73.98209738
21500,0,3,21500,40.6714028,-73.99438367
38712,0,330,38712,40.69365793,-73.98364463
39276,0,36,39276,40.68239495,-73.9958811
4227,0,4,4227,40.67062947,-73.97181595
31564,0,38,31564,40.66146896,-73.98612278
19412,0,22,19412,40.67836142,-73.97914143
27166,0,6,27166,40.65366726,-73.97865348
18901,0,23,18901,40.68551308,-73.97428154
22828,0,11,22828,40.67806432,-73.97618051
1235,0,49,1235,40.66279337,-73.99887109
21244,0,16,21244,40.68708958,-73.96254657
1802,0,23,1802,40.69724595,-73.9851034
40392,0,6,40392,40.66343739,-73.98665515
43240,0,32,43240,40.68326723,-73.96586472
34462,0,27,34462,40.69320985,-73.97187262
29191,0,9,29191,40.68429777,-73.99722685
16798,1,123,16798,40.69221234,-73.9890018
20479,0,8,20479,40.68216221,-73.96059514
25108,0,17,25108,40.68588482,-73.97337475
29865,0,18,29865,40.67400015,-73.98227687
13311,0,19,13311,40.67443341,-73.96693585
6467,0,5,6467,40.69066661,-73.98536392
302,0,21,302,40.68672045,-73.98223165
13609,0,14,13609,40.67272946,-73.97091409
9766,0,25,9766,40.66756949,-73.97771695
6887,0,73,6887,40.68046658,-73.96134109
29766,0,24,29766,40.67171499,-73.97755782
38902,0,1,38902,40.69308831,-73.98622596
21367,1,10,21367,40.6802648,-73.97785088
5190,0,12,5190,40.68418143,-73.98395293
8408,0,167,8408,40.686682,-73.97936298
22206,1,98,22206,40.68777312,-73.98700001
