ID,fatalities,injuries,masterid,LAT,LNG
8362,0,10,8362,40.68510014,-73.99457807
40170,0,6,40170,40.69164066,-73.97155972
6034,1,163,6034,40.69099515,-73.98932037
33179,0,22,33179,40.64752599,-73.97819074
35359,0,22,35359,40.67867921,-73.98219831
39918,1,34,39918,40.6873298,-73.98181678
7821,0,74,7821,40.68519595,-73.97827416
16501,1,29,16501,40.66246874,-73.99225494
12147,0,48,12147,40.68709088,-73.97656963
927,0,39,927,40.67868032,-73.9904264
24440,0,21,24440,40.67025742,-73.99202455
34720,0,6,34720,40.65041205,-73.9737743
34262,0,17,34262,40.6652136,-73.97633386
13174,0,22,13174,40.66153948,-73.98273252
37256,0,15,37256,40.68891457,-73.99500122
42987,0,17,42987,40.68595825,-73.9802718
8227,0,2,8227,40.65273535,-73.97608163
37583,0,1,37583,40.67155984,-73.97549401
3590,0,2,3590,40.6781615,-73.99612861
40844,0,12,40844,40.68085036,-73.97111853
30133,0,11,30133,40.66931297,-73.97956333
32562,0,14,32562,40.68595333,-73.97239833
42618,0,68,42618,40.69223408,-73.98729895
30491,0,48,30491,40.66056168,-74.00118796
5918,0,3,5918,40.6920139,-73.98148624
31957,0,8,31957,40.66636126,-73.97871463
41808,0,29,41808,40.68150464,-73.97422671
37341,0,4,37341,40.69728001,-73.98704044
27392,0,1,27392,40.65807521,-73.97313241
29344,0,7,29344,40.67573132,-73.97459637
6234,0,13,6234,40.67962944,-73.97828535
43855,0,36,43855,40.67155378,-73.98771255
38376,0,0,38376,40.67255362,-73.97466575
23967,0,0,23967,40.67097956,-73.99996328
3545,0,12,3545,40.66278625,-73.98831729
43943,1,8,43943,40.67165461,-73.98092318
34118,0,27,34118,40.68651779,-73.96749304
25793,0,2,25793,40.67810479,-73.99090791
41567,0,38,41567,40.66733651,-73.99123556
40576,0,1,40576,40.65811602,-73.97565261
25838,0,58,25838,40.67294296,-73.96745945
21610,0,8,21610,40.68438876,-73.98656303
26624,0,16,26624,40.66965487,-73.99252651
35977,0,43,35977,40.68237514,-73.96161015
317,1,19,317,40.66743647,-73.98443733
36688,0,25,36688,40.66797542,-73.98730086
37395,0,5,37395,40.6760672,-74.00508092
28220,0,11,28220,40.67460188,-73.98177483
4199,0,30,4199,40.68922772,-73.98469661
18008,0,4,18008,40.6975063,-73.98227354
32614,1,11,32614,40.65443274,-73.97908272
680,0,56,680,40.65664426,-74.00526196
4007,0,21,4007,40.68354245,-73.98437411
42622,0,39,42622,40.67970221,-73.96167999
2971,0,16,2971,40.67509702,-73.97503013
22942,0,44,22942,40.69192081,-73.97894723
29805,0,52,29805,40.67678517,-73.96917758
15911,0,0,15911,40.66930934,-74.00444665
635,0,21,635,40.68489081,-73.96210752
4383,0,17,4383,40.6783277,-73.9720267
451,0,59,451,40.65947025,-74.00231179
20181,0,5,20181,40.67285802,-73.97991686
26685,0,5,26685,40.6640119,-73.97734253
32638,0,60,32638,40.68878595,-73.98357261
16416,0,18,16416,40.6600189,-73.99121671
27213,0,4,27213,40.66094962,-73.97954422
19434,0,4,19434,40.65865576,-73.97851456
26612,0,5,26612,40.67329787,-74.00834131
15853,0,8,15853,40.68161628,-73.99851656
32439,0,11,32439,40.68459108,-73.97016463
27614,0,22,27614,40.68540558,-73.97524322
10850,0,20,10850,40.68980619,-73.97793941
12653,0,8,12653,40.6772704,-74.00153194
16474,0,8,16474,40.65249923,-73.96575121
22634,0,9,22634,40.68106004,-73.99652797
43222,0,25,43222,40.66737359,-73.98780392
21740,0,4,21740,40.66762123,-73.97433094
13905,0,27,13905,40.67768,-73.97959807
15350,0,36,15350,40.68863824,-73.98025764
2875,0,9,2875,40.68142488,-73.99129654
21120,0,4,21120,40.6954384,-73.9842138
14010,0,2,14010,40.68100852,-73.98610388
29153,0,7,29153,40.65833741,-73.99296402
19085,1,35,19085,40.66039738,-73.98723206
29677,0,19,29677,40.67111241,-73.97806037
32365,0,8,32365,40.67786602,-73.99806763
10922,0,0,10922,40.69012172,-73.96225625
11608,0,5,11608,40.6873971,-73.99573135
36734,0,34,36734,40.67804838,-73.98263066
12804,0,15,12804,40.66509175,-73.98308464
3407,0,0,3407,40.69295517,-73.98175889
25325,0,26,25325,40.67706,-73.9659745
34331,0,3,34331,40.65691181,-73.97665657
809,0,92,809,40.68241937,-73.97068345
11012,0,14,11012,40.68566045,-73.98568969
20991,0,17,20991,40.65139849,-73.97253445
36058,0,1,36058,40.67634604,-73.99236955
13835,0,94,13835,40.68969012,-73.99236367
16983,0,3,16983,40.66088948,-74.00464607
38275,0,0,38275,40.67186437,-73.97085441
21384,0,59,21384,40.67576105,-74.00136036
26871,0,128,26871,40.67034862,-73.99741627
38194,0,6,38194,40.65029214,-73.97871522
21646,0,3,21646,40.68456329,-73.99816571
37493,0,36,37493,40.67520056,-73.9993517
27888,2,68,27888,40.69770287,-73.98531846
22884,0,9,22884,40.69107706,-73.98639786
25847,0,51,25847,40.66574942,-73.9792249
42501,0,14,42501,40.66334686,-73.98122575
35231,0,35,35231,40.66224382,-73.99943734
20918,0,18,20918,40.67540003,-73.99744703
42555,0,39,42555,40.67641241,-73.98046003
25330,0,44,25330,40.66384557,-73.99450889
19076,0,8,19076,40.67719352,-74.00649163
12542,0,25,12542,40.68954382,-73.97114275
29531,1,95,29531,40.68249332,-73.9796153
27238,0,0,27238,40.6688582,-74.00291646
7928,0,3,7928,40.67450136,-73.97142973
41180,0,20,41180,40.68832568,-73.96480958
13461,0,80,13461,40.69618573,-73.97640342
13904,0,29,13904,40.68628831,-73.9694894
42592,0,36,42592,40.66784825,-73.99403555
40443,0,127,40443,40.68297221,-73.97666659
20557,0,26,20557,40.68969751,-73.97510566
5257,0,37,5257,40.67645194,-73.97410913
10902,0,0,10902,40.67923643,-73.99966394
26350,1,61,26350,40.67639465,-73.97188597
8371,0,11,8371,40.68035313,-73.9647902
31582,0,15,31582,40.68730261,-73.97364818
10373,0,157,10373,40.67035521,-73.98871015
872,0,1,872,40.67411461,-73.99807659
42085,0,23,42085,40.69804773,-73.97578276
24580,0,1,24580,40.66160287,-73.98774027
7245,0,18,7245,40.68958192,-73.97213591
30923,0,4,30923,40.68058081,-73.98912886
33971,0,31,33971,40.67095859,-73.98820739
39633,0,0,39633,40.67266439,-74.00862802
43389,0,1,43389,40.67286903,-73.97547709
30725,1,461,30725,40.69619498,-73.98876084
22035,0,4,22035,40.67883746,-73.99579395
21605,0,36,21605,40.66496334,-73.98981472
357,0,7,357,40.67771629,-73.9732484
27363,0,0,27363,40.67974351,-73.9869601
11644,0,19,11644,40.67117525,-73.97469857
4453,0,3,4453,40.67704413,-74.00071834
18712,0,24,18712,40.68817464,-73.98398778
19142,0,6,19142,40.65212773,-73.97399992
39558,0,133,39558,40.66615873,-73.99530716
24695,0,9,24695,40.68096222,-73.99437203
20528,0,2,20528,40.6664191,-73.97533715
42333,0,21,42333,40.67937857,-73.96407263
27232,0,0,27232,40.68577513,-73.99538556
26121,0,4,26121,40.65008653,-73.97538728
32002,0,31,32002,40.68502749,-73.97123922
33313,0,6,33313,40.67640534,-73.96286444
4350,0,17,4350,40.65659117,-73.98402397
2302,0,5,2302,40.68559225,-73.97331602
30821,0,21,30821,40.6959387,-73.98239002
36103,0,29,36103,40.68481627,-73.98352199
10194,0,12,10194,40.67412287,-73.97252689
12209,0,69,12209,40.68267046,-73.97186285
9308,0,4,9308,40.69764925,-73.98599529
28302,0,38,28302,40.66103398,-73.99742637
21387,0,21,21387,40.6506946,-73.9721169
43843,0,25,43843,40.6727643,-73.98670437
38850,0,3,38850,40.65813406,-73.98959238
24330,1,63,24330,40.66673569,-73.99173049
37482,0,45,37482,40.68978236,-73.96518769
17577,0,9,17577,40.69479613,-73.98245351
36314,0,14,36314,40.689863,-73.9795103
43775,0,10,43775,40.67044864,-73.9819269
40204,0,7,40204,40.69757769,-73.9840441
32486,0,36,32486,40.68629387,-73.97909066
13740,0,6,13740,40.68660442,-73.99385833
36071,0,139,36071,40.69348832,-73.97916718
12015,0,131,12015,40.66050939,-73.96281299
19879,0,19,19879,40.66115466,-73.98017161
29169,0,10,29169,40.68290896,-73.95978443
12301,0,89,12301,40.69599148,-73.98321215
23397,0,17,23397,40.69588571,-73.96837553
18147,0,7,18147,40.68295737,-73.99787114
15318,0,0,15318,40.66306859,-73.98589217
12113,0,16,12113,40.66268118,-73.98509436
42842,0,13,42842,40.67920516,-73.97170947
6430,1,60,6430,40.68341814,-73.98199244
27292,0,3,27292,40.67889065,-74.00192653
34713,0,11,34713,40.68249433,-73.98785629
41128,0,8,41128,40.65564394,-73.97355494
35140,0,26,35140,40.6808798,-73.96329457
9679,0,12,9679,40.69502694,-73.99080348
31494,0,14,31494,40.68973652,-73.97610196
18510,0,11,18510,40.6921577,-73.98527941
17546,1,31,17546,40.67834383,-73.98542921
5117,0,19,5117,40.6738918,-73.99991184
15134,0,72,15134,40.66011633,-73.96061101
39615,0,19,39615,40.68466786,-73.964033
7021,0,7,7021,40.65798963,-73.99691824
5465,0,11,5465,40.69212126,-73.98434093
4883,0,20,4883,40.67904705,-73.9786767
22733,0,3,22733,40.64881204,-73.9774871
46,0,3,46,40.67799644,-74.00414564
18387,0,11,18387,40.69744627,-73.98050926
2805,0,10,2805,40.69284586,-73.993103
7299,0,9,7299,40.67910379,-73.98739288
40973,0,23,40973,40.66013749,-73.98391793
39133,0,42,39133,40.66854634,-73.99021851
240,0,14,240,40.69811581,-73.97753102
29701,0,5,29701,40.67982505,-73.99513859
29027,0,31,29027,40.64772614,-73.97633536
26738,0,17,26738,40.66039839,-73.98037233
34972,0,8,34972,40.69089726,-73.99404559
1582,0,124,1582,40.67740894,-73.98305366
34431,0,1,34431,40.67487609,-74.0008091
8572,0,83,8572,40.66326415,-73.99511351
10075,0,64,10075,40.68787174,-73.97834701
4754,0,5,4754,40.67471278,-73.96899919
33939,0,2,33939,40.65141334,-73.97213357
31812,0,80,31812,40.67641404,-74.00102823
9842,0,25,9842,40.69317202,-73.97085934
42032,0,38,42032,40.6791482,-74.0036447
12354,0,13,12354,40.6879584,-73.99150877
21517,0,47,21517,40.68798369,-73.9677875
29459,0,16,29459,40.6737011,-74.00443205
24838,0,5,24838,40.67259372,-73.97041289
42403,0,7,42403,40.67529912,-74.00992116
10783,0,12,10783,40.67219331,-73.98378623
12519,1,30,12519,40.66214322,-73.99628042
18545,0,19,18545,40.68708638,-73.97558996
16823,0,43,16823,40.68973102,-73.99017139
32106,0,63,32106,40.69592441,-73.96936774
13967,0,3,13967,40.66220183,-73.97885476
14374,0,12,14374,40.64846971,-73.97836791
31658,1,198,31658,40.68993169,-73.9814817
35790,0,20,35790,40.68756439,-73.98439927
40434,0,16,40434,40.69208694,-73.98340278
3440,0,8,3440,40.67783553,-74.00616338
16972,0,2,16972,40.66233915,-73.98756809
2333,0,28,2333,40.66269707,-73.99569999
2767,0,79,2767,40.66451719,-73.9970746
25696,0,39,25696,40.67766462,-73.96885941
39665,0,6,39665,40.69601974,-73.98413302
31557,1,17,31557,40.67266882,-73.99001384
24129,0,17,24129,40.6703852,-73.98529421
25370,0,3,25370,40.67383739,-74.00229348
18535,0,17,18535,40.67546324,-73.97161844
28205,0,3,28205,40.67200501,-73.99387828
43009,0,6,43009,40.65350176,-73.97622757
932,0,13,932,40.64762734,-73.97726311
7242,0,33,7242,40.6508189,-73.97273109
18987,0,0,18987,40.6679725,-73.99585129
26283,0,4,26283,40.67149308,-73.99636312
40168,0,17,40168,40.68691864,-73.97736135
39275,0,4,39275,40.68009312,-73.99220033
36647,0,8,36647,40.65005141,-73.9719089
39128,0,19,39128,40.67694636,-73.99187163
1119,0,7,1119,40.69153504,-73.9937366
13878,1,40,13878,40.65991275,-73.99859953
32459,0,32,32459,40.69156356,-73.96952115
16156,0,10,16156,40.66997337,-73.97569674
5220,0,12,5220,40.68502433,-73.98611912
15554,0,57,15554,40.67517479,-73.98469664
12818,0,3,12818,40.65474717,-73.97803906
23529,0,9,23529,40.68226973,-73.97395602
11222,0,17,11222,40.66502846,-73.98644929
42935,0,16,42935,40.66134895,-73.99342089
32630,0,8,32630,40.67178358,-73.97418787
12322,0,8,12322,40.68519271,-73.97702749
22965,0,9,22965,40.6814347,-73.96142366
30608,0,0,30608,40.67591088,-73.98623027
13498,0,5,13498,40.68458945,-73.98912841
1155,0,22,1155,40.67704893,-73.98003168
20903,0,6,20903,40.69507577,-73.99009115
17848,0,7,17848,40.67370451,-73.9714392
23162,0,8,23162,40.68037003,-73.99477163
24727,0,1,24727,40.65862948,-74.00704196
13637,0,137,13637,40.67279516,-73.96920281
4038,0,2,4038,40.68401971,-73.99623172
24224,1,58,24224,40.67973482,-73.97431048
16362,0,9,16362,40.65979449,-73.98087475
34244,0,18,34244,40.67743866,-73.99647229
22039,0,15,22039,40.66388588,-73.9840888
22159,0,8,22159,40.68759188,-73.96462664
20966,0,18,20966,40.68285595,-73.97278782
23285,0,4,23285,40.67937749,-73.99268321
22815,0,6,22815,40.67728662,-73.96254635
38927,0,25,38927,40.69630253,-73.9754428
24361,0,3,24361,40.66279901,-73.97834945
2296,0,2,2296,40.64883897,-73.97519455
11350,0,8,11350,40.65574572,-73.99925657
18900,0,6,18900,40.65959834,-73.98448024
23187,0,26,23187,40.67881812,-73.96534103
14,0,11,14,40.67326335,-74.00028206
21546,0,18,21546,40.68799184,-73.98961242
19140,0,9,19140,40.65582708,-73.9812223
19422,0,74,19422,40.68201041,-73.9686932
14669,0,28,14669,40.68662703,-73.96652924
37188,0,59,37188,40.68640286,-73.96849138
2262,0,2,2262,40.68012116,-74.00133981
13671,0,17,13671,40.66001075,-74.00175068
5873,0,49,5873,40.69361433,-73.98251123
36075,0,19,36075,40.67346054,-73.97941513
20287,0,4,20287,40.68331884,-73.98999199
12364,0,17,12364,40.69034545,-73.99205271
18782,0,21,18782,40.66937214,-73.97620076
15964,0,18,15964,40.6770784,-73.98630927
2056,0,17,2056,40.68161594,-73.97082603
28523,0,63,28523,40.66111974,-74.00060109
42769,0,24,42769,40.66959244,-73.99589567
25668,0,17,25668,40.67168222,-73.99851625
20153,0,5,20153,40.65518616,-73.99983787
15666,0,75,15666,40.69325323,-73.97309569
25199,0,43,25199,40.65823107,-74.00034444
11633,0,29,11633,40.661734,-73.9607697
10111,0,15,10111,40.66696331,-73.97821264
43447,0,15,43447,40.6850016,-73.96115479
9604,0,51,9604,40.68018937,-73.96795385
30569,0,2,30569,40.67933278,-73.97532193
