id,Zone,Area,BlockStart,BlockEnd,PayBoxAddress,Dir,StreetName,StreetSU,Address,LOC,LAT,LNG,ExistingRevenue,RevenueValue,FineLevel,NumberSpaces,Required,FullUtilizationAmount,2013_2014FullUtilization,UtilizationRate,Impacted,CBD,CostPerHour
2005,2,325,3307,3353,3347,N,MARSHFIELD,AVE,"3347 N MARSHFIELD AVE, Chicago, IL","(41.942839, -87.669602)",41.942839,-87.669602,29660.6,29660.6,50,12,Non-CBD,67608,5634,0.4387,Impacted,Non-CBD,2
2006,2,446,552,554,554,W,MELROSE,ST,"554 W MELROSE ST, Chicago, IL","(41.94115240000001, -87.6438979)",41.9411524,-87.6438979,9042.92,9042.92,50,2,Non-CBD,11268,5634,0.8025,Impacted,Non-CBD,2
2007,2,426,553,557,555,W,MELROSE,ST,"555 W MELROSE ST, Chicago, IL","(41.9411248, -87.64391450000001)",41.9411248,-87.6439145,12851.96,12851.96,50,2,Non-CBD,17528,8764,0.7332,Impacted,Non-CBD,2
2008,2,442,752,760,756,W,MELROSE,ST,"756 W MELROSE ST, Chicago, IL","(41.941084, -87.64852189999999)",41.941084,-87.6485219,14223.64,14223.64,50,4,Non-CBD,35056,8764,0.4057,Impacted,Non-CBD,2
2009,2,324,1541,1551,1547,W,MELROSE,ST,"1547 W MELROSE ST, Chicago, IL","(41.9406088, -87.6679645)",41.9406088,-87.6679645,4250.1,4250.1,50,6,Non-CBD,33804,5634,0.1257,Impacted,Non-CBD,2
2010,2,324,1626,1634,1630,W,MELROSE,ST,"1630 W MELROSE ST, Chicago, IL","(41.9407721, -87.6698845)",41.9407721,-87.6698845,19614.85,19614.85,50,6,Non-CBD,33804,5634,0.5803,Impacted,Non-CBD,2
2011,2,444,950,956,954,W,NELSON,ST,"954 W NELSON ST, Chicago, IL","(41.937165, -87.65338969999999)",41.937165,-87.6533897,12943.47,12943.47,50,4,Non-CBD,22536,5634,0.5743,Impacted,Non-CBD,2
2012,2,444,951,957,953,W,NELSON,ST,"953 W NELSON ST, Chicago, IL","(41.9371941, -87.65328099999999)",41.9371941,-87.653281,11189.87,11189.87,50,3,Non-CBD,16902,5634,0.662,Impacted,Non-CBD,2
2013,2,425,1355,1357,1355,W,NEWPORT,AVE,"1355 W NEWPORT AVE, Chicago, IL","(41.9443265, -87.66335699999999)",41.9443265,-87.663357,22390.74,22390.74,50,5,Non-CBD,43820,8764,0.511,Impacted,Non-CBD,2
2014,2,437,802,806,804,W,NEWPORT,AVE,"804 W NEWPORT AVE, Chicago, IL","(41.9445183, -87.650041)",41.9445183,-87.650041,10162.28,10162.28,50,3,Non-CBD,26292,8764,0.3865,Impacted,Non-CBD,2
2015,2,437,803,811,807,W,NEWPORT,AVE,"807 W NEWPORT AVE, Chicago, IL","(41.9443491, -87.6498598)",41.9443491,-87.6498598,12401.17,12401.17,50,4,Non-CBD,35056,8764,0.3538,Impacted,Non-CBD,2
2016,2,443,948,954,952,W,NEWPORT,AVE,"952 W NEWPORT AVE, Chicago, IL","(41.94463229999999, -87.65392659999999)",41.9446323,-87.6539266,8599.12,8599.12,50,4,Non-CBD,22536,5634,0.3816,Impacted,Non-CBD,2
2017,2,443,949,957,951,W,NEWPORT,AVE,"951 W NEWPORT AVE, Chicago, IL","(41.9444433, -87.65346869999999)",41.9444433,-87.6534687,8174.13,8174.13,50,5,Non-CBD,28170,5634,0.2902,Impacted,Non-CBD,2
2018,2,443,1002,1010,1004,W,NEWPORT,AVE,"1004 W NEWPORT AVE, Chicago, IL","(41.9444563, -87.6544871)",41.9444563,-87.6544871,6523.33,6523.33,50,5,Non-CBD,28170,5634,0.2316,Impacted,Non-CBD,2
2019,2,443,1005,1011,1009,W,NEWPORT,AVE,"1009 W NEWPORT AVE, Chicago, IL","(41.9444279, -87.6546869)",41.9444279,-87.6546869,4781.67,4781.67,50,4,Non-CBD,22536,5634,0.2122,Impacted,Non-CBD,2
2020,2,425,1344,1352,1344,W,NEWPORT,AVE,"1344 W NEWPORT AVE, Chicago, IL","(41.94448879999999, -87.6634162)",41.9444888,-87.6634162,26420.94,26420.94,50,4,Non-CBD,35056,8764,0.7537,Impacted,Non-CBD,2
2021,2,462,556,560,558,W,OAKDALE,AVE,"558 W OAKDALE AVE, Chicago, IL","(41.935568, -87.6439695)",41.935568,-87.6439695,3522.76,3522.76,50,1,Non-CBD,5634,5634,0.6253,Impacted,Non-CBD,2
2022,2,462,557,561,557,W,OAKDALE,AVE,"557 W OAKDALE AVE, Chicago, IL","(41.9355406, -87.64397439999999)",41.9355406,-87.6439744,6832.83,6832.83,50,2,Non-CBD,11268,5634,0.6064,Impacted,Non-CBD,2
2023,2,462,602,608,606,W,OAKDALE,AVE,"606 W OAKDALE AVE, Chicago, IL","(41.93556419999999, -87.6445821)",41.9355642,-87.6445821,9719.75,9719.75,50,4,Non-CBD,22536,5634,0.4313,Impacted,Non-CBD,2
2024,2,462,603,605,605,W,OAKDALE,AVE,"605 W OAKDALE AVE, Chicago, IL","(41.9355386, -87.6444033)",41.9355386,-87.6444033,6345.04,6345.04,50,2,Non-CBD,11268,5634,0.5631,Impacted,Non-CBD,2
2025,2,441,662,666,664,W,OAKDALE,AVE,"664 W OAKDALE AVE, Chicago, IL","(41.9356831, -87.646778)",41.9356831,-87.646778,16927.29,16927.29,50,3,Non-CBD,26292,8764,0.6438,Impacted,Non-CBD,2
2026,2,441,659,663,661,W,OAKDALE,AVE,"661 W OAKDALE AVE, Chicago, IL","(41.9355181, -87.64642930000001)",41.9355181,-87.6464293,15143.18,15143.18,50,3,Non-CBD,26292,8764,0.576,Impacted,Non-CBD,2
2027,2,923,2807,2811,2809,N,ORCHARD,ST,"2809 N ORCHARD ST, Chicago, IL","(41.9330197, -87.6466605)",41.9330197,-87.6466605,18142.24,18142.24,50,3,Non-CBD,26292,8764,0.69,Impacted,Non-CBD,2
2028,2,923,2806,2810,2808,N,ORCHARD,ST,"2808 N ORCHARD ST, Chicago, IL","(41.933021, -87.6466974)",41.933021,-87.6466974,16774.95,16774.95,50,2,Non-CBD,17528,8764,0.957,Impacted,Non-CBD,2
2029,2,407,1102,1106,1104,W,PATTERSON,AVE,"1104 W PATTERSON AVE, Chicago, IL","(41.9483111, -87.65750129999999)",41.9483111,-87.6575013,4761.66,4761.66,50,4,Non-CBD,35056,8764,0.1358,Impacted,Non-CBD,2
2030,2,407,1105,1107,1107,W,PATTERSON,AVE,"1107 W PATTERSON AVE, Chicago, IL","(41.9482756, -87.6575105)",41.9482756,-87.6575105,4770.83,4770.83,50,2,Non-CBD,17528,8764,0.2722,Impacted,Non-CBD,2
2031,2,325,3346,3350,3348,N,PAULINA,ST,"3348 N PAULINA ST, Chicago, IL","(41.9423702, -87.6711741)",41.9423702,-87.6711741,8257.74,8257.74,50,2,Non-CBD,11268,5634,0.7328,Impacted,Non-CBD,2
2032,2,923,2805,2815,2811,N,PINE GROVE,AVE,"2811 N PINE GROVE AVE, Chicago, IL","(41.9332607, -87.6410859)",41.9332607,-87.6410859,28102.98,28102.98,50,6,Non-CBD,52584,8764,0.5344,Impacted,Non-CBD,2
2033,2,923,2806,2814,2810,N,PINE GROVE,AVE,"2810 N PINE GROVE AVE, Chicago, IL","(41.933243, -87.6413761)",41.933243,-87.6413761,16989.59,16989.59,50,5,Non-CBD,43820,8764,0.3877,Impacted,Non-CBD,2
2034,2,360,2205,2231,2215,N,RACINE,AVE,"2215 N RACINE AVE, Chicago, IL","(41.9221996, -87.6583394)",41.9221996,-87.6583394,47215.45,47215.45,50,14,Non-CBD,122696,8764,0.3848,Impacted,Non-CBD,2
2035,2,360,2310,2330,2320,N,RACINE,AVE,"2320 N RACINE AVE, Chicago, IL","(41.9238977, -87.6584295)",41.9238977,-87.6584295,9697.66,9697.66,50,9,Non-CBD,78876,8764,0.1229,Impacted,Non-CBD,2
2036,2,407,3727,3741,3733,N,RACINE,AVE,"3733 N RACINE AVE, Chicago, IL","(41.9500002, -87.6589855)",41.9500002,-87.6589855,12172.33,12172.33,50,5,Non-CBD,43820,8764,0.2778,Impacted,Non-CBD,2
2037,2,411,2632,2704,2640,N,JONES,ST,"2640 N JONES ST, Chicago, IL","(41.9291456, -87.6870594)",41.9291456,-87.6870594,4572.06,4572.06,50,10,Non-CBD,87640,8764,0.0522,Impacted,Non-CBD,2
2038,2,411,2632,2704,2666,N,JONES,ST,"2666 N JONES ST, Chicago, IL","(41.929286, -87.6872607)",41.929286,-87.6872607,7937.26,7937.26,50,10,Non-CBD,87640,8764,0.0906,Impacted,Non-CBD,2
2039,2,411,2803,2813,2807,N,ROCKWELL,ST,"2807 N ROCKWELL ST, Chicago, IL","(41.9322661, -87.69275669999999)",41.9322661,-87.6927567,9229.04,9229.04,50,3,Non-CBD,26292,8764,0.351,Impacted,Non-CBD,2
2040,2,446,557,559,559,W,ROSCOE,ST,"559 W ROSCOE ST, Chicago, IL","(41.943096, -87.644244)",41.943096,-87.644244,5373.46,5373.46,50,2,Non-CBD,11268,5634,0.4769,Impacted,Non-CBD,2
2041,2,446,605,607,607,W,ROSCOE,ST,"607 W ROSCOE ST, Chicago, IL","(41.94366540000001, -87.6451531)",41.9436654,-87.6451531,7147.81,7147.81,50,2,Non-CBD,11268,5634,0.6343,Impacted,Non-CBD,2
2042,2,446,616,618,618,W,ROSCOE,ST,"618 W ROSCOE ST, Chicago, IL","(41.9436858, -87.6455707)",41.9436858,-87.6455707,5889.25,5889.25,50,2,Non-CBD,11268,5634,0.5227,Impacted,Non-CBD,2
2043,2,437,754,756,754,W,ROSCOE,ST,"754 W ROSCOE ST, Chicago, IL","(41.943629, -87.6488701)",41.943629,-87.6488701,6706.1,6706.1,50,2,Non-CBD,17528,8764,0.3826,Impacted,Non-CBD,2
2044,2,437,755,759,759,W,ROSCOE,ST,"759 W ROSCOE ST, Chicago, IL","(41.9435976, -87.64909779999999)",41.9435976,-87.6490978,8230.37,8230.37,50,2,Non-CBD,17528,8764,0.4696,Impacted,Non-CBD,2
2045,2,437,802,806,804,W,ROSCOE,ST,"804 W ROSCOE ST, Chicago, IL","(41.9436184, -87.6494996)",41.9436184,-87.6494996,10648.6,10648.6,50,3,Non-CBD,26292,8764,0.405,Impacted,Non-CBD,2
2046,2,437,803,805,805,W,ROSCOE,ST,"805 W ROSCOE ST, Chicago, IL","(41.9435538, -87.653148)",41.9435538,-87.653148,5998.71,5998.71,50,2,Non-CBD,17528,8764,0.3422,Impacted,Non-CBD,2
2047,2,443,950,952,950,W,ROSCOE,ST,"950 W ROSCOE ST, Chicago, IL","(41.9435909, -87.6536457)",41.9435909,-87.6536457,11113.2,11113.2,50,3,Non-CBD,26292,8764,0.4227,Impacted,Non-CBD,2
2048,2,443,949,953,951,W,ROSCOE,ST,"951 W ROSCOE ST, Chicago, IL","(41.9435634, -87.65364579999999)",41.9435634,-87.6536458,5602.75,5602.75,50,4,Non-CBD,22536,5634,0.2486,Impacted,Non-CBD,2
2049,2,609,1002,1008,1004,W,ROSCOE,ST,"1004 W ROSCOE ST, Chicago, IL","(41.9435867, -87.654433)",41.9435867,-87.654433,8497.53,8497.53,50,5,Non-CBD,28170,5634,0.3017,Impacted,Non-CBD,2
2050,2,609,1003,1009,1007,W,ROSCOE,ST,"1007 W ROSCOE ST, Chicago, IL","(41.9435606, -87.65437589999999)",41.9435606,-87.6543759,7156.13,7156.13,50,4,Non-CBD,22536,5634,0.3175,Impacted,Non-CBD,2
2051,2,425,1352,1356,1354,W,ROSCOE,ST,"1354 W ROSCOE ST, Chicago, IL","(41.943632, -87.663533)",41.943632,-87.663533,10342.69,10342.69,50,3,Non-CBD,26292,8764,0.3934,Impacted,Non-CBD,2
2052,2,425,1347,1355,1351,W,ROSCOE,ST,"1351 W ROSCOE ST, Chicago, IL","(41.9433043, -87.663596)",41.9433043,-87.663596,13236.06,13236.06,50,4,Non-CBD,35056,8764,0.3776,Impacted,Non-CBD,2
2053,2,425,1404,1412,1406,W,ROSCOE,ST,"1406 W ROSCOE ST, Chicago, IL","(41.94342990000001, -87.6641697)",41.9434299,-87.6641697,15562.24,15562.24,50,5,Non-CBD,43820,8764,0.3551,Impacted,Non-CBD,2
2054,2,425,1403,1413,1411,W,ROSCOE,ST,"1411 W ROSCOE ST, Chicago, IL","(41.9433978, -87.66439799999999)",41.9433978,-87.664398,16902.82,16902.82,50,5,Non-CBD,43820,8764,0.3857,Impacted,Non-CBD,2
2055,2,325,1647,1653,1649,W,ROSCOE,ST,"1649 W ROSCOE ST, Chicago, IL","(41.9432961, -87.6703029)",41.9432961,-87.6703029,11579.09,11579.09,50,4,Non-CBD,22536,5634,0.5138,Impacted,Non-CBD,2
2056,2,325,1706,1710,1708,W,ROSCOE,ST,"1708 W ROSCOE ST, Chicago, IL","(41.9433036, -87.6715772)",41.9433036,-87.6715772,9140.74,9140.74,50,3,Non-CBD,16902,5634,0.5408,Impacted,Non-CBD,2
2057,2,510,2002,2024,2012,W,ROSCOE,ST,"2012 W ROSCOE ST, Chicago, IL","(41.9434929, -87.67907000000001)",41.9434929,-87.67907,47884.13,47884.13,50,10,Non-CBD,87640,8764,0.5464,Impacted,Non-CBD,2
2058,2,510,2005,2023,2017,W,ROSCOE,ST,"2017 W ROSCOE ST, Chicago, IL","(41.942932, -87.67922899999999)",41.942932,-87.679229,30551.64,30551.64,50,7,Non-CBD,61348,8764,0.498,Impacted,Non-CBD,2
2059,2,510,2034,2056,2044,W,ROSCOE,ST,"2044 W ROSCOE ST, Chicago, IL","(41.9434637, -87.6802632)",41.9434637,-87.6802632,36701.66,36701.66,50,9,Non-CBD,78876,8764,0.4653,Impacted,Non-CBD,2
2060,2,510,2033,2055,2043,W,ROSCOE,ST,"2043 W ROSCOE ST, Chicago, IL","(41.942927, -87.680177)",41.942927,-87.680177,44865.53,44865.53,50,12,Non-CBD,105168,8764,0.4266,Impacted,Non-CBD,2
2061,2,443,906,914,912,W,SCHOOL,ST,"912 W SCHOOL ST, Chicago, IL","(41.9417646, -87.65267399999999)",41.9417646,-87.652674,10664.86,10664.86,50,4,Non-CBD,22536,5634,0.4732,Impacted,Non-CBD,2
2062,2,443,905,913,911,W,SCHOOL,ST,"911 W SCHOOL ST, Chicago, IL","(41.9416356, -87.6525906)",41.9416356,-87.6525906,15423.04,15423.04,50,6,Non-CBD,33804,5634,0.4562,Impacted,Non-CBD,2
2063,2,609,950,952,950,W,SCHOOL,ST,"950 W SCHOOL ST, Chicago, IL","(41.9417538, -87.6537213)",41.9417538,-87.6537213,3658.14,3658.14,50,2,Non-CBD,11268,5634,0.3246,Impacted,Non-CBD,2
2064,2,609,939,945,943,W,SCHOOL,ST,"943 W SCHOOL ST, Chicago, IL","(41.9417283, -87.6536002)",41.9417283,-87.6536002,11884.24,11884.24,50,5,Non-CBD,28170,5634,0.4219,Impacted,Non-CBD,2
2065,2,609,1002,1010,1008,W,SCHOOL,ST,"1008 W SCHOOL ST, Chicago, IL","(41.9417427, -87.6544177)",41.9417427,-87.6544177,7573.58,7573.58,50,5,Non-CBD,28170,5634,0.2689,Impacted,Non-CBD,2
2066,2,609,1005,1011,1009,W,SCHOOL,ST,"1009 W SCHOOL ST, Chicago, IL","(41.9417126, -87.65459469999999)",41.9417126,-87.6545947,8574.38,8574.38,50,4,Non-CBD,22536,5634,0.3805,Impacted,Non-CBD,2
2067,2,425,1404,1408,1406,W,SCHOOL,ST,"1406 W SCHOOL ST, Chicago, IL","(41.94160670000001, -87.66416579999999)",41.9416067,-87.6641658,7904.07,7904.07,50,3,Non-CBD,26292,8764,0.3006,Impacted,Non-CBD,2
2068,2,425,1401,1405,1403,W,SCHOOL,ST,"1403 W SCHOOL ST, Chicago, IL","(41.9415819, -87.6639756)",41.9415819,-87.6639756,5619.67,5619.67,50,3,Non-CBD,26292,8764,0.2137,Impacted,Non-CBD,2
2069,2,324,1553,1557,1555,W,SCHOOL,ST,"1555 W SCHOOL ST, Chicago, IL","(41.941289, -87.668339)",41.941289,-87.668339,2013.96,2013.96,50,1,Non-CBD,5634,5634,0.3575,Impacted,Non-CBD,2
2070,2,324,1646,1650,1648,W,SCHOOL,ST,"1648 W SCHOOL ST, Chicago, IL","(41.9415005, -87.67049809999999)",41.9415005,-87.6704981,14019.56,14019.56,50,3,Non-CBD,16902,5634,0.8295,Impacted,Non-CBD,2
2071,2,440,602,608,606,W,SCHUBERT,AVE,"606 W SCHUBERT AVE, Chicago, IL","(41.9318139, -87.6447185)",41.9318139,-87.6447185,11807.41,11807.41,50,3,Non-CBD,16902,5634,0.6986,Impacted,Non-CBD,2
2072,2,445,3155,3159,3157,N,SEMINARY,AVE,"3157 N SEMINARY AVE, Chicago, IL","(41.9395068, -87.65651299999999)",41.9395068,-87.656513,7497.25,7497.25,50,3,Non-CBD,16902,5634,0.4436,Impacted,Non-CBD,2
2073,2,445,3150,3158,3154,N,SEMINARY,AVE,"3154 N SEMINARY AVE, Chicago, IL","(41.9395694, -87.6565522)",41.9395694,-87.6565522,8674.73,8674.73,50,5,Non-CBD,28170,5634,0.3079,Impacted,Non-CBD,2
2074,2,445,3203,3209,3205,N,SEMINARY,AVE,"3205 N SEMINARY AVE, Chicago, IL","(41.9400185, -87.6565298)",41.9400185,-87.6565298,8419.35,8419.35,50,4,Non-CBD,22536,5634,0.3736,Impacted,Non-CBD,2
2075,2,445,3204,3210,3208,N,SEMINARY,AVE,"3208 N SEMINARY AVE, Chicago, IL","(41.94021, -87.656902)",41.94021,-87.656902,5635.07,5635.07,50,4,Non-CBD,22536,5634,0.25,Impacted,Non-CBD,2
2076,2,438,2003,2011,2005,N,SHEFFIELD,AVE,"2005 N SHEFFIELD AVE, Chicago, IL","(41.9183499, -87.6532598)",41.9183499,-87.6532598,17402.25,17402.25,50,5,Non-CBD,28170,5634,0.6178,Impacted,Non-CBD,2
2077,2,438,2004,2008,2004,N,SHEFFIELD,AVE,"2004 N SHEFFIELD AVE, Chicago, IL","(41.9182492, -87.65339449999999)",41.9182492,-87.6533945,12136.23,12136.23,50,3,Non-CBD,16902,5634,0.718,Impacted,Non-CBD,2
2078,2,333,2147,2153,2151,N,SHEFFIELD,AVE,"2151 N SHEFFIELD AVE, Chicago, IL","(41.9215066, -87.65324729999999)",41.9215066,-87.6532473,24384.37,24384.37,50,4,Non-CBD,35056,8764,0.6956,Impacted,Non-CBD,2
2079,2,333,2204,2252,2250,N,SHEFFIELD,AVE,"2250 N SHEFFIELD AVE, Chicago, IL","(41.9231552, -87.6539361)",41.9231552,-87.6539361,48474.45,48474.45,50,12,Non-CBD,105168,8764,0.4609,Impacted,Non-CBD,2
2080,2,333,2204,2252,2220,N,SHEFFIELD,AVE,"2220 N SHEFFIELD AVE, Chicago, IL","(41.9220543, -87.65352)",41.9220543,-87.65352,59738.53,59738.53,50,13,Non-CBD,113932,8764,0.5243,Impacted,Non-CBD,2
2081,2,333,2304,2328,2314,N,SHEFFIELD,AVE,"2314 N SHEFFIELD AVE, Chicago, IL","(41.9240248, -87.65383729999999)",41.9240248,-87.6538373,43571.48,43571.48,50,13,Non-CBD,113932,8764,0.3824,Impacted,Non-CBD,2
2082,2,337,2414,2418,2416,N,SHEFFIELD,AVE,"2416 N SHEFFIELD AVE, Chicago, IL","(41.925967, -87.653971)",41.925967,-87.653971,8435.86,8435.86,50,3,Non-CBD,16902,5634,0.4991,Impacted,Non-CBD,2
2083,2,337,2411,2427,2421,N,SHEFFIELD,AVE,"2421 N SHEFFIELD AVE, Chicago, IL","(41.9260331, -87.6536217)",41.9260331,-87.6536217,14652.66,14652.66,50,6,Non-CBD,33804,5634,0.4335,Impacted,Non-CBD,2
2084,2,924,2745,2749,2747,N,SHEFFIELD,AVE,"2747 N SHEFFIELD AVE, Chicago, IL","(41.9321109, -87.65381839999999)",41.9321109,-87.6538184,15612.36,15612.36,50,3,Non-CBD,26292,8764,0.5938,Impacted,Non-CBD,2
2085,2,924,2744,2752,2748,N,SHEFFIELD,AVE,"2748 N SHEFFIELD AVE, Chicago, IL","(41.9319908, -87.65385169999999)",41.9319908,-87.6538517,18419.19,18419.19,50,5,Non-CBD,43820,8764,0.4203,Impacted,Non-CBD,2
2086,2,924,2801,2827,2805,N,SHEFFIELD,AVE,"2805 N SHEFFIELD AVE, Chicago, IL","(41.9329945, -87.6535754)",41.9329945,-87.6535754,34666.38,34666.38,50,5,Non-CBD,43820,8764,0.7911,Impacted,Non-CBD,2
2087,2,924,2802,2822,2806,N,SHEFFIELD,AVE,"2806 N SHEFFIELD AVE, Chicago, IL","(41.9328178, -87.65388809999999)",41.9328178,-87.6538881,41962.48,41962.48,50,9,Non-CBD,78876,8764,0.532,Impacted,Non-CBD,2
2088,2,924,2835,2853,2839,N,SHEFFIELD,AVE,"2839 N SHEFFIELD AVE, Chicago, IL","(41.9339894, -87.6538901)",41.9339894,-87.6538901,27208.76,27208.76,50,5,Non-CBD,43820,8764,0.6209,Impacted,Non-CBD,2
2089,2,924,2913,2923,2917,N,SHEFFIELD,AVE,"2917 N SHEFFIELD AVE, Chicago, IL","(41.9349493, -87.6537225)",41.9349493,-87.6537225,29522.38,29522.38,50,6,Non-CBD,52584,8764,0.5614,Impacted,Non-CBD,2
2090,2,444,3003,3023,3017,N,SHEFFIELD,AVE,"3017 N SHEFFIELD AVE, Chicago, IL","(41.936911, -87.653699)",41.936911,-87.653699,51664.81,51664.81,50,10,Non-CBD,87640,8764,0.5895,Impacted,Non-CBD,2
2091,2,444,3002,3022,3008,N,SHEFFIELD,AVE,"3008 N SHEFFIELD AVE, Chicago, IL","(41.9366011, -87.6540109)",41.9366011,-87.6540109,23093.11,23093.11,50,3,Non-CBD,26292,8764,0.8783,Impacted,Non-CBD,2
2092,2,444,3051,3055,3053,N,SHEFFIELD,AVE,"3053 N SHEFFIELD AVE, Chicago, IL","(41.9378498, -87.6538216)",41.9378498,-87.6538216,16672.04,16672.04,50,3,Non-CBD,26292,8764,0.6341,Impacted,Non-CBD,2
2093,2,444,3131,3139,3139,N,SHEFFIELD,AVE,"3139 N SHEFFIELD AVE, Chicago, IL","(41.9391452, -87.6540739)",41.9391452,-87.6540739,18024.58,18024.58,50,5,Non-CBD,43820,8764,0.4113,Impacted,Non-CBD,2
2094,2,444,3120,3156,3120,N,SHEFFIELD,AVE,"3120 N SHEFFIELD AVE, Chicago, IL","(41.9388008, -87.65425839999999)",41.9388008,-87.6542584,33211.15,33211.15,50,9,Non-CBD,78876,8764,0.4211,Impacted,Non-CBD,2
2095,2,444,3120,3156,3142,N,SHEFFIELD,AVE,"3142 N SHEFFIELD AVE, Chicago, IL","(41.9389231, -87.65410759999999)",41.9389231,-87.6541076,43121.33,43121.33,50,7,Non-CBD,61348,8764,0.7029,Impacted,Non-CBD,2
2096,2,609,3207,3257,3221,N,SHEFFIELD,AVE,"3221 N SHEFFIELD AVE, Chicago, IL","(41.940565, -87.65391749999999)",41.940565,-87.6539175,47584.94,47584.94,50,8,Non-CBD,70112,8764,0.6787,Impacted,Non-CBD,2
2097,2,609,3207,3257,3245,N,SHEFFIELD,AVE,"3245 N SHEFFIELD AVE, Chicago, IL","(41.9413766, -87.6540335)",41.9413766,-87.6540335,25445.68,25445.68,50,5,Non-CBD,43820,8764,0.5807,Impacted,Non-CBD,2
2098,2,609,3351,3355,3353,N,SHEFFIELD,AVE,"3353 N SHEFFIELD AVE, Chicago, IL","(41.9432967, -87.654191)",41.9432967,-87.654191,11699.83,11699.83,50,3,Non-CBD,26292,8764,0.445,Impacted,Non-CBD,2
2099,2,609,3310,3354,3352,N,SHEFFIELD,AVE,"3352 N SHEFFIELD AVE, Chicago, IL","(41.9433248, -87.65457219999999)",41.9433248,-87.6545722,12681.19,12681.19,50,3,Non-CBD,26292,8764,0.4823,Impacted,Non-CBD,2
2100,2,609,3310,3354,3316,N,SHEFFIELD,AVE,"3316 N SHEFFIELD AVE, Chicago, IL","(41.9422449, -87.65418869999999)",41.9422449,-87.6541887,21253.67,21253.67,50,8,Non-CBD,70112,8764,0.3031,Impacted,Non-CBD,2
2101,2,443,3403,3409,3407,N,SHEFFIELD,AVE,"3407 N SHEFFIELD AVE, Chicago, IL","(41.9437694, -87.6542211)",41.9437694,-87.6542211,7752.66,7752.66,50,4,Non-CBD,22536,5634,0.344,Impacted,Non-CBD,2
2102,2,443,3404,3420,3414,N,SHEFFIELD,AVE,"3414 N SHEFFIELD AVE, Chicago, IL","(41.9440719, -87.6545727)",41.9440719,-87.6545727,10201.75,10201.75,50,9,Non-CBD,50706,5634,0.2012,Impacted,Non-CBD,2
2103,2,443,3437,3439,3437,N,SHEFFIELD,AVE,"3437 N SHEFFIELD AVE, Chicago, IL","(41.9446998, -87.65406940000001)",41.9446998,-87.6540694,16001.93,16001.93,50,3,Non-CBD,26292,8764,0.6086,Impacted,Non-CBD,2
2104,2,443,3436,3446,3444,N,SHEFFIELD,AVE,"3444 N SHEFFIELD AVE, Chicago, IL","(41.9448231, -87.65431149999999)",41.9448231,-87.6543115,21536.93,21536.93,50,5,Non-CBD,43820,8764,0.4915,Impacted,Non-CBD,2
2105,2,322,3003,3009,3005,N,SOUTHPORT,AVE,"3005 N SOUTHPORT AVE, Chicago, IL","(41.9362682, -87.6636666)",41.9362682,-87.6636666,11262.02,11262.02,50,4,Non-CBD,35056,8764,0.3213,Impacted,Non-CBD,2
2106,2,322,3008,3022,3014,N,SOUTHPORT,AVE,"3014 N SOUTHPORT AVE, Chicago, IL","(41.9363807, -87.6637095)",41.9363807,-87.6637095,14892.83,14892.83,50,8,Non-CBD,70112,8764,0.2124,Impacted,Non-CBD,2
2107,2,425,3204,3210,3206,N,SOUTHPORT,AVE,"3206 N SOUTHPORT AVE, Chicago, IL","(41.940093, -87.6639898)",41.940093,-87.6639898,21922.92,21922.92,50,4,Non-CBD,35056,8764,0.6254,Impacted,Non-CBD,2
2108,2,425,3213,3217,3215,N,SOUTHPORT,AVE,"3215 N SOUTHPORT AVE, Chicago, IL","(41.940271, -87.66344099999999)",41.940271,-87.663441,17951.27,17951.27,50,3,Non-CBD,26292,8764,0.6828,Impacted,Non-CBD,2
2109,2,425,3236,3236,3236,N,SOUTHPORT,AVE,"3236 N SOUTHPORT AVE, Chicago, IL","(41.9408313, -87.6640032)",41.9408313,-87.6640032,7225.56,7225.56,50,1,Non-CBD,8764,8764,0.8245,Impacted,Non-CBD,2
2110,2,425,3320,3322,3322,N,SOUTHPORT,AVE,"3322 N SOUTHPORT AVE, Chicago, IL","(41.9423409, -87.6638995)",41.9423409,-87.6638995,10022.54,10022.54,50,2,Non-CBD,17528,8764,0.5718,Impacted,Non-CBD,2
2111,2,425,3317,3321,3319,N,SOUTHPORT,AVE,"3319 N SOUTHPORT AVE, Chicago, IL","(41.942179, -87.663493)",41.942179,-87.663493,14410.4,14410.4,50,3,Non-CBD,26292,8764,0.5481,Impacted,Non-CBD,2
2112,2,425,3335,3353,3345,N,SOUTHPORT,AVE,"3345 N SOUTHPORT AVE, Chicago, IL","(41.9428849, -87.66349699999999)",41.9428849,-87.663497,54729.78,54729.78,50,11,Non-CBD,96404,8764,0.5677,Impacted,Non-CBD,2
2113,2,425,3405,3425,3415,N,SOUTHPORT,AVE,"3415 N SOUTHPORT AVE, Chicago, IL","(41.9440155, -87.6634825)",41.9440155,-87.6634825,44668.71,44668.71,50,9,Non-CBD,78876,8764,0.5663,Impacted,Non-CBD,2
2114,2,425,3439,3455,3449,N,SOUTHPORT,AVE,"3449 N SOUTHPORT AVE, Chicago, IL","(41.9448994, -87.6639319)",41.9448994,-87.6639319,48832.41,48832.41,50,7,Non-CBD,61348,8764,0.796,Impacted,Non-CBD,2
